Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male3
ENSMODG00000020543	0.05	0.17	0.17	0.06	0.21	0.15	14.09
ENSMODG00000002685	201.89	76.56	33.19	78.58	72.02	42.25	88.87
ENSMODG00000003869	1.66	1.58	1.16	1.38	0.49	0.82	0.29
ENSMODG00000013330	39.38	25.04	39.06	46.69	135.49	76.34	68.75
ENSMODG00000005018	3.96	18.26	16.17	17.47	10.94	7.41	12.42
ENSMODG00000017295	25.29	108.43	49.96	70.99	144.43	45.73	46.6
Locus_372529	0	0	0	0	0	0	0.24
ENSMODG00000016309	0.66	0.5	3.29	2.34	7.32	5.58	5.78
ENSMODG00000009668	6.1	34.03	93.24	27.69	64.2	149.84	0.22
ENSMODG00000019461	65.97	20.15	25.81	27.47	47.03	36.43	18.18
ENSMODG00000012284	3.6	27.38	15.97	4.47	3.35	2.12	3.79
ENSMODG00000020057	0	0	0	0	0	0	0
ENSMODG00000012258	0.06	0	0	0.05	0.06	0.13	85.06
blastnChicken.Locus_50131	0	0	0	0	0	0	0
Locus_191259	0.19	0.12	0.07	0	0.07	0	3.01
Locus_376920	0.24	0.04	0	0	0	0	0
ENSMODG00000014408	4.89	1.48	4.78	1.55	2.3	3.66	2.49
Locus_188381	0	0	0	0	0	0	0.88
ENSMODG00000000157	0.29	1.2	0.69	1.36	0.48	1.15	0.33
Locus_120479	0	0	0	1.22	2.73	2.04	0
ENSMODG00000013136	4.95	6.08	3.47	7.23	0.54	5.91	5.25
ENSMODG00000015139	22.23	23.74	6.98	25.58	3.26	6.27	9.49
ENSMODG00000008089	4.7	3.38	3.37	2.57	6.18	5.3	9.68
ENSMODG00000012881	0	0	0	0.08	0	0.12	0
ENSMODG00000010835	0	0.04	0.08	0.19	0.47	0.21	0.37
Locus_191539	0	0.1	0.08	1.86	2.99	0.52	0
ENSMODG00000016804	79.93	11.84	25.55	23.44	57.51	47.77	83.71
ENSMODG00000005607	5.5	4.38	4.25	12.32	8.85	5.74	0.29
Locus_372607	5.57	2.14	2.16	4.63	2.04	2.72	3.47
Locus_121098	0	0	0	0	0	0	0.78
ENSMODG00000004438	62.25	4.53	0.88	0.04	0	0	0.13
Locus_228352	0	0.66	0.25	0	0	0	0.5
Locus_90933	0	0.3	0.73	0.11	1.58	1.18	0.24
ENSMODG00000007176	0.14	0.21	0.26	25.46	40.22	20.17	1.61
ENSMODG00000005187	18.56	17.95	5.85	5.62	1.34	3.65	11.3
Locus_320631	0	0	0	0	0	0	4.84
ENSMODG00000008218	1.28	1.44	1.14	0	0.12	0.14	1.12
ENSMODG00000014098	1.69	2.56	3.08	8.87	7.53	15.34	54.46
ENSMODG00000011291	30.35	20.74	13.25	22.03	3.08	11.92	68.55
Locus_121499	0	0	0	0	0	0	1.08
ENSMODG00000011840	6.79	2.17	5.36	9.98	14.39	14.69	4.34
ENSMODG00000024307	0	0	0	0	0	0	0
ENSMODG00000003369	0.25	0.76	1.08	0.89	1.58	2.27	0
ENSMODG00000020465	0.3	6.4	4.6	3.97	0.94	3.22	6.54
Locus_376322	0.1	0.05	0.04	0	0	0	5.4
Locus_32678	0	0	0	0	0	0	0.97
ENSMODG00000013730	75.94	198.96	350.05	254.62	1571.78	195.12	75.48
ENSMODG00000004452	1366.14	606.44	156.25	651.82	161.01	180.14	277.16
ENSMODG00000015711	20.04	17.42	26.97	170.08	232.82	405.04	15.34
blastnGorilla.Locus_291873	0	0	0	0	0	0	0
ENSMODG00000011451	0.63	0.98	0.78	0.53	1.04	1.38	0.35
ENSMODG00000017013	3.18	3.69	1.32	2.7	0	0.54	9.7
Locus_88886	0	0	0	0	0	0	0.11
Locus_32654	0	0.49	0.25	0	0	0.41	1.33
ENSMODG00000024328	0	0	0	0	0	0	0
ENSMODG00000011646	37.37	16.57	12.41	27.83	23.48	20.38	30.47
blastnPan.Locus_60755	0	0	0	0	0	0	0
ENSMODG00000018728	22.34	6.09	13.02	11.87	36.22	31.25	2.58
ENSMODG00000020357	8.16	24.31	13.59	17.84	8.42	23.61	10.1
ENSMODG00000001310	3.59	16.6	12.69	21.07	11.49	30.3	46.96
ENSMODG00000008444	0	0	0	0	0	0	0
ENSMODG00000003991	6.98	2.74	1.64	0.66	0	0.1	0.98
ENSMODG00000006944	20.86	19.79	20.27	17.63	13.11	19.22	24.75
ENSMODG00000003017	108.45	35.01	41.77	39.79	96.3	59.03	125.06
Locus_319077	0.61	0.14	0	0	0	0	5.49
ENSMODG00000000164	21.16	23.38	8.7	9.93	2.68	4.4	13.2
ENSMODG00000010252	0	0	0	0	0	0	0
ENSMODG00000017380	0.92	6.74	13.17	51.02	111.38	89.66	3.39
ENSMODG00000003205	0	63.64	17.91	1.52	0.59	11.36	32.51
ENSMODG00000012003	4.7	13.45	13.38	63.87	64.89	27.76	80.21
ENSMODG00000024218	0	0	0.04	0	0	0	0
Locus_228845	0	0	0	0	0	0	0.31
ENSMODG00000000845	1.27	4.39	2.11	0.49	1.95	0.48	0.11
Locus_89401	0	0	0	0	0	0	2.55
Locus_316108	0	2.07	0.14	0	0	0	0
Locus_120399	0	0	0	0	0	0	20.93
ENSMODG00000009257	0	6.69	6.96	1.2	10.75	2.68	2.68
ENSMODG00000007909	3.36	2.66	4.06	3.48	3.52	7.34	3.71
ENSMODG00000017528	25.18	23.36	9.03	27.56	11.37	13.41	147.33
ENSMODG00000017234	0.31	0.09	0.2	0	0.13	0.15	4.49
ENSMODG00000024059	1.41	1.57	2.29	1.71	1.41	2.93	2.73
ENSMODG00000005323	0	2.39	1.77	20.56	6.67	22.43	0.44
ENSMODG00000016091	24.64	21.19	15.29	12.81	43.45	10.68	20.24
ENSMODG00000002734	24.72	18.16	14.68	22.35	17.86	17.94	25.26
ENSMODG00000004015	0	0.03	0.02	1.71	2.94	4.22	0.5
ENSMODG00000001421	2.67	2.89	2.41	6.09	3.47	4.92	10.47
ENSMODG00000012556	0.04	3.53	1.01	0.33	0.04	0.04	3.2
ENSMODG00000005679	1.25	5.76	5.19	12.55	8.52	8.31	8.4
ENSMODG00000018475	0.95	3.8	4.92	13.18	7.37	5.61	0.3
ENSMODG00000001747	0.37	0.04	0.24	2.52	4.85	8.15	2.3
ENSMODG00000003439	17.15	11.48	17.11	13.09	24.57	20.06	9.61
Locus_98555	0	0	0	0	0	0	1.78
ENSMODG00000006873	42.53	19.04	17.37	22.82	6.69	18.68	128.93
ENSMODG00000008310	0.28	5.67	4.73	0.47	0.23	0.33	0.27
blastnPlatypus.Locus_168938	0	0	0	0	0	0	0
ENSMODG00000008392	7.99	15.3	4.9	6.13	3.74	2.28	37.89
ENSMODG00000019282	22.86	24.86	17.03	13.15	8.27	5.99	8.02
ENSMODG00000018901	252.03	275.17	39.47	11.43	5.23	3.27	954.17
ENSMODG00000017256	4.11	5.95	6.12	23.72	26.32	18.54	2.76
ENSMODG00000012414	20.19	22.35	25.52	34.82	44.83	48	41.84
ENSMODG00000000486	0.26	2.32	4.37	3.4	0.92	2.77	0.3
Locus_372353	4.9	0	0	0	0.12	0	0.06
ENSMODG00000000699	7.26	11.93	9.74	11.52	8.76	8.85	4.34
Locus_419046	0.36	0.34	0.26	0	0.38	0	0.52
ENSMODG00000011757	3.8	3.77	6.35	5.18	10.3	8.13	6
blastnMouse.Locus_98575	0	0	0	0	0	0	0.58
ENSMODG00000007410	0.12	2.51	4.45	0.55	0.51	1.86	5.55
Locus_373558	11.04	8.87	1.41	2.97	3.3	1.52	0.27
ENSMODG00000019733	11.34	22.58	23.97	39.59	30.44	31.43	22.64
ENSMODG00000024119	0.11	0.9	0.73	0.09	0	0	516.96
ENSMODG00000005355	68.42	24.78	26.09	93.7	114.99	78.32	19.57
ENSMODG00000016543	15.51	15.66	32.07	16.93	57.65	32.88	20.92
ENSMODG00000019698	0	0	0	0	0	0	0
ENSMODG00000023944	0	0	0	0	0	0	23.71
ENSMODG00000015256	0.83	0.66	1.01	0.47	1.17	0.33	4.7
ENSMODG00000023118	0	0	0	0	0	0	0
ENSMODG00000007742	3.81	25.73	8.76	12.26	0.84	5.6	219.54
ENSMODG00000011044	2.05	3.16	6.73	1.55	1.92	1.89	0.22
ENSMODG00000007155	3.77	7.65	5.55	12.67	4.73	8.3	10.88
ENSMODG00000023808	0	0	0	0	0	0	0
CUFF.76840	0	0	0	0.41	0	0.28	0.7
ENSMODG00000001453	132.61	122.03	114.27	100.72	149.95	85.75	24.92
ENSMODG00000016329	14.35	9.11	7.3	7.76	6.07	7.33	5.82
ENSMODG00000004415	120.34	17.16	6.27	6.29	0.7	3.27	1.44
Locus_192504	0	0.19	0	1.72	0	0	0
ENSMODG00000016510	335.36	0.15	0	0.14	0	0	0.31
ENSMODG00000005954	6.16	5.64	3.23	2.94	1.6	1	26.8
Locus_92483	1.36	0.76	0.17	0	0.32	0.09	0.11
ENSMODG00000015657	14.96	0.36	0.25	0	0	0	0.95
ENSMODG00000002458	27.51	50.51	18.38	80.73	20.27	22.93	25.61
ENSMODG00000020308	4.8	17.81	27.02	110.04	28.79	87.81	6.63
Locus_192189	0	0	0	0	0	0	3.99
ENSMODG00000004730	3.56	10.4	7.96	9.29	4.03	5.66	1.38
Locus_193436	0.71	0.07	0.78	0	0.6	0.17	0.07
Locus_89272	0	0	0	0	0	0	0.48
ENSMODG00000016167	0.11	3.11	0.62	0	0	0	4
ENSMODG00000015753	228.15	15.61	13.95	4.46	8.68	5.22	253.17
ENSMODG00000009869	1.05	0.31	0.19	0	0	0.16	35.48
ENSMODG00000021175	2.42	4.05	3.65	3.49	5.1	3.58	1.04
ENSMODG00000014304	0.41	23.79	26.04	26.08	8.03	18.84	1.38
ENSMODG00000016132	7.52	8.74	8.72	11.86	16.05	10.71	27.6
ENSMODG00000004998	1.22	6.31	4.89	4.14	6.04	7.85	0.78
ENSMODG00000018248	3.7	49.56	20.01	61.37	44.92	56.56	45.55
ENSMODG00000010136	8.02	10.67	10.21	9.57	16.25	8.94	8.84
ENSMODG00000016256	0	0	0	0	0	0	0
Locus_33807	0.31	0.29	0.11	0	0.33	0.37	0.15
ENSMODG00000001946	83.25	416.79	1758.93	542.56	2952.91	2090.84	212.95
ENSMODG00000019490	188.23	186.62	44.38	231.73	64.28	91.17	52.26
Locus_89725	0	0	0	0	0	0	0.55
ENSMODG00000007802	3.26	5.42	6.13	7.05	4.13	8.66	5.65
ENSMODG00000015175	2.45	0	0	0	0	0	0.11
ENSMODG00000023365	0	0.11	0.03	0	0	0	0.11
ENSMODG00000017748	59.41	58.25	109.83	49.14	186.31	116.95	61.92
ENSMODG00000008425	74.99	8.57	4.41	0.16	0.17	0.22	0.85
ENSMODG00000002636	9.36	0.2	0.33	0.04	0	0	0
ENSMODG00000016115	28.55	7.99	9.98	19.87	39.39	45.25	231.51
ENSMODG00000009511	38.8	1.83	1.53	1.44	1.66	1.71	284.81
ENSMODG00000009729	0.39	2.76	4.41	20.54	11.02	97.6	0.55
ENSMODG00000008039	0.11	0	0	0	0.12	0.26	0
ENSMODG00000020822	4.29	4.94	5.1	0.83	5.13	0.69	1.64
ENSMODG00000020067	0	0	0	0	0	0	0
ENSMODG00000004530	164.35	77.58	27.77	127.83	31.99	78.77	41.28
Locus_391736	0	0.06	0.05	0.11	0	0.29	0.12
CUFF.71655	0.16	0.08	0.24	0.28	0	0.19	0.08
ENSMODG00000015875	0.85	4.45	13.4	2.88	10.01	12.83	0.66
ENSMODG00000008646	0.25	2.68	5.44	2.44	0.47	12.37	0.29
ENSMODG00000012819	6.99	87.21	62.71	27.21	16.54	20.94	7.82
ENSMODG00000005251	6.77	1.1	2.66	8.16	11.87	1.47	8.77
ENSMODG00000009743	0.23	4.32	4.07	0.27	0.53	0.45	3.67
ENSMODG00000008842	39.97	11.41	12.5	6.65	36.34	8.54	16.85
ENSMODG00000011824	0	0	0	0	0	0	0
ENSMODG00000019072	0	0	0.06	0	0	0	0
ENSMODG00000013280	44.61	7.11	11.65	17.36	32.41	32.8	3.81
ENSMODG00000009015	0	0	0	0	0	0	0
ENSMODG00000025557	0	0.79	0.17	0	0	0	0.06
Locus_372865	0	0	0	0	0	0	0.74
ENSMODG00000021088	71.69	52.33	20.38	53.26	25.14	29.84	42.26
Locus_372809	0	0	0.09	0	0	0	0
ENSMODG00000020648	36.09	16.59	16.55	22.72	14.37	20.22	2.92
ENSMODG00000022935	0	0	0	0	0	0	0
ENSMODG00000009862	1.84	29.76	56.09	14.87	27.51	20.87	22.71
Locus_192471	0	0	0	0	0	0	8.99
ENSMODG00000021092	44.45	11.37	9.05	12.68	8.56	30.35	2.04
ENSMODG00000007719	11.19	4.95	8.66	15.02	30.29	23.71	33.05
ENSMODG00000005334	3.64	3.33	3.31	1.8	1.66	1.58	2.5
ENSMODG00000016972	5.34	2.65	1.32	6.27	0.64	3.99	2.32
ENSMODG00000001297	0	0	0	0	0	0	0
ENSMODG00000015686	0	0	0	0.24	0	0.17	0
Locus_190094	0	0	0	0	0	0	1.9
ENSMODG00000004115	49.64	36.01	27.38	32.82	99.44	36.61	43.99
ENSMODG00000013941	0.73	0.87	0.4	0.21	0.13	0.14	0.29
ENSMODG00000009188	4.32	0	0	0	0	0	0.08
Locus_321118	0	0.22	0	0	0	0	4.21
ENSMODG00000014875	38.64	15.9	29.78	43.9	176.61	143.3	160.86
ENSMODG00000012799	0	0	0	0	0	0	0
ENSMODG00000014656	0	0	0	0	0.36	0	0
Locus_419020	0	0	0.04	0.51	0.32	0.36	15.78
blastnHuman.Locus_102915	0	0	0	0	0	0	0
ENSMODG00000018497	23.67	9.6	3.15	7.02	1.27	1.36	12.11
Locus_392618	0	0.2	0.15	0	0	0	1.02
ENSMODG00000023384	2.06	0.48	0.92	0.34	0	0.06	2.66
ENSMODG00000010087	0.65	1.55	2.05	8.16	10.04	7.02	0.83
ENSMODG00000023326	1.74	11.92	7.78	0.96	0.77	1.5	1.1
ENSMODG00000008716	4.19	1.87	1.37	0.57	0.07	0.59	70.94
ENSMODG00000024360	0	0	0	0	0	0	0
ENSMODG00000007735	0	0	0	0	0	0	0.05
ENSMODG00000010018	199.05	123.44	61.39	119.4	214.57	79.95	37.57
ENSMODG00000024382	0	0	0	0	0	0	0
ENSMODG00000017829	0.09	0	0	0.62	0.84	0.89	0.01
blastnPlatypus.Locus_14707	14.04	0	0	0	0	0	0
ENSMODG00000013187	105.27	81.24	19.83	15.82	4.86	8.02	31.66
Locus_315937	0	0	0	0.29	0	0	0.67
ENSMODG00000004198	6.62	0.06	0.02	0	0.06	0	0.01
ENSMODG00000010451	0.11	0	0	0	0	0	9.76
ENSMODG00000007700	90.46	22.38	17.52	21.05	9.03	35.02	31.57
Locus_314270	0.39	0.37	0.43	0.55	0.27	0.62	0.89
ENSMODG00000025148	2.88	0.37	0.77	0	0.06	0	1.96
ENSMODG00000006632	95.54	32.98	49.65	71.53	123.25	155.46	3.02
ENSMODG00000025527	0.03	2.72	3.95	11.18	50.86	18.95	5.95
ENSMODG00000001163	0.41	14.22	18.67	21.37	34.67	10.73	1.04
ENSMODG00000003821	9.97	26.71	23.61	15.2	26.94	16.18	10.05
Locus_90965	0	0	0	0	0	0	0.74
ENSMODG00000020963	1.51	4.42	6.66	11.71	32.22	16.9	0.08
ENSMODG00000010467	2.19	6.9	11.7	5.32	2.99	3.81	2.69
ENSMODG00000011169	0	0	0	0	0	0	0
ENSMODG00000018582	20.76	8.49	12.65	7.83	8.58	13.69	1.27
ENSMODG00000004757	2.99	3.88	3.3	4	2.49	3.98	13.17
ENSMODG00000025605	4.96	2.52	3.38	2.72	2.02	6.05	3.57
CUFF.107220	0	0	0.07	0	0	0	0.55
ENSMODG00000000056	4.29	8.36	10.48	5.21	11.6	6.37	15.58
Locus_419702	0.21	0.4	0.38	0	1.11	0.5	0
Locus_122567	0	0	0	0	0	0	0.83
ENSMODG00000017466	3.79	16.18	6.36	1.23	1.26	0.3	41.35
ENSMODG00000011237	0	0	0.03	0	0	0	0
Locus_322656	0	0	0	0	0	0	0
ENSMODG00000025533	0	0.04	0.08	0.13	0.08	0.35	0.29
ENSMODG00000024376	0	0	0	0	0	0	0
Locus_87180	0.24	0.17	0.57	0.71	0.51	0.99	0.17
ENSMODG00000013657	14.75	35.29	22.79	1564.04	1329.5	1754.82	48.76
Locus_186720	0	0	0.03	0	0	0	1.58
ENSMODG00000018974	31.05	26.45	12.45	33.05	14.44	21.6	51.87
Locus_319512	0.29	0	0	0	0	0	3.63
Locus_375104	0.21	0	0	0	0	0	1.1
Locus_315406	0.45	7.4	1.65	0.77	0.48	0.36	0.07
blastnHuman.CUFF.195371	0	0	0	0	0	0	0
ENSMODG00000018413	15.39	8.16	10.34	11.49	10.93	7.84	14.88
ENSMODG00000000839	90.89	64.8	22.72	99.3	66.57	63.38	378.5
ENSMODG00000005408	9.32	9.43	9.69	4.74	2.05	8.89	17.68
ENSMODG00000007774	28.21	24.95	37.05	50.24	74.32	134.94	25.24
ENSMODG00000003536	2.91	6.08	10.92	14.89	27.95	22.38	28.49
ENSMODG00000025786	0	0	0.02	0	0.2	0	8.02
Locus_91677	0	0	0.06	0	0	0	0
ENSMODG00000012667	3.18	1.87	4.6	2.98	5.16	15.71	1.62
ENSMODG00000008736	126.02	1.23	5.55	2.19	24.49	1.22	0.13
ENSMODG00000009263	0.56	2.45	2.97	4.24	26.15	10.75	8.38
ENSMODG00000007636	3.03	4.34	7.55	8.7	28.29	20.75	21.01
ENSMODG00000017563	15.44	10.99	18.11	21.38	27.05	31.45	17.37
ENSMODG00000025523	0.32	39.02	111.62	34.87	336.61	46.62	0.31
ENSMODG00000001874	0.1	5.88	14.66	149.05	174.9	291.38	0.19
ENSMODG00000010240	12.82	7.64	14.04	3.86	6.83	9.27	10.17
ENSMODG00000001744	62.19	0.02	0.1	0	0	0	0.02
ENSMODG00000003436	528.3	242.28	47.4	1049.63	247.75	222.26	111.65
ENSMODG00000019137	6.28	6.55	9.45	5.69	34.47	6.36	3.65
ENSMODG00000018683	0.18	0.73	0.91	1.76	4.96	2.53	0.03
ENSMODG00000014642	86.37	135.25	160.02	91.63	187.39	123.56	42.99
ENSMODG00000006938	0	5.33	2.15	0.26	1.63	1.76	0
ENSMODG00000023416	0	0.13	0.2	0	0	0	0
ENSMODG00000017806	50.31	24.15	13.48	10.19	11.26	11.11	21.14
ENSMODG00000011120	2.32	4.9	4.12	3.7	2.75	4.12	3.49
ENSMODG00000020176	0	0.04	0.07	0	0	0	0.04
ENSMODG00000015772	14.47	20.75	13.52	17.34	9.06	11.28	32.83
ENSMODG00000012320	16.76	48.05	40.68	28.99	70.03	23	48.34
ENSMODG00000002170	6.67	5.06	3.82	8	5.9	2.32	6.79
ENSMODG00000012326	28.18	18.6	22.63	26.95	58.82	36.27	36.51
ENSMODG00000003692	2.79	2.25	3.47	0.86	4.92	2.88	4.53
ENSMODG00000004684	19.45	8.89	5.34	10.2	9.12	5.26	13.41
blastnMouse.ENSMUSG00000084862	0	0	0	0	0	0	0
blastnGorilla.Locus_464163	0	0	0	0	0	0	0
ENSMODG00000025268	0	1.69	0.3	0.69	0.86	0.32	0.92
ENSMODG00000023155	3.44	0.82	1.25	1.95	1.81	2.71	2.78
Locus_122298	0.61	0.19	0.07	0	0	0	0.79
ENSMODG00000013609	0	1.04	2.46	0.93	1.06	2.96	58.38
ENSMODG00000013513	34.31	43.96	13.07	52.75	4.28	22.14	184.75
Locus_419972	0	0	0	0	0	0	3.85
Locus_121117	0.09	0.25	0.47	0	0.54	0.3	0
ENSMODG00000007023	8.21	3.51	6.57	5.01	8.29	8.29	6.09
Locus_321310	0	0	0	0	0	0	1.02
Locus_390766	0	2.24	4.27	0	0	0	0
Locus_121352	0.46	0	0	0	0	0.09	0.04
ENSMODG00000000705	0.25	0.24	0.87	17.05	16.36	24.95	0.7
ENSMODG00000013273	21.48	3.8	4.35	2.63	1.87	3.69	7.32
ENSMODG00000010622	9.55	12.83	11.81	21.47	20.2	11.76	47.25
Locus_121982	0	0.1	0.15	0.17	0	0.24	0
ENSMODG00000020533	4.37	12.12	8.03	13.64	5.49	15.79	1.68
blastnHuman.ENSG00000231814	0	0	0	0	0	0	0
ENSMODG00000009681	63.89	123.48	174.23	87.86	63.31	128.23	48.65
ENSMODG00000017189	52.13	101.18	75.32	95.91	172.07	105.62	312.07
ENSMODG00000017070	0.44	0.03	0.02	0	0	0	0.21
ENSMODG00000018373	32.58	27.67	22.16	20.42	61.94	20.76	15.5
ENSMODG00000008052	70.21	38.98	17.23	76.31	106.16	72.15	111.99
ENSMODG00000008042	0	0.22	0.72	19.21	20.2	60.91	0.04
Locus_229181	0	0.23	0	0	0	0	7.15
Locus_192810	0	0	0	0	0	0	3.83
ENSMODG00000022922	0	0	0.04	0	0	0	0
ENSMODG00000002983	39.93	12.86	27.06	18.38	50.82	49.41	12.35
blastnMouse.Locus_40723	0	0	0	0	0	0	0
ENSMODG00000010198	15.81	12.38	9.93	35.68	34.36	30.26	21.04
ENSMODG00000016332	0.72	0	0	0	0	0	0
ENSMODG00000002249	4.77	18.63	25.76	1.74	3.23	9.47	5.78
ENSMODG00000011033	0	0	0	0	0	0	0
ENSMODG00000007642	1.04	5.7	7.4	51.54	33.11	40.42	0.23
ENSMODG00000021463	1.97	22.57	77.72	12.22	64.79	215.85	2.67
ENSMODG00000018077	12.54	13.5	7.8	8.68	24.17	6.8	8.11
Locus_321830	0	0	0	0	0	0	0.32
ENSMODG00000015055	40.63	16.27	68.09	37.16	214.08	99.28	49.58
ENSMODG00000004601	0.54	0.92	3.28	3.28	9.03	10.63	0.57
Locus_88565	0	0.07	0	0	0	0	0
ENSMODG00000003892	12.22	17.28	3.67	7.68	4.68	0.96	18.02
Locus_374032	0.23	0.11	0	0	0	0	0.11
ENSMODG00000012238	5.45	1.26	1.64	2.49	3.28	1.98	0.24
Locus_92117	0.48	0	0	0	0	0	0.23
ENSMODG00000001693	27.16	9.58	17.92	25.59	33.3	63.51	118.93
Locus_188762	0	0	0	0	0	0	2.35
ENSMODG00000009229	14.7	4.27	4.98	38.27	6.74	61.88	1.42
Locus_187413	0	0	0	0	0	0	6.13
ENSMODG00000025175	5.25	2.36	5.77	4.51	9.57	6.51	7.43
ENSMODG00000003800	11.1	11.47	22.7	13.96	70.37	38.63	0.68
Locus_374449	0	0.12	0.06	0	0.11	0	33.92
Locus_32362	0	0	0	0	0	0	2.91
Locus_120955	0.47	0	0	0	0	0	0.46
ENSMODG00000015395	19.44	18.45	14.56	50.46	12.39	19.61	4.93
ENSMODG00000010070	51.51	21.19	27.42	57.46	140.73	75.48	86.81
ENSMODG00000018992	295.21	388.66	289.15	323.89	258.28	262.86	197.8
Locus_35093	0.26	0.49	0.19	0.43	0.27	0	0.74
Locus_188186	0	0	0	0	0.18	0.59	3.73
ENSMODG00000020504	24.69	4.77	4.5	11.29	22.6	12.95	20.89
ENSMODG00000014716	2.58	36.94	27.52	25.48	20.77	18.44	2.76
ENSMODG00000015034	20.14	4.71	5.69	14.17	29.39	24.1	5
Locus_390948	0	0	0	0	0	0	1.69
ENSMODG00000002430	58.49	50.06	42.88	44.23	119.32	42.96	188.01
ENSMODG00000024700	0	0.44	0	0.11	0.28	0.15	0.19
ENSMODG00000018733	0	0	0	0	0	0	0.05
Locus_377246	0.49	0	0	0	0	0	0
Locus_374753	1.29	0.56	0.94	0.26	0.32	0.44	0.33
Locus_186153	0.1	0.25	0.04	0	0	0	1.06
ENSMODG00000015855	0.07	0	0	0	0	0	189.81
ENSMODG00000018141	22.91	27.67	16.74	3.48	6.36	2.85	3.11
ENSMODG00000019410	11.93	11.38	18.26	2.51	9.39	5.08	5.22
Locus_321636	0	0	0.08	0.18	0	0	0.3
ENSMODG00000001319	2	2.8	2.87	2.3	0.58	2.83	24.33
ENSMODG00000012279	0	0	0.04	0.33	0	0	27.73
ENSMODG00000009413	0.03	0.4	0.95	0.41	0.24	0.37	0.56
ENSMODG00000023628	0.12	0.02	0.03	0	0.08	0	0.15
ENSMODG00000000129	2.64	13.09	9.48	9.72	4.74	8.17	15.83
ENSMODG00000020651	10.47	0.33	0.03	0.22	0	0.1	0.25
Locus_91757	0	0	0	0	0	0	1.19
ENSMODG00000010231	19.43	20.83	12.97	20.12	17.45	23.29	7.6
ENSMODG00000004107	8.07	4.18	3.31	3.42	0.46	3	1.39
Locus_322040	0.17	0.72	0.25	0	0	0	0
Locus_321334	0	0	0	0	0	0	0.96
ENSMODG00000019709	24.05	7.63	16.88	6.55	5.29	7.45	13.07
ENSMODG00000001811	19.35	13.74	14.54	17.86	23.73	26.74	27.53
ENSMODG00000015364	0.83	6.01	8.83	2.75	5.75	2.3	0.81
ENSMODG00000001814	1.46	4.79	5.45	1.99	3.15	1.43	3.71
Locus_33983	0	0	0	0	0	0	2.74
ENSMODG00000023509	0.9	1.44	0.85	0.45	0.16	0.09	8.14
Locus_34742	0	0	0	0	0	0	0
CUFF.303200	0	0	0	0	0	0	0
ENSMODG00000020404	0.02	1.69	1.32	1.04	0.15	0.85	0.37
Locus_186115	0	0	0	0	0	0	0.83
Locus_121451	0.9	0.6	0.96	0.65	1.1	1.31	0.03
ENSMODG00000019338	31.01	1.52	3.08	0.19	6.61	1.82	2.93
Locus_33349	0	1.8	2.6	0	0	0	0
blastnMacaque.Locus_40715	0	0	0	0	0	0	0
ENSMODG00000018425	102.38	93.08	13	42.1	4.72	11.13	326
ENSMODG00000024045	33.07	25.67	17.06	21.87	28.91	16.37	32.73
ENSMODG00000002951	3.82	5.14	17.03	7.99	34.77	13.05	4.96
ENSMODG00000024208	10.72	4.02	3.91	12.86	28.25	19.01	7.99
ENSMODG00000020253	6.85	15.53	7.85	12.64	7.21	8.09	14.26
Locus_188143	0	0	0	0	0	0	1.95
ENSMODG00000021566	0	0	0	0	0	0	0
ENSMODG00000004740	5.51	15.59	10.17	23.19	7.65	10.13	9.13
ENSMODG00000016595	3.62	4.61	2.37	4.13	0.44	2.45	9.92
Locus_317490	0	0	0	0	0	0	0.87
ENSMODG00000023594	2.28	5.5	4.17	8.36	5.74	8.68	7.38
Locus_33118	0	0	0	0	0	0	3.45
ENSMODG00000001956	1.18	1.02	2.29	0.88	2.44	3.8	16.02
ENSMODG00000008317	14.67	19.62	20.66	34.87	27.18	32.13	52.69
ENSMODG00000014903	22.17	3.08	1.62	2.05	0.07	0.92	1.34
ENSMODG00000018997	3.99	5.15	2.86	2.44	2.01	2.43	3
ENSMODG00000025588	0.11	8.91	5.38	11.25	1.02	9.41	32.71
ENSMODG00000017414	1.17	43.17	54.11	123.02	76.52	110.32	0.85
blastnChicken.CUFF.63862	0	0	0	0	0	0	0
ENSMODG00000004771	2.4	3.38	5.41	1.76	6.26	5.4	2.88
ENSMODG00000016085	0	0	0	0	0	0	0
ENSMODG00000012966	0.56	6.43	8.27	1.16	4.73	1.42	43.75
ENSMODG00000012121	1.36	1.36	1.77	13.65	2.53	6.74	17.33
ENSMODG00000014983	6.25	10.56	10.3	9.49	10.35	5.8	3.01
ENSMODG00000009879	0	0.74	0.26	0.18	0.11	0.08	0.49
Locus_231393	0	0	0	4.18	2.42	0	0.16
ENSMODG00000009521	338.26	144.64	142.74	208.01	314.93	217.64	272.14
ENSMODG00000015291	25.28	31.32	16.86	47.55	52.69	35.14	74.01
ENSMODG00000025485	102.26	357.07	454.29	247.96	696.74	322.71	54.85
Locus_186772	1.08	0.34	0.53	0	0.38	0	0.35
CUFF.39148	0.14	0.07	0	0	0.75	0	0
ENSMODG00000024427	0	0	0	0	0	0	0
ENSMODG00000001108	1.06	35.85	7.51	32.45	3.59	11.58	250.98
Locus_315037	0	2.04	0.39	1.09	5.17	0.25	1.66
