Gene	Brain_Male3	Brain_Male4	EmbryonicKidney_Indiv1	Liver_Male3	Ovary_Female1	Ovary_Female2	Ovary_Female3	Placenta_Female1	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3	Testis_Male4
ENSMUSG00000028007	7.67	8.44	8.64	23.14	5.01	4.63	5.56	45	11.51	24.81	21.3	6.34	9.6
CUFF.139886	0	0	0.09	0.16	0.18	0	0	0.16	0	0.09	0.18	0	0
ENSMUSG00000033526	8.85	13.5	2.01	0.62	3.29	3.52	3.88	4.16	1.44	4.98	1.42	4.5	10.97
ENSMUSG00000091948	0	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000003119	1.48	3.2	6.55	4.12	5.03	5.37	5.56	5.79	7.33	5.16	8.47	4.98	13.42
ENSMUSG00000023104	17.12	10.01	57.44	17.64	14.77	16.3	16.15	11.62	38.09	16.16	24.45	175.21	81.76
Locus_26170	0	0	0	0	0	0	0	0	0	0	0	0.28	1.53
ENSMUSG00000085551	0.28	0.29	0	0	0	0.46	0	0	0	0	0	0.22	3.56
ENSMUSG00000039068	8.19	8.05	9.93	9	16.08	10.93	11.41	12.26	7.77	7.41	16.12	9.8	12.16
ENSMUSG00000050702	0.02	0	0	0	0	0	0	0	0	0	0	22.93	25.82
ENSMUSG00000033453	2.15	2.18	3.17	0.3	1.87	1.35	1.1	12.3	9.48	12.88	8.86	0.43	0.49
blastnHuman.ENSG00000236528	0	0.07	0	0	0	0.05	0.12	0.14	0	0	0	0.1	0
ENSMUSG00000032468	12.68	13.86	6.38	7.04	7.97	8.51	8.04	10.71	8.7	6.45	15.03	15.47	15.71
ENSMUSG00000091382	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038665	2.38	7.53	0.11	0	0.02	0.07	0.03	0.01	0.01	0.01	0.01	0.14	0.25
Locus_98979	0	0.09	0	0	0	0	0	0	0	0.2	0	0.07	0.93
ENSMUSG00000054360	0.03	0.05	0	0	0	0	0	0.09	0	0	0	0.1	0
ENSMUSG00000091236	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_53780	0	0	0	0	0	0	0	0	0	0	0	0.13	0
CUFF.111159	0	0	0	0	0	0	0	0	0	0	0	0.1	2.18
ENSMUSG00000035785	0.39	0	0	0	1.02	0.58	0.55	0	0	0	0	597.93	586.36
ENSMUSG00000040612	12.5	21.1	1.35	2.35	7.85	12.56	11.38	0.22	0.02	0.32	0	0.13	0.45
ENSMUSG00000033166	4.08	15.36	14.95	9.69	15	10.91	10.62	9.54	18.76	5.89	44.27	66.24	118.55
ENSMUSG00000053024	11.64	14.63	0.09	0.04	0.12	0.17	0.18	0.01	0.23	0	0.08	0	0.03
Locus_71195	0	0	0	0	0	0	0	0	0	0	0	3.81	1.55
ENSMUSG00000017309	0.04	0.02	0.11	4.42	1.64	4.09	3.8	1.67	0.08	1.13	0.04	0.99	0.46
ENSMUSG00000006527	3.57	4.65	1.76	6.78	3.49	4.04	3.7	2.94	1.59	2.5	1.01	22.93	39.75
Locus_71531	0	0.04	0	0	0	0	0	0	0	0	0	14.17	2.8
Locus_46891	0	0	0.15	0	0.09	0.1	0.11	0	0	0	0	0.75	0.51
ENSMUSG00000073067	0.07	0.06	0.12	0.01	0.39	0.43	0.3	0.1	0.05	0.02	0.06	0.12	0.32
ENSMUSG00000044860	0.02	0.06	0.21	0.02	0	0.05	0.05	0.24	0.61	0.26	0.2	0.02	0
ENSMUSG00000040690	2.84	3.65	3.76	0.43	11.27	4.46	5.16	2.93	1.35	2.71	0.69	18.08	35.16
ENSMUSG00000078424	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079116	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_72199	0.01	0.02	0	0	0	0	0	0	0	0	0	14.25	6.42
Locus_112090	0	0	0	0	0	0	0	0	0	0	0	2.48	1.91
ENSMUSG00000033629	80.4	95.65	30.82	127.84	107.21	76.23	81.25	23.36	14.92	14.28	26.53	26.87	50.78
ENSMUSG00000022639	2.93	2.28	2.33	0.76	2.36	2.32	2.74	8.43	3.55	5.42	4.93	0.48	0.85
CUFF.204766	0	0.13	0	0	0.92	0.55	0.64	0	0	0	0	0	0
ENSMUSG00000002190	8.52	8.76	0	0.02	0.04	0.03	0.03	0.06	0.08	0.08	0.19	647.73	1318.54
ENSMUSG00000069706	0	0	0.17	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028923	5.81	2.99	4.64	2.51	5.41	5.88	5.87	9.63	11.53	10.9	8.96	7.42	6.72
ENSMUSG00000035297	27.9	17.92	14.85	23.09	15.55	9.93	9.97	20.29	12.01	7.41	30.67	109.78	83.1
ENSMUSG00000021464	0.13	0.06	1.21	0.03	0.85	0.55	0.61	0.24	0.6	0.23	0.29	1.19	1.89
ENSMUSG00000028784	0.03	0.08	0	0	0.08	0.11	0.1	0.02	0.11	0.01	0.03	2.06	3.34
ENSMUSG00000003039	30.99	29.95	23.44	42.67	28.52	30.61	30.06	29.65	28	32.48	26.63	14.89	28.74
ENSMUSG00000073534	0	0.02	0	0	0.23	0.01	0.01	0.31	0.22	0.47	0.27	4.45	3.82
ENSMUSG00000059263	30.1	46.98	27.39	74.97	55.73	28.14	27.07	118.52	53.07	47.48	155.4	196.87	539.98
ENSMUSG00000049489	10.63	4.78	10.42	8.98	5.68	7.41	6.33	6.56	10.09	5.32	7.19	5.31	2.53
ENSMUSG00000083282	30.18	38.95	9.83	22.53	59.01	30.64	30.01	36.8	1.68	13.52	3.32	14.41	18.66
Locus_3232	0	0	0	0	0	0	0	0	0	0	0	0.28	0.76
ENSMUSG00000061482	1.5	0.1	4.31	0.71	0.23	0	0	1.01	0.26	0.22	0.23	0.15	0
CUFF.230816	0	0	0	0	0	0	0	0	0	0	0	0.39	2.66
ENSMUSG00000031865	71.58	143.95	14.55	12	42.33	7.71	10.65	39.54	19.11	16.98	45.62	24.73	91.57
blastnPlatypus.Locus_189761	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047444	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028292	8.83	7.76	13.52	10.85	9.02	8.98	8.88	12.55	12.88	7.3	18.99	18.15	18.99
ENSMUSG00000092061	0	0.02	0	0	0.01	0	0	0	0.02	0.02	0	0	0
Locus_60722	0.33	0.1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090579	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031292	2.02	31.41	2.12	1.05	2.53	1.65	2.13	0.46	0.54	0.32	0.55	11.75	21.92
ENSMUSG00000071102	0.03	0.08	0	0	0	0	0	0	0	0	0.18	0.03	0
ENSMUSG00000021143	21.06	23.02	11.75	4.82	12.97	9.39	9.4	27.52	5.49	26.95	4.5	54.96	76.56
ENSMUSG00000085040	0.14	0	0.03	0.08	0.07	0.16	0.06	0.03	0.02	0	0	0.12	0.17
ENSMUSG00000055991	4.89	4.57	5.04	7.97	6.14	4.67	3.94	7.86	3.57	6.11	4.91	14.34	21.93
ENSMUSG00000056116	10.89	1.96	0.86	95.88	17.49	17.34	16.69	7.26	0.09	1.85	4.38	1.68	0.68
ENSMUSG00000073975	0.02	0.08	0	0	0.03	0	0	0	0	0.13	0	0	0
ENSMUSG00000060317	0	0.02	0.15	5.92	0.02	0	0	0	0	0	0	0.14	0.24
ENSMUSG00000022040	8.26	4.06	2.99	427.45	228.45	358.14	298.02	1.8	1.55	0.52	0.29	0.92	0.64
ENSMUSG00000067599	0.04	0.03	0	0.2	0.14	0.15	0.29	0.19	0.08	0	1.33	0	0.44
ENSMUSG00000031574	0.6	0.18	0.2	0.64	379.26	361.95	427.29	13.3	161.65	11.92	152.88	28.36	65.45
ENSMUSG00000023073	0.02	0	0.2	50	0.02	0	0	0	0	0	0	6.5	2.25
ENSMUSG00000062995	11.6	8.19	1.74	1.21	2.01	1.79	1.67	5.4	0.62	2.19	0.92	36.74	40.52
Locus_87414	0	0	0	0	0.05	0	0.05	0	0.05	0	0	1.03	7.22
Locus_86801	0	0	0	0	0	0	0	0	0	0	0	0.14	4.48
CUFF.173404	0.03	0	0	0	0	0	0	0	0	0	0	0.15	2.29
ENSMUSG00000058655	42.57	58.81	84.29	116.26	124.55	108.15	95.98	67.66	94.62	63.05	134.67	53.5	89.88
ENSMUSG00000031078	23.47	35.55	34.29	20.77	77.01	48.37	48.78	76.78	65.3	48.81	108.73	12	37.7
ENSMUSG00000064201	0.49	1.17	0.02	0	0	0.01	0.01	0	0	0.03	0	0	0
ENSMUSG00000027950	10.96	14.05	0.17	0.74	0.31	0.31	0.26	0.13	0.06	0.06	0.03	1.41	2.27
ENSMUSG00000075380	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042308	1.61	4.7	3.55	2.24	4.09	7.43	7.86	4.18	13.3	16.36	3.85	2.23	6.61
CUFF.105811	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021685	0.04	0.03	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024642	17.74	14.62	8.71	9.93	3.6	2.62	2.99	5.8	3.22	3.39	4.94	3.62	3.01
ENSMUSG00000042328	3.35	1.93	6.94	5.16	3.65	3.34	4.19	2.8	2.71	5.11	1.72	15	5.98
ENSMUSG00000039715	7.33	9.61	8.89	2.23	7.17	4.43	4.23	3	4.49	4.61	3.69	24.36	14.79
ENSMUSG00000034958	44.13	56.33	0.07	0.01	0.02	0	0.03	0	0.01	0	0	0.11	0.12
ENSMUSG00000039047	6.85	8.47	1.19	7.51	5.39	4.57	4.31	7.89	2.58	3.68	4.74	8.08	6.95
blastnHuman.ENSG00000236306	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026185	25.25	39.04	43.91	1.12	84.59	91.97	73.72	2.67	4.25	3.61	4.72	1.03	4.29
ENSMUSG00000030196	0	0	0	0	0	0	0	0	0	0	0	0.13	0
Locus_87373	0	0	0	0	0	0	0	0	0	0	0	5.03	2.38
CUFF.242152	0	0	0	0	0.05	0	0.05	0	0	0	0	0.38	0
Locus_41176	0	0	0	0	0	0	0	0	0	0	0	0	2.77
Locus_81820	0	0	0	0	0	0	0	0	0	0	0	0.65	3.74
CUFF.213041	0	0	0	0	0	0	0	0	0	0	0	0.83	1.25
ENSMUSG00000021392	8.16	10.45	5.85	11.97	12.36	7.49	7.93	10.38	9.6	5.74	22.26	122.22	206.17
ENSMUSG00000079560	0	0	2.81	0.17	1.13	0.96	0.79	0.22	0.09	0.42	0.09	1.9	1.3
blastnMacaque.Locus_314137	0	0.25	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086965	0.64	0.55	6.87	0.54	0.97	2.18	2.35	0.33	2.38	1.09	0.75	1	0.11
ENSMUSG00000026307	4.94	5.58	2.9	40.07	2.28	1.59	1.72	6.74	3.04	3.44	5.47	5.93	16.15
ENSMUSG00000020152	71.73	72.3	22.84	62.8	25.68	26.48	26.95	82.08	72.79	51.38	133.89	14.3	15.94
ENSMUSG00000078812	88.47	79.13	107.53	199.69	100.9	52.95	48.92	71.52	168.49	55.36	239.45	231.79	146.25
ENSMUSG00000059741	0.06	0.12	0	0.06	0	0	0	2.25	0.21	1.63	0.31	0.3	0.56
ENSMUSG00000050855	4.54	5.65	1.12	0.41	0.88	0.54	0.59	0.57	0.41	0.23	0.82	0.89	7.11
ENSMUSG00000003053	0.01	0	0	991.36	0.61	0.1	0.03	0	0	0	0	0.3	0.81
blastnHuman.ENSG00000223726	0	0	0	0	0	0	0	0	0	0	0	0.1	0
ENSMUSG00000045362	0.03	0	0.12	0.51	0.12	0.32	0.24	0.38	0.19	0.27	0.43	0.01	0
Locus_17607	0	0	0	0	0	0	0	0	0	0	0	22.7	30.4
ENSMUSG00000060012	1.67	5.85	4.14	5.59	10.43	7.16	8.59	13.26	8.09	13.24	9.89	1.52	11.13
Locus_40174	0	0	0	0	0	0	0	0	0	0	0	8.89	6.17
CUFF.126019	0.15	0.05	1.04	0.31	0.04	0.07	0.04	0.23	0.06	0.14	0.22	0.66	1.83
ENSMUSG00000073953	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052854	0.01	0.03	2.96	0	1.21	0.38	0.31	323.07	238.46	151.95	549.19	0.45	0.92
ENSMUSG00000061360	41.01	23.09	51.29	62.14	43.93	19.68	19.78	63.41	47.4	22.95	99.74	43.82	39.58
ENSMUSG00000069379	14.77	6.44	3.88	25.51	8.09	23.4	22.71	13.24	54.27	31.28	9.95	11.48	1.58
ENSMUSG00000044340	15.21	18.82	2.67	6.41	3.83	3.62	3.67	5.91	3.71	6.69	3.05	45.34	59.69
ENSMUSG00000027997	2.77	0.9	18.29	19.76	18.12	26.39	24.17	12.28	15.1	8.59	12.56	8.09	2.52
ENSMUSG00000028563	11.79	5.02	3.45	10.9	3.55	6.87	6.6	6.24	5.01	6.39	3.76	5.01	2.3
ENSMUSG00000034165	6.02	2.17	26.44	13.33	8.82	11.84	14.61	10	95.37	29.08	28.82	43.66	20.38
Locus_82642	0.2	0	0.12	0.07	0	0.08	0	0	0.09	0.11	0	0.72	0
blastnChicken.Locus_50131	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086748	0	0.02	0	0.09	0	0	0	0.44	1.27	0.57	1.01	2.92	2.32
Locus_105726	0	0	0	0	0	0	0	0	0	0	0	1.2	0.5
Locus_71692	0	0	0	0	0	0	0	0	0	0	0	30.28	14.46
ENSMUSG00000032171	14.24	9.91	8.93	5.17	4.28	3.27	3.75	3.13	13.59	4.92	9.1	10.23	5.25
ENSMUSG00000028343	21.65	10.92	12.19	98.11	19.24	16.34	16.82	64	44.99	36.09	64.44	31.99	23.06
blastnPan.Locus_65265	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.85793	0	0	0	0	0	0	0	0	0	0	0	0.77	0
ENSMUSG00000017801	14.93	11.02	14.49	36.65	12.15	12.46	13.8	12.44	20.81	11.43	23.98	3.68	4.07
ENSMUSG00000030606	0.26	1.3	2.12	0.03	0.29	0.17	0.25	2.28	1.73	1.37	2.47	0.24	0.32
ENSMUSG00000039473	8.67	12.63	18.15	12.43	18.87	13.21	15.46	23.48	17.1	23.91	23.85	15.02	43.13
ENSMUSG00000091233	0.06	0.19	3.23	0	0	0	0	0	0	0	0	0.29	0.8
ENSMUSG00000026315	1.27	1.56	0.18	1.07	0.45	1.97	2.37	0.27	0.18	0.47	0.07	0.08	0
ENSMUSG00000062280	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000028879	54.56	42.9	20.16	18.68	22.49	23.63	24.16	47.17	32.77	33.75	41.41	24.1	22.09
ENSMUSG00000039956	0.67	0.08	0	106.95	33.13	18.77	27.86	3.09	1.28	1.15	2.67	10.94	1.11
ENSMUSG00000019883	11.31	9.89	6.04	76.87	11.41	12.9	20.22	4.21	3.85	2.61	6.16	16.11	37.15
ENSMUSG00000040867	33.13	42.63	0.85	0	1.18	0.45	0.34	0.15	0.19	0.29	0.05	1.08	1.35
ENSMUSG00000090625	0	0	0	0	0	0.08	0.09	0	0.3	0.5	0	0	0
ENSMUSG00000028884	3.37	3.56	18.48	3.31	6.39	4.67	4.56	4.35	15.98	3.13	16.69	10.5	10.05
ENSMUSG00000031329	0.28	0.05	0.41	0	0.53	0.81	0.46	0.2	0	0.16	0.06	98.88	40.87
ENSMUSG00000026944	24.66	39.05	3.9	9.26	10.04	7.12	7.39	0.62	0.42	0.81	0.31	2.03	3.08
ENSMUSG00000026817	47.42	63.36	4.18	0.14	11.24	5.2	4.4	2.21	0.19	1.35	0.37	231.1	353.51
ENSMUSG00000007891	177.99	128.5	77.77	330.44	247.83	179.63	228.12	345.5	266.81	280.96	339.99	38.55	32.48
ENSMUSG00000022194	39.32	35.03	46.36	39.08	66.59	59.97	58.63	52.84	42.09	55.27	58.78	97.39	202.47
ENSMUSG00000029671	0.14	0.22	0.22	0	2.49	3.15	2.47	0.14	0.15	0.17	0.25	0.01	0.01
Locus_36656	0	0	0	0	0	0.06	0	0	0.06	0	0	1.15	1.03
ENSMUSG00000052075	0.16	0	0	0	0.03	0.05	0.05	0	0	0	0	267.44	177.73
ENSMUSG00000043300	16.53	7.55	4.42	0.39	6.81	10.77	10.1	2.2	1.87	1.92	2.36	7.53	5.9
Locus_66236	0	0	0.28	0	0	0	0	0	0.15	0.04	0	2.83	1.34
ENSMUSG00000029817	55.46	41.06	35.73	36.47	76.37	32.48	34.13	84.92	39.35	34.22	123.33	53.95	97.63
Locus_82730	0	0	0	0	0	0	0	0	0	0	0	1.04	0.34
CUFF.237841	0	0	0	0	0	0	0	0	0	0	0	0.83	0
ENSMUSG00000036875	0.33	0.41	5.46	2.95	1.42	1	1.06	9.34	8.46	3.47	8.61	1.6	1.87
ENSMUSG00000025229	0.09	0.09	0	0.02	0	0	0	0	0	0.09	0	0.28	0.29
Locus_99540	0	0	0	0	0	0	0	0	0	0	0	0	0.32
ENSMUSG00000007029	8.36	12.64	12.45	12.07	21.18	8.84	9.57	8.56	18.9	7.39	29.85	112.55	157.61
Locus_60081	0.01	0	0	0	0	0	0	0	0	0	0.01	22.98	15.49
Locus_99168	0	0	0	0	0.89	2.28	2.34	0	0	0	0	0	0
Locus_60600	0.03	0.12	0	0	0.84	1.15	0.79	0	0	0	0	0	0
ENSMUSG00000079286	0	0.58	2.73	0	0	0.91	0	0	0.5	0.63	0	0	0
Locus_41192	0	0	0	0	0	0	0	0	0	0	0	1.51	0.89
blastnGorilla.Locus_291873	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031802	0.24	0.03	0.62	0.02	0.13	0.05	0.02	0.29	0	0.03	0.03	0.04	0
Locus_54305	0	0	0	0.12	1.44	0.54	0.15	0	0	0	0	0.78	2.45
ENSMUSG00000039983	17.45	12.13	4.57	3.22	3.56	4.9	5.25	8.47	6.92	7.83	5.45	3.04	2.02
ENSMUSG00000070798	0	0	0	0	0	0	0.01	358.93	14.9	279.32	14.5	0	0
ENSMUSG00000069265	0	0	5.11	0	0	0	0	0.15	0.19	0	0	2.59	0
ENSMUSG00000046792	6.98	6.51	8.52	9.59	9.98	3.75	3.86	6.36	5.82	6.57	6.83	9.97	8.01
CUFF.197964	0	0	0	0	0	0	0	0	0	0	0	0.79	0.89
ENSMUSG00000033488	2.54	1.38	6.63	13.58	11.88	13.26	13.13	3.14	2.81	2.35	2.58	1.52	2.35
ENSMUSG00000087311	0	0	0	0	0.03	0.1	0.05	0	0.02	0	0	0.44	0.34
ENSMUSG00000032750	0.1	0.16	0.13	0.06	0.28	0.69	0.44	0.16	0.08	0.12	0.01	0.24	0.26
ENSMUSG00000030753	17.68	21.08	28.25	21.99	24.35	20.96	18.86	17.59	12.58	9.43	25.53	6.09	11.32
Locus_66843	0	0	0.55	0.05	0	0	0	0	0	0	0	0	0
ENSMUSG00000024669	0.05	0.04	0.07	0.08	0.07	0.11	0.11	0.08	0.08	0.02	0	0	0.12
ENSMUSG00000021702	4.9	4.17	0.4	0	71.48	29.59	28.71	0.14	0.12	0.16	0.04	0.09	0.4
ENSMUSG00000028640	0	0.02	0.08	0	0.08	0.11	0.04	40.16	79.84	46.63	59.86	0.03	0.07
ENSMUSG00000033793	164.3	114.66	21.66	119.92	48.46	32.51	27.76	70.75	24.02	26.54	106.4	70.66	81.95
Locus_66113	0	0	0	0	0	0	0	0	0	0	0	0.33	0.3
ENSMUSG00000048120	2.18	1.46	1.6	2.27	9.82	24.84	14.82	18.18	61.3	16.73	47.18	8.51	8.94
ENSMUSG00000085156	1.36	1.01	4.83	2.74	3.01	4.61	3.75	2.2	6.08	2.93	4.69	1.94	1
ENSMUSG00000085790	0	0	0	0	0	0	0.09	0.1	0	0	0	0.72	1.75
blastnHuman.Locus_166506	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058579	0	0	0	0.21	0.09	0.04	0.12	0.05	0	0.08	0	0.59	0.28
ENSMUSG00000064145	8.94	10.48	10.09	15.23	11.28	7.71	8.04	18.99	8.79	11.74	17.65	60.44	111.11
ENSMUSG00000091755	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_18092	0	0	0	0	0	0	0	0	0.26	0	0	0	0
ENSMUSG00000078221	0	0	0	0	0	0	0	0	0	0	0	0.03	0
ENSMUSG00000029283	5.4	6.89	15.32	0.26	5.69	2.6	2.88	4.49	7.25	2.17	15.7	7.8	12.64
Locus_22531	0	6.58	0	0	0.07	0	0	0	0	0.21	0.22	0.22	0
CUFF.105197	0	0	0.05	0	0	0	0	0	0.27	0.1	0	0	0
Locus_104363	0.17	0.52	0	0	0.39	0	0.37	0.17	0.3	0.19	0.1	0	0.18
ENSMUSG00000032523	6.69	6.6	0.05	0.01	0.43	0.31	0.3	0.21	0.34	0.18	0.14	6.02	8.38
Locus_27721	0.17	0.11	0	0	0.68	1.08	0.83	0	0	0	0	0.41	0.52
ENSMUSG00000051728	0.09	0	0	0	0	0	0	0	0	0	0	127.21	168.95
ENSMUSG00000024052	5.68	5.01	9.11	38.95	3.98	4.18	4.29	10.2	3.95	11.53	3.42	4.23	4.7
ENSMUSG00000050304	0.21	0.21	0.21	0.25	0.09	0.02	0	0.12	0.08	0.06	0.13	31.24	24.71
ENSMUSG00000058904	0	0	0	0	0	0	0	0	0	0	0	0.28	0.15
ENSMUSG00000085833	0.04	0	0.14	0	0.05	0.65	0.55	0	0.05	0.19	0	0.45	0.73
ENSMUSG00000068979	1.51	1	1.32	1.71	2.3	2.99	1.99	1.34	3.83	1.82	3.52	11.45	17.32
ENSMUSG00000041984	0	0.02	0	0	0	0	0	0.04	0	0.01	0	0	0.08
ENSMUSG00000068009	0	0	0	0	1.04	1.17	1.26	0.1	0	0.03	0	0.13	0
Locus_66611	0	0	0	0	0	0	0.15	0	0	0	0	0.53	0
ENSMUSG00000039844	10.18	21.06	14.18	8.26	13.84	9.58	9.76	44.14	38.84	49.54	35.82	15.36	30.07
ENSMUSG00000034135	16.34	16.06	3.01	13.55	8.84	12.37	11.41	10.73	4.88	15.44	3.02	10.21	11.84
ENSMUSG00000084888	0.14	0.04	1.67	0.05	0.6	2.01	1.83	0.09	0	0.2	0	0.02	0.14
ENSMUSG00000007805	0.46	0.72	2.48	0.1	0.76	0.33	0.46	0.3	1.05	0.62	0.37	0.11	0.06
ENSMUSG00000025816	13.54	14.29	16.53	3.27	7.41	12.33	11.24	7.07	15.19	10.54	12.31	18.76	13.6
ENSMUSG00000044034	0.61	0.95	3.82	0.77	0.22	0	0.56	0.73	0.5	1.28	0.83	11.48	8.1
ENSMUSG00000038775	0.66	0.18	6.53	0.17	1.76	2.39	2.55	1.87	1.43	4.21	2.57	1.04	0.96
ENSMUSG00000027424	3.58	5.82	5.58	7.85	7.35	4.02	4.81	4.84	3.88	2.93	6.15	2.49	6.05
CUFF.154393	0	0	0	0	0	0	0	0	0	0	0	0.33	0.66
ENSMUSG00000064039	0.02	0	0	0.02	0.02	0.15	0	32.97	12.27	53.41	14.05	0.02	0
ENSMUSG00000078695	5.54	1.96	3.05	12.52	2.19	8.25	8.32	0.95	2.09	2.34	0.75	3.21	0.49
ENSMUSG00000026361	5.37	7.81	4.05	6.69	10.65	7.39	7.16	35.92	11.66	14.08	23.86	9.3	20.08
Locus_80351	0	0	0	0	0.04	0	0.04	0	0	0	0	1.3	1.08
ENSMUSG00000063260	0.65	8.3	0	0	1.11	0.75	1.01	0	0	0	0	0.33	1.01
ENSMUSG00000020096	0.48	0.35	0	0	0.1	0.37	0.27	0	0	0	0	58.48	32.47
Locus_66721	0	0	0	0	0	0	0	0	0	0	0	3.5	0.67
Locus_99314	0	0	0	0	0	0	0	0	0	0	0	2.46	0.48
ENSMUSG00000033730	6.82	7.88	0.1	0.06	0.17	0.45	0.64	0	0.05	0.27	0	7.35	6.53
CUFF.33329	0	0	0	0	0	0	0	0	0	0	0	2.45	0
ENSMUSG00000029061	0.9	0.12	2.61	0.29	9.57	12.56	13.37	1.8	0.75	2.91	0.44	0.35	0.17
ENSMUSG00000031682	0.08	0	0	0	0.03	0	0	0	0	0	0.05	287.66	196.27
ENSMUSG00000036646	7.78	10.65	5.31	9.7	11.1	13.87	13.51	14.84	21.55	18.21	15.66	15.03	15.79
ENSMUSG00000086786	0	0	0	0	0	0	0.03	0	0	0	0	44.66	36.46
ENSMUSG00000030287	3.04	3.6	1.5	12.18	10.31	5.37	7	7.69	0.66	5.64	1.28	2.24	6.49
ENSMUSG00000020953	13.37	6.06	0.2	0.04	3.9	4.76	6.38	5.16	0.85	17.78	0.17	0.25	0.16
CUFF.242491	0	0	0	0.07	0.04	0.04	0	0	0	0	0	0.52	2.04
Locus_21758	0	0	0	3.34	0	0	0	0	0	0	0	0	0
blastnPan.Locus_2275	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_99370	0	0	0	0	0.62	0.93	0.88	0	0	0	0	1.9	1.66
ENSMUSG00000042408	5.19	5.78	4.94	3.03	4.84	7.11	6.58	6.45	3.59	9.51	3.48	5.01	8.13
ENSMUSG00000021987	31.87	29.04	8.46	12.36	13.79	17.25	17.18	18.46	10.02	21.08	10.68	82.43	131.25
ENSMUSG00000005514	15.88	21.06	6.02	85.67	26.03	13.98	20.34	57.96	38.19	45.04	41.03	6.62	5.83
ENSMUSG00000057411	98.47	60.57	14.05	94.16	58.05	13.65	16.26	33.37	12.01	12.04	23.47	49.84	34.26
blastnHuman.ENSG00000236289	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_98409	0	0	0	0	0	0	0	0	0	0	0	7.55	4.8
ENSMUSG00000020454	8.81	14.09	15.99	9.91	14.23	10.02	9.75	15.34	16.47	13.19	26.26	13.63	29.68
ENSMUSG00000086902	0.05	0.04	0	0	0.09	0.13	0.17	0	0	0	0	0.03	0
Locus_53021	0	0	0	0	0.12	0.04	0	0	0	0	0	3.51	2.32
ENSMUSG00000048142	36.84	40.13	0.34	0.02	0.27	0.93	1.29	0.13	0.6	0.19	0.18	0.16	0.09
ENSMUSG00000057914	6.39	7.71	0.41	0.06	2.34	2.5	2.11	0.23	0.02	0.2	0.02	0.18	0.24
Locus_92483	0	0	0	0	0	0	0	0	0	0	0	4.23	2.37
ENSMUSG00000048764	0	0	0	0	0	0	0	0	0.02	0.01	0.01	0.19	0.41
ENSMUSG00000087336	2.3	0.05	0.75	0.58	0.49	1.15	0.58	0	0	0	0	0.07	0
ENSMUSG00000057029	0	0	0	0	0	0	0.04	0	0	0	0	0	0
ENSMUSG00000019124	48.01	47.26	0.87	0.01	4.27	3.76	2.58	3.84	0.74	1.75	1.39	3.34	3.07
ENSMUSG00000031452	0.05	0.05	0.02	0.01	0.07	0.04	0.03	0.01	0.02	0	0.01	91.21	106.99
ENSMUSG00000044139	0.31	0.96	1.04	3.29	1.1	0.5	1.02	0.32	0.89	2.79	0.18	0.18	0.82
ENSMUSG00000021760	5.83	1.49	47.54	2.11	19.07	45.44	39.01	15.09	20.19	25.3	12.28	2.54	1.44
ENSMUSG00000074684	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047667	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079137	0.31	0	0.57	0.34	0.15	0.38	0.25	0	0.17	0	0.66	1.17	0
ENSMUSG00000091415	0.19	0.24	0	0	2.15	2.22	1.63	0.08	0.01	0.04	0	32.14	185.59
CUFF.73	0	0	0	0	0	0	0	0	0	0	0	2.47	0.68
ENSMUSG00000091562	0.23	1.37	5.49	1.68	3.24	2.28	2.22	8.64	9.74	8.59	10.53	1.55	57.21
Locus_2986	0	0	0	0	0	0	0	0	0	0	0	4.49	9.16
