Gene	Brain_Male2ss	Brain_Male7	EmbryonicBrain_Indiv1	EmbryonicBrain_Indiv2	EmbryonicLiver_Indiv1	Ovary_Female3	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3
ENSG00000256109	1.11	2.25	0.25	0	0	0.54	0.42	0.51	1.32	0.79
ENSG00000134160	0	0.06	0.03	0.04	0	0.01	0.05	0.02	0.03	1.86
blastnGorilla.Locus_391849	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_60620	0.22	0.18	0.37	0	0	0.25	0.07	0.22	0	0.52
ENSG00000149397	0	0.75	0	0	9.96	0	0.38	0	0	0
ENSG00000166225	2.9	3.45	7.74	8.3	14.33	4.52	3.47	2.18	2.59	2.84
ENSG00000136717	22.03	28.43	7.04	5.94	2.28	8.37	9.9	8.73	8.17	2.1
ENSG00000132680	5.85	5.56	15.51	17.73	10.83	10.35	4.76	5.24	2.23	6.1
ENSG00000182077	0	0	0	0	0	0.07	0.08	0.03	0.08	2.1
blastnMacaque.Locus_373341	0	0	0	0	0	0	0	0	0	0
ENSG00000174842	11	9.99	4.96	3.47	3.51	2.67	1.83	1.26	3.96	6.84
ENSG00000141582	12.41	22.51	4.28	4.96	3.17	4.92	12	18.83	64.1	5.04
blastnMacaque.Locus_190987	0	0	0	0	0	0	0	0	0	0
ENSG00000146054	0.21	0.23	0.4	0.52	0	0.22	0.11	0.14	0.09	0.1
CUFF.53173	0.16	0.69	0	0	0	0	0	0	0.06	1.19
blastnMouse.CUFF.220118	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_225687	0	0	0	0	0	0.19	0	0	0	0.61
ENSG00000137752	0.47	0.49	0.05	0	4.47	2.88	7.46	8.42	6.73	0.48
blastnPan.Locus_116560	0	0	0	0	0	0	0	0	0.08	0
ENSG00000183678	0	0	0	0	0	0	0	0	0	0
ENSG00000163788	10.33	9.69	15.05	19.62	30.85	5.82	10.37	7.98	7.18	6.57
blastnMacaque.Locus_372638	0	0	2.99	1.02	0	0	0	0	0	0
ENSG00000109181	0	0	0.09	0.15	149.33	0	0	0	0	0.2
ENSG00000162086	7.41	7.36	5.24	3.72	4.5	5.83	2.7	2.23	4.07	9.86
ENSG00000249752	0	0	0	0	0	0	0	0	0	0.15
ENSG00000148572	7.96	7.23	1.45	1.04	12.68	6.29	9.75	9.52	9.67	4.81
ENSG00000185522	0	0.1	0.12	0.04	0.17	0.65	0.2	0.41	0.61	5.45
ENSG00000178971	2.37	2.97	4.46	5.11	1.89	3.64	2.88	2.88	1.52	2.91
ENSG00000160808	0.53	0.7	0	0	1.25	0.7	19.73	3.27	3.38	0.31
blastnMacaque.Locus_61036	0	0.18	0	0	0	0	0	0	0	0.03
ENSG00000187961	0.79	1.35	1.28	0.72	0.43	1.13	0.81	0.89	0.21	2.52
blastnPan.Locus_176606	0	0	0	0	0	0	0	0	0	0
blastnMouse.Locus_67013	0	0	0	0	0	0	0	0	0	0
ENSG00000141179	2.83	3.28	0.7	0.62	31.69	4.4	16.65	21.57	24.98	12.23
ENSG00000104856	0.48	0.65	0.06	0.16	0.64	3.01	5.64	5.63	3.01	0.61
ENSG00000254656	0.04	0.1	0	0	0	0.01	1.65	1.85	2.85	0.12
ENSG00000182117	23.92	12.03	20.44	26.29	81.26	47.93	89.43	96.2	26.16	7.87
ENSG00000242802	1.38	1.51	1.67	1.15	0.07	2.62	3.07	3.78	1.6	1.32
Locus_183509	0	0	0	0	0	0	0	0	0	1.76
ENSG00000151322	5.06	3.79	8.16	8.91	0.39	0.52	0.24	0.31	0.31	0.27
ENSG00000175155	9.86	11.78	4.33	4.91	6.59	4.71	5.9	4.19	2.87	4.52
blastnGorilla.Locus_392414	0	0	0	0	0	0	0	0	0	0.68
ENSG00000120217	0.53	0.96	0.17	0.55	1.13	0.93	7.39	2.8	6.02	0.81
XLOC_008328	0.14	0.03	1.03	0.16	2.08	0	0	0	0	0.02
ENSG00000185985	6.56	4.89	5.38	5.37	0.25	0.11	0.02	0	0	0.08
blastnGorilla.Locus_292799	0	0	0	0	0	0	0	0	0	0.15
ENSG00000157653	0.09	0.39	0.91	0.59	0.85	0.3	0.17	0.18	0.23	66.73
ENSG00000174358	0	0	0	0	0.21	0	0.01	0	0.01	0.04
blastnPan.Locus_40493	0	0.14	0	0	0	0	0	0	0	0.45
ENSG00000144036	10.67	12.4	16.65	16.64	5.29	2.67	5.39	3.05	7.77	2.71
CUFF.38277	0.23	0.2	0	0	0	0	0	0	0	0
blastnMouse.CUFF.97274	0	0	0	0	0	1.88	0	0	0.44	0
Locus_126441	0	0	0	0.19	0	0	0	0	0.06	4.33
ENSG00000150676	0	0	0	0	0	0	0	0	0	29.47
blastnMacaque.CUFF.345017	0	0	0	0	0	0	0	0	0	0
ENSG00000254010	0	0	0	0	0	0.02	0	0	0	0.22
ENSG00000130119	0.81	2.42	4.3	4.19	5.77	1.38	1.88	2.04	3.68	0.89
ENSG00000198898	39.09	26.57	10.28	9.93	38.6	17.45	12.29	7.9	17.86	7.06
blastnMacaque.Locus_372545	0	0	0	0	0	0	0	0	0	0
ENSG00000197301	0.02	0.05	0.23	0.35	0	1.35	0	0	0.01	0.02
ENSG00000251567	0	0	0	0	0	0	0	0	0	0.16
ENSG00000224940	0.46	0.36	0.87	0.45	0	0.25	0.03	0	0	0.02
blastnMacaque.Locus_40377	0	0	0	0	0	0	0	0	0	0.14
ENSG00000186174	1.35	2.44	3.96	3.72	1.01	6.76	11.5	11.99	8.71	1.03
ENSG00000078747	9.6	13.57	11.5	11.51	23.22	8.32	7.29	5.83	7.15	20.76
blastnMacaque.Locus_429861	0.23	0.1	1.99	1.08	0	0	0	0	0	0.89
ENSG00000151640	7.31	9.82	9.47	6.65	0	1.34	0.45	0.42	0.01	2.34
blastnMacaque.Locus_473537	0	0	0	0	0	0	0	0	0	1.05
ENSG00000112511	10.66	12.33	4.75	5.17	1.56	26.74	11.4	12.01	4.82	31.79
ENSG00000243144	0	0	0	0	0	0	0	0	0	0
XLOC_009106	0	0	0	0	0	0	0.41	0.45	0.45	0
ENSG00000141198	4.61	4.43	2.38	2.96	36.61	5.37	1.73	3.26	2.82	8.17
ENSG00000166900	4.33	6.8	3.39	3.68	1.59	7.26	8.44	7.96	8.38	6.31
ENSG00000227131	0	0	0	0	0	0	0	0	0	0
ENSG00000113196	0	0	0	0	0	0	1.07	0.85	1.15	0.37
ENSG00000215252	8.54	8.19	1.17	1	0.56	11.67	0.63	0.26	0.33	9.78
ENSG00000118922	2.44	2.11	15	17.38	25.02	1.79	0.33	0.21	0.21	0.72
ENSG00000187051	20.69	19.77	1.39	0.88	2	8	13.01	15.1	17.13	14.17
ENSG00000143318	9.25	16.32	0.93	2.03	1.3	0.36	1.86	0.75	1.32	1.82
ENSG00000185128	0.41	1.37	0.13	0.11	0.23	0.16	0.05	0.04	0.05	2.03
blastnMacaque.Locus_449197	0	0	0	0	0	0	0	0	0	0.17
ENSG00000156256	13.3	23.11	2.91	4.37	10.64	8.47	5.12	4.05	26.52	28.94
ENSG00000249881	0	0.05	0	0	0	0	0	0	0	0.04
ENSG00000119392	6.38	7.67	9.43	10.01	10	9.19	7.37	6.5	10.01	35.95
ENSG00000234248	0.11	0	0	0	0	0	0.07	0	0	1.03
ENSG00000198156	0	0.04	0.73	0.53	0	0.13	0	0	0.02	1.69
ENSG00000234551	0	0	0	0	0	0	0	0	0	0.58
ENSG00000243135	0	0	0	0	0	0	0	0	0	0
ENSG00000225030	0	0	5.14	2.25	0	0.14	0	0	0	0.9
ENSG00000197948	0.72	1.45	0.88	0.65	0.44	4.01	1.93	2.02	1.85	2.19
ENSG00000049247	0	0.05	0	0	0	0.6	0	0.04	0.24	0
ENSG00000164300	0.44	1.43	9.45	12.31	13.74	1.05	1.2	0.5	1.13	1.75
blastnMacaque.Locus_116189	0	0.23	0	0	0	0	0	0	0	0.19
Locus_147109	0	0	0	0	0	0	0	0	0	0.99
blastnMacaque.Locus_371036	0	0	0	0	0	0	0	0	0	0
ENSG00000159063	2.83	2.48	6.06	5.65	9.39	5.98	9.59	11.86	4.51	9.32
ENSG00000196998	8.23	5.66	3.8	2.77	2.94	6.2	7.19	5.94	5.28	1.61
blastnMacaque.Locus_341900	0	0	0	0	0	0	0	0	0	1.22
ENSG00000086159	0.22	0.18	0.14	0.24	0	0.08	0.03	0.01	0	0.64
ENSG00000169427	1.64	2.01	4.46	4.71	0	0.02	0.01	0	0.01	0.03
ENSG00000226440	0	0	0	0	0	0	0	0.13	0	9.06
ENSG00000231538	0	0	0	0	0	0.05	0	0	0	0.75
ENSG00000250001	0	0	0.32	0	2.24	0	0	0	0	0
blastnMacaque.Locus_19612	0	0	0	0	0	0	0	0	0	0
ENSG00000088053	0.19	0.3	0.52	0.37	0.27	0.03	0.1	0.1	0.06	0.6
ENSG00000256444	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_140611	0.43	0.36	0	0	0	0	0	0	0	0.15
blastnMacaque.Locus_18537	0	0	0	0	0	0	0	0	0	0
ENSG00000253548	0	0	0	0	0	0	0	0	0	0
ENSG00000136250	0.43	0.41	0.48	0.57	4.52	0.72	5.35	7.2	1.55	0.15
ENSG00000204347	0.55	0.13	0.1	0.49	0	0	0	0	0	0.17
ENSG00000128626	5.99	3.25	2.11	3.23	4.24	12.13	16.27	22.02	7.04	2.85
ENSG00000197275	0.49	1.35	1.71	2.95	3.47	1.07	0.25	0.31	0.62	2.29
ENSG00000187908	0.05	0.06	0	0	0	0.12	0	0	0	0.25
blastnGorilla.Locus_464986	0.54	0	0	0	0	0	0	0	0	0
ENSG00000164506	7.33	12.85	21.47	22.07	8.07	2.34	2.39	1.08	1.56	8.44
ENSG00000100320	18.1	25.33	71.89	89.99	15.24	14.84	10.49	8.56	10.59	5.18
ENSG00000143924	2.59	4.45	4.73	5.24	26.91	11.07	10.65	12.18	26.16	19.58
Locus_174184	0	0	0	0	0	0	0.05	0	0	0.94
ENSG00000068796	17.21	31.06	27.77	28.4	6.44	3.39	9	4.42	11.9	48.32
ENSG00000255221	0	0	0	0	0	0.15	0.29	0	0.27	0.08
blastnGorilla.Locus_61554	0	0	0	0	0	0	0	0	0	0
CUFF.346767	0.26	0.78	0.11	0.11	0	0.02	0	0	0.03	0.38
ENSG00000255675	0	0.04	0	0	0	0	0	0	0	24.19
Locus_120113	0	0	0	0	0.91	0	0	0	0	3.2
ENSG00000227471	0	0.01	0	0	0	0.03	1.09	0.38	0.42	0.24
blastnOrangutan.CUFF.23074	0	0.23	0	0	0	0	0	0	0	0.1
ENSG00000110975	0.46	1.07	1.95	2.17	0.26	0.01	0.01	0	0.02	0.28
ENSG00000162341	0.68	1.85	1.8	2.03	0.93	1.27	0.82	0.94	0.62	1.16
ENSG00000132394	3.06	1.94	6.77	2.89	4.93	5.38	11.69	11.3	4.81	7.58
ENSG00000232465	0	0	0	0	0	0	0	0	0	1.36
Locus_24110	0	0	0	0	0	0	0	0	0	0.64
Locus_126308	0	0	0	0	0	0	0	0	0	1.44
XLOC_004211	0	0.06	0	0	0	0	0	0	0	0
ENSG00000117971	0.03	0.03	1.34	1.7	0	0.12	0	0	0	2.02
blastnPan.Locus_139091	0	0	0	0	0	0.19	0	0	0	0
ENSG00000197426	0	0	0	0	0	0	0	0	0	0
blastnMouse.CUFF.56138	0	0	0	0	0	0	0	0	0	0.23
ENSG00000072201	12.18	12.15	9.52	7.6	1.91	0.49	7.14	8.38	3.65	1.86
ENSG00000100170	0.02	0.09	0	0	0.86	0.8	0.07	0.01	0	2.1
ENSG00000229676	0.02	0.05	0.08	0.14	0.46	0.15	0.05	0.03	0.02	0.3
ENSG00000160799	7.4	9.86	1.4	1.6	2.14	5.89	8.35	8.89	17.42	9.08
XLOC_010674	0	0	0	0	0	0	0	0	0	0.56
blastnMacaque.Locus_115326	0	0	0	0	0	0	0	0	0	0
ENSG00000170166	0.32	0	0	0	0	3.97	0.1	0	0.06	0.87
Locus_193711	0	0	0	0	0	0	0.59	0	0.74	0
ENSG00000100429	0.85	1.49	1.11	0.73	0	2.43	1.03	1.13	0.35	0.54
Locus_126530	0	0	0	0	0	0	0	0	0	3
ENSG00000175463	0	0.01	0	0	0.1	0.47	0.49	0.8	0.12	0.11
blastnGorilla.Locus_319144	0	0.19	2.3	0	0	0.37	0	0	0.09	0.62
ENSG00000149499	1.68	1.96	0.86	1.04	0.71	8.38	6.26	8.2	4.26	2.96
blastnPan.CUFF.66281	0	0	0	0	0	0	0	0	0	0
ENSG00000095203	5.63	6.02	3.14	3.15	4.41	3.23	0.45	0.59	1.95	3.2
ENSG00000185008	3.96	6.6	19.2	21.6	3.02	1.18	0.45	0.4	0.64	0.3
Locus_12640	0.13	0.17	0.45	0.53	0	0.09	0.08	0.18	0	2.74
ENSG00000075975	12.52	7.2	10.95	7.44	11.96	11.56	9.62	11	6.13	23.44
ENSG00000183066	0.22	0.17	1.83	2.68	0.43	0.18	0.05	0.02	0.06	2.95
blastnMouse.ENSMUSG00000089924	0	0	0	0	0	0	0	0	0	0
ENSG00000203389	0	0	0	0	0	0.02	0.04	0	0	0.43
ENSG00000138646	0.71	0.79	0.18	0.42	1.43	4.58	3.71	3.66	7.35	43.51
ENSG00000169432	0.53	0.51	9.51	10.57	10.02	0.42	0.94	0.52	2	3.14
ENSG00000256154	0	0	0.12	0.04	0	0	0	0	0	0.02
ENSG00000236036	0	0	0	0	0	0	0	0	0	1.74
Locus_193007	0	0	0	0	0	0	0	0	0	2.37
ENSG00000179919	0	0	0	0	0	0	0	0	0	0
ENSG00000196535	8.33	33.29	7.06	4.74	3.27	3.8	3.53	3.73	10.73	11.27
ENSG00000172232	0.17	0.34	0.39	0.83	1.91	0.08	0.22	0.16	0	0.26
ENSG00000134013	0.35	0.66	0.31	0.55	2.05	7.21	38.44	27.98	15.69	1.24
ENSG00000124664	0.48	0.49	0	0	0	0.42	0.1	0	0.02	0.17
ENSG00000101004	1.2	3.29	7.66	5.96	0.88	3.39	0.25	0.32	1.68	6.08
ENSG00000158270	8.69	5.4	2.78	2.72	2.72	6.56	58.1	56.24	176.42	4.42
ENSG00000180071	1.22	4.68	0.62	0.29	0.37	0.1	0.07	0.01	0.24	20.24
ENSG00000077235	6.97	12.18	14.91	13.69	6.72	6.86	6.99	7.44	7.79	9.55
ENSG00000011028	1.03	1.63	1.91	2.12	4.33	30.58	11.38	6.32	13.29	5.1
Locus_167341	0	0.08	0	0	0	0	0	0	0	0.88
Locus_103377	0	0	0	0	0	0.22	0.04	0.08	0.02	1.66
ENSG00000222009	0.15	0.6	0.54	0.44	0.21	3.92	0.95	0.72	0.31	0.9
blastnGorilla.Locus_105895	0	0	0	0	11.01	0	0	0	0	0
ENSG00000214694	0.76	1.1	1.61	2.41	0	0.46	0.08	0.08	0.14	1.54
ENSG00000135324	9.54	7.09	0.32	0.74	0.23	1.79	0.03	0.2	0.06	0.54
ENSG00000176720	6.85	8.14	7.48	6.63	5.77	6.74	7.17	8.07	2.76	1.85
ENSG00000159784	15.13	25.19	29.04	27.6	0.45	0.2	0.18	0.12	0.07	0.17
ENSG00000103740	12.57	4.88	1.21	0.89	0.55	0.04	0.01	0.02	0.01	2.07
ENSG00000137764	13.09	13.26	3.68	2.54	6.94	6.17	6.97	6.13	9.68	6.46
ENSG00000048342	1.61	1.95	4.53	4.22	2.67	2.56	2.43	2.3	2.72	2.07
ENSG00000153707	20.89	31.5	56.28	60.46	2.73	2.38	3.29	4.06	3.28	2.72
ENSG00000231850	0	0	0	0	0	0	0	0	0	0
ENSG00000100453	0	0	0	0	1.9	0.79	3.28	5.35	1.67	0.13
ENSG00000183439	0	0	0	0.11	0	0.45	0	0.07	0	0.74
ENSG00000133739	6.73	8.31	2.85	3.09	7.69	2.5	0.29	0.21	2.94	89.45
blastnPan.Locus_117757	0	0	0	0	0	0	0	0	0	0.25
ENSG00000130513	0	0.04	0	0	2.64	25.96	536.9	157.06	32.84	0.33
ENSG00000204889	0	0	0	0	0	0.02	0	0	0	0.08
blastnMacaque.Locus_139848	0	0	0	0	0	0	0	0	0	0.13
ENSG00000254699	0	0	0	0	0	0	0	0	0	0
ENSG00000254966	0.59	0.44	0.4	0.95	0	1.74	0.07	0.08	0.09	0.16
ENSG00000186017	1.93	1.94	5.15	5.24	4.61	1.47	0.52	0.51	0.94	0.79
ENSG00000175946	0.28	0.14	0	0	0	0.25	0.68	1.62	0.33	0.03
ENSG00000203685	7.62	20.72	15.76	18.51	0.22	0.6	0.17	0.23	0.11	1.5
ENSG00000127419	2.13	2.36	2.98	2.63	0.67	3.08	4.65	4.79	0.98	1.4
ENSG00000198108	2.95	2.53	5.26	7.5	4.39	0.73	1.41	1.09	1.64	0.45
ENSG00000140406	1.82	1.4	4	6.96	2.87	3.6	10.2	10.91	3.05	0.31
ENSG00000178394	1.2	1.06	1.26	1.35	0	0.04	0	0	0	0
ENSG00000154620	2.95	3.61	6.26	8.87	4.67	0	0.27	0	1.08	1.98
ENSG00000118200	27.16	49	33.51	40.23	6.82	7.05	7.62	4.37	11.36	12.78
ENSG00000237480	0	0	0	0	0	0	0	0	0	0.06
blastnMouse.ENSMUSG00000020624	0	0	0	0	0	0	0	0	0	0
ENSG00000230971	0	0	0	0	0	0	0	0	0	0.72
ENSG00000243452	0.79	0.43	2.04	2.06	0.94	1.17	0.5	0.7	0.63	0.53
ENSG00000181778	0	0	0	0	0	0	0.1	0.06	0.51	0.03
ENSG00000112365	1.69	2.62	2.81	2.88	1.87	1.95	1.84	1.11	2.27	3.46
ENSG00000130489	4.32	6.27	3.24	2.09	6.43	4.67	10.2	13.4	4.77	4.65
ENSG00000169679	0.05	0.03	0.95	1.05	12.93	3.15	0.92	1.44	1.63	13.12
ENSG00000254726	0.12	0.1	12.26	8.52	0	1.64	0.23	0.17	0.19	0.22
blastnMacaque.Locus_115918	0	0	0	0	0	0	0	0	0	0
ENSG00000100347	6.59	5.76	3.52	2.74	4.37	6.18	5.65	6.15	4.78	5.79
ENSG00000132467	23.25	29.46	6.3	2.57	7.28	10.23	10.71	9.98	33.8	15.69
blastnGorilla.Locus_463755	0	0	0	0	0	0	0	0	0	0
XLOC_004353	0	0	0	0	0	0	0	0	0	3.77
ENSG00000068137	1.15	1.21	0.1	0.05	1.74	7.17	4.23	4.41	3.49	2.8
ENSG00000160796	0.37	1.13	2.94	2.27	1.06	3.09	1.61	2	1.02	1.12
ENSG00000104946	12.96	11.04	3.45	3.62	2.98	16.95	23.94	25.16	10.86	3.48
ENSG00000115652	12.84	13.41	4.68	5.18	6.06	4.48	14.99	17.05	35.96	16.33
ENSG00000119681	0.11	0.12	0.43	0.39	0.88	32.12	29.84	23.77	22.19	4.28
blastnPan.Locus_176675	0	0	0	0	0	0	0	0	0	0.5
ENSG00000197961	1.15	1.26	6.81	7.93	6.9	0.93	0.13	0.38	1.29	1.37
CUFF.176350	0	0	0	0	0	0	0	0	0	0.15
blastnMacaque.Locus_312887	0	0	0	0	0	0	0	0	0	0
ENSG00000250209	0.01	0	0.05	0.03	0	0.02	0	0	0.01	0.09
ENSG00000146776	1	1.74	5.44	5.48	1.11	1.07	0.83	1.11	0.83	4.87
Locus_28897	0.46	0.96	0	0	0	0	0	0	0	0.32
ENSG00000163161	6.52	9.37	8.66	8.1	5.95	6.9	3.92	4.89	4.35	11.96
blastnMacaque.Locus_314500	0	0	0	0	0	0	0	0	0	0.41
ENSG00000229578	0	0	0	0	0	0	0	0	0	2.62
blastnGorilla.Locus_73138	0	0	0	0	0	0	0	0	0	0
ENSG00000066084	5.56	11.23	23.35	26.26	19.35	5.86	7.04	5.45	3.9	3.98
ENSG00000256424	0	0	0	0	0	0	0	0	0	0
ENSG00000198855	1.56	1.64	1.37	1.65	0	1.09	2.88	2.22	2.49	1.65
ENSG00000235781	0	0.05	0	0	0	0	0.07	0.08	0.14	1.4
ENSG00000166965	3.64	6.69	5.46	3.11	3.72	5.05	2.5	3.11	5.23	5.25
ENSG00000151458	4.35	6.54	17.24	16.96	13.91	3.92	4.85	2.77	8.5	17.13
blastnGorilla.Locus_135097	0	0	0	0	0	0	0	0	0	0
ENSG00000118557	0.07	0.29	0.34	0.06	0.13	0.03	0.03	0.04	0.07	21.4
XLOC_011468	0	0	0	0	0	0	0	0	0	0.82
ENSG00000166979	1.97	1.41	0.33	0.43	0.17	4.24	4.31	5.57	3.38	4.06
CUFF.385256	0	0	0	0	0	0	0	0	0	0.34
blastnGorilla.Locus_391358	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_338539	0	0	0	0	0	0	0	0	0	0.23
ENSG00000256695	0	0	0	0	0	0	0	0	0	1.07
blastnGorilla.CUFF.101030	0	0	0	0.1	1.2	0	0.11	0	0.07	0.12
ENSG00000091879	0.53	0.82	1.18	1.57	0.11	2.57	4.34	3.26	5.4	0.38
ENSG00000112559	0	0.08	1.39	1.08	0.71	5.27	7.18	7.74	5.05	0.68
blastnMouse.ENSMUSG00000085338	0	0	0	0	0	0	0	0	0	0.28
ENSG00000171729	1.84	1	0	0.13	1.85	9.11	6.93	8.58	6.13	0.86
ENSG00000108784	1.27	0.79	1.29	2.46	4.63	13.7	31.87	25.58	14.05	1.3
XLOC_014362	0.12	0.26	0	0	0	0	0	0	0.1	0.26
ENSG00000234168	0	0	1.07	0.82	0	0	0	0	0	0.11
ENSG00000196233	1.71	2.5	10.51	11.42	14.68	2.35	1.55	0.65	1.44	2.49
Locus_101459	0	0	0	0	0	0	0	0	0	0.98
blastnMacaque.Locus_100714	0	0.13	0.55	0.56	0	0.32	0.61	0	0	0
ENSG00000136048	0.58	0.34	0.59	0.69	5.43	5.6	12.68	13.38	9.26	1.35
ENSG00000134690	0.37	0.24	0.78	0.91	3.35	2.73	2.87	4.49	5.34	17.84
ENSG00000180974	0	0	0	0	0	0	0	0	0	0
ENSG00000256538	0.52	0.7	0	0	0	0.09	0	0	0	0.09
ENSG00000172927	0	0	0	0	0	0.07	0.36	0.02	0.01	0.07
CUFF.276028	0	0	0	0	0	0	0	0	0	0.57
ENSG00000250371	0	0.26	0.13	0.02	1.99	0.01	0	0	0.03	0.08
ENSG00000164105	2.65	2.15	8.58	9.56	3.87	4.08	2.49	2.19	2.18	6.47
blastnPan.CUFF.444640	0	0	0	0	0	0	0	0	0	0
ENSG00000174937	0	0	0	0	0	0	0	0	0	0
ENSG00000114270	0.32	1.55	0.46	0.41	0.02	2.38	1.41	0.64	1.16	2.94
Locus_145674	0	0	0	0	0	0	0	0	0	0.83
ENSG00000100099	4.3	4.61	5.31	4.46	6.53	3.75	1.67	1.6	2.22	8.76
ENSG00000182732	12.15	17.49	2.43	3.88	1.54	0.19	1.41	2.5	1.15	8.82
ENSG00000214700	0.09	0.08	0	0	0	0	0	0	0	1.13
blastnMacaque.Locus_312493	0	0	0	0	0	0	0	0	1.99	0.26
ENSG00000152076	0.23	0.29	0.43	0.29	0	1.08	0.1	0	0.02	7.27
XLOC_000077	0.96	0.27	0	0	0	0.11	0	0	0	1.22
ENSG00000175756	52.94	57.21	4.7	1.45	8.02	20.37	41.87	54.22	66.94	130.49
ENSG00000138382	13.05	8.67	3.89	4.92	9.68	8.12	6.51	5.69	9.05	7.38
blastnPan.CUFF.319688	0	0	2.65	2.4	0	0	0	0	0	0
ENSG00000006451	12	11.12	17.68	17.5	15.4	13.2	19.21	16.99	11.74	8.65
ENSG00000104738	7.53	8.95	10.52	12.29	25.71	3.57	8.95	8.55	20.14	36.68
ENSG00000249645	0.19	0	0	0	2.23	0	0	0	0	0.91
blastnPan.Locus_160089	0	0	0	0	0	0	0	0	0	0
ENSG00000204396	1.08	1.72	1.03	0.93	0.39	0.54	0.17	0.08	0.02	0.16
Locus_184654	0	0	0	0	0	0	0	0	0	0.3
blastnMacaque.Locus_340016	0	0.08	0	0	0	0	0	0	0	0
blastnMouse.Locus_111510	0	0	0	0	0	0	0	0	0	0
blastnPlatypus.Locus_143737	0	0	0	0	0	0	0	0	0	0
ENSG00000136682	1.58	2.09	0.43	0.22	0.85	1.19	0.59	0.53	1.29	1.44
XLOC_012820	0	0	0	0	0	0	0	0	0	0.38
ENSG00000108010	7.09	3.61	8.27	5.86	8.13	12.04	12.53	14.92	6.65	9.96
ENSG00000119559	2.42	1.76	1.83	1.32	2.05	4.25	6.61	9.01	2.29	2.37
ENSG00000221954	0	0	0	0	0	0	0	0	0	0.1
ENSG00000189253	0	0	0	0	0	0	1.7	0.42	0.99	0
ENSG00000236045	0	0	0	0	0	0	0	0	0	0.05
blastnMacaque.Locus_71837	0	0	0	0	0	0	0	0	0	0
blastnGorilla.Locus_339295	0	0	0	0	0	0	0	0	0	0
ENSG00000179826	0	0	0	0	0	0	0	0	0	0
ENSG00000183598	0	0	21.19	2.59	516.89	0	0	0	0.1	0
blastnGorilla.Locus_440195	0	0	0	0	0	0	0	0	0	0
ENSG00000186007	0.11	0.16	3.91	3.45	0	0.11	0.11	0.04	0.04	10.73
ENSG00000235111	0	0.03	0.18	0.32	0.65	0.03	0.02	0.05	0	0.21
ENSG00000162076	2.13	2.23	2.81	2.45	0.91	7	5.6	6.05	1.92	2.25
ENSG00000109255	2.74	0.88	1.07	1.03	0	1.77	0.46	1.67	0.49	0.58
XLOC_009891	0	0	0	0	0	0	0	0	0.11	0.1
ENSG00000108825	10.34	9.78	3.98	4.14	0.97	4.62	3.07	3.78	4.86	30.06
ENSG00000100461	8.75	7.82	12.26	15.05	10.89	12.74	17.33	19.59	14.24	10.44
ENSG00000181045	4.11	3.82	2.8	3.47	0.56	5.89	7.11	6.41	2.79	0.88
ENSG00000183576	13.87	13.13	9.69	7.71	18.89	8.44	17.31	16.34	15.45	38.68
blastnGorilla.Locus_440898	0	0	0	0	0	0	0	0	0	0.11
ENSG00000170153	1.59	6.76	13.79	13.62	2.83	0.99	0.48	0.19	0.77	1.09
ENSG00000156482	33.42	12.54	35.21	29.63	94.33	164.73	90.15	114.22	51.39	22.19
ENSG00000065320	0.56	0.54	3.09	2.74	0	0.71	0.8	0.7	0.75	0.92
ENSG00000165863	0.59	0.39	0.6	0.61	0	2.05	0.07	0.2	0	14.27
blastnMacaque.Locus_190527	0	0	0	0	0	0	0	0	0	0
ENSG00000077232	13.14	12.37	5.24	4.99	18.14	14.99	14.63	9.03	12.69	32.46
ENSG00000154007	0	0	0	0	0	0	0	0	0	12.43
ENSG00000148339	16.47	27.22	2.94	2.03	25.61	16.03	4.96	12.06	10.26	5.79
ENSG00000109270	16.75	12.43	7.42	7.59	9.56	9.5	7.7	4.93	3.38	2.85
ENSG00000231757	0	0	0	0	0	0	0	0	0	0
ENSG00000172057	14.44	13.47	11.97	10.04	50.87	17.01	26.83	30.6	34.38	20.06
ENSG00000180875	5.86	8.06	9.11	7.77	1.05	1.62	1.85	1.13	1.53	0.21
ENSG00000136153	9.05	20.34	3.83	4.55	13.65	6.65	5.3	4.01	11.7	5.04
ENSG00000188372	0.34	0.22	0	0	0	0.62	0.52	0.29	0.22	0.12
ENSG00000102763	4.59	5.28	5.07	5.39	22.17	2.95	2.54	2.63	4.26	3.84
blastnMacaque.Locus_114954	0	0	0	0	0	0	0	0	0	0
ENSG00000135116	1.46	5.08	0	0	0	0	0.1	0	0.13	1.4
ENSG00000233276	20.98	9.84	9.41	6.61	20.83	38.83	117.9	167.53	42.42	6.07
blastnMacaque.Locus_340955	0	0	0	0	0	0	0	0	0	0
ENSG00000088986	419.82	236.43	57.06	37.77	26.49	150.76	207.3	185.98	110.93	127.84
ENSG00000131473	30.6	28.89	47.06	53.38	38.32	28.15	36.75	38.21	32.02	22.23
ENSG00000109321	0	0	0	0	0	0.31	0.82	1.37	0.51	0.04
