Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Testis_Male3
ENSGALG00000000519	0.63	17.15	4.6	140.43
ENSGALG00000022165	21.93	9.9	7.57	32.76
ENSGALG00000016890	16.49	3.26	4.82	1.36
Locus_47679	0	0	0	1.06
ENSGALG00000012183	68.19	1.24	4.85	0.34
ENSGALG00000002488	112.05	125.5	100.65	278.15
ENSGALG00000023218	0.24	1.26	15.96	0.3
CUFF.118906	0	0	0	0.31
ENSGALG00000016641	2.75	1.82	6.68	6.49
ENSGALG00000004348	6.96	16.98	13.62	62.34
Locus_84588	0	0	0	4.44
ENSGALG00000010412	5.62	6.07	9.31	6.27
ENSGALG00000004050	0.9	0.44	0.28	0.46
Locus_52144	0.16	0.1	0.77	0.2
Locus_28144	0	0	0.12	2.23
Locus_5441	0.52	0.01	0.14	3.71
Locus_47759	0.11	0	0	0.21
ENSGALG00000003911	29.19	0.09	0.7	0
CUFF.231837	3.18	0.71	0	0.11
ENSGALG00000010880	0.35	0.71	0.95	0.27
Locus_27890	0.2	0	0	0.84
Locus_104792	0	0.13	0.53	0.25
ENSGALG00000012295	16.98	45.22	28.34	14.67
ENSGALG00000001246	4.42	1.36	1.92	0.68
ENSGALG00000001724	6.64	11.04	10.55	15.25
ENSGALG00000001007	44.83	63.02	53.08	18.25
CUFF.11059	0	0	0	0.16
ENSGALG00000012360	160.3	14.44	11.18	42.62
Locus_27980	0	0	0	0.77
Locus_110065	0	0	0	6.93
Locus_105132	0	0	0	0.36
ENSGALG00000000690	0.93	0	0.02	0.46
ENSGALG00000004462	41.62	1.29	0.51	1.58
ENSGALG00000000399	1.62	0	0	0
Locus_66147	0.7	0.16	0.08	0.24
blastnPan.Locus_42364	0	0	0	0.73
Locus_1101	0	0	0	0.12
Locus_27716	0.11	0.18	0.38	6.87
ENSGALG00000004048	95.35	12.62	18.19	27.44
ENSGALG00000022964	1.25	0.73	0.05	3.16
Locus_117520	0	0	0	2.01
Locus_117750	0.05	0.08	0	6.63
ENSGALG00000005065	13.39	12.55	9.56	3.3
ENSGALG00000015251	2.1	22.67	3.56	103.14
ENSGALG00000003866	0	0	0	0
ENSGALG00000006903	269.18	52.59	16.53	17.64
ENSGALG00000010129	4.29	8.75	7.31	3.22
ENSGALG00000009237	2.93	5.63	7.81	3.72
ENSGALG00000007935	16.03	21.75	17.29	15.97
CUFF.20699	0	0.03	0	0.86
CUFF.32584	7.43	5.66	0.09	5.53
ENSGALG00000001124	0	0	0	0
ENSGALG00000008434	12.81	1.29	0.07	0.06
ENSGALG00000011797	16.37	11.21	9.7	12.28
ENSGALG00000005553	30.15	0.4	0.8	9.68
ENSGALG00000016915	40.69	22.81	11.78	14.8
ENSGALG00000009098	3	7.71	11.19	2.57
blastnMouse.Locus_39995	0	0	0.24	0
ENSGALG00000014538	3.95	7.67	6.47	6.52
Locus_46756	0	0.07	0	3.82
ENSGALG00000001663	62.21	106.57	45.91	44.41
blastnGorilla.Locus_371612	0	0	0	0
ENSGALG00000003138	0	0.09	0.23	0.35
Locus_20270	0	0	0	0.7
ENSGALG00000013821	5.35	10.09	8.99	95.75
ENSGALG00000022039	0	0.43	0.45	0
ENSGALG00000011640	0	0.45	10.09	0.65
ENSGALG00000009581	19.71	42.93	10.89	163.04
Locus_20543	0.1	0	0	0.74
Locus_84412	0	0	0	0
ENSGALG00000021247	7.02	10	17.41	8.87
Locus_127503	0.88	0.05	0.06	0.33
Locus_6373	0.03	8.94	2.44	0.54
ENSGALG00000024425	0	0.04	1.29	0.08
ENSGALG00000011681	0.79	1.83	2.11	25.53
Locus_82105	0.11	0.18	0.21	0.13
Locus_118847	0	0	0	8.02
ENSGALG00000015122	0.58	0.17	0.36	4.11
blastnPlatypus.Locus_164202	0	0	0	0
ENSGALG00000006132	23.09	13.77	15.77	14.66
ENSGALG00000015271	292.31	90.01	18.24	5.16
ENSGALG00000012420	2.56	44.54	209.59	5.5
ENSGALG00000011535	1.37	6.31	5.59	2.35
CUFF.56179	1.17	0.03	0	2.62
ENSGALG00000005643	7.75	12.63	20.11	6.24
ENSGALG00000010103	110.68	64	13.66	136.07
ENSGALG00000005266	3.7	1.87	12.53	0.03
ENSGALG00000003128	13.07	18.79	28.68	15.51
ENSGALG00000002744	9.86	0.1	0.03	10.99
ENSGALG00000007361	220.77	0	0	1.3
ENSGALG00000022493	0	0	0	0
Locus_80466	0.46	0	0	2.66
blastnHuman.ENSG00000248555	0	0	0	0
Locus_102236	0	0	0	0.58
ENSGALG00000004367	0.15	1.31	2.53	0.59
ENSGALG00000008188	1.1	3.04	1.73	197.93
ENSGALG00000017326	35	2.65	13.34	0.64
Locus_97573	0	0	0	0.56
ENSGALG00000003419	7.33	10.69	7.85	14.66
blastnOpossum.Locus_315173	0	0	0	0
ENSGALG00000020183	0	6.7	15.47	0.2
Locus_47720	0	0	0	5.18
ENSGALG00000014438	0	0	0	1.67
ENSGALG00000004034	135.72	120.85	73.08	169.14
CUFF.126305	0	0	0	0.18
ENSGALG00000014470	473.02	576.56	194.89	431.8
ENSGALG00000006265	6.18	11.27	52.33	3.46
Locus_81038	0	0	0	14.29
ENSGALG00000005248	13.4	38.1	18.62	38.38
ENSGALG00000010094	15.35	12.22	24.59	18.44
CUFF.73307	0	0	0	1.64
ENSGALG00000003424	0	0	0	0.06
ENSGALG00000022756	0	0	0	0.22
ENSGALG00000007412	0.37	113.24	36.31	6.51
ENSGALG00000012847	3.88	0.3	0.26	3.62
Locus_120808	0.22	0.11	0.06	2.48
ENSGALG00000023310	2.83	3.42	3.01	7.73
Locus_20777	0	0	0	0.89
ENSGALG00000017120	13.17	3.95	4.36	2.45
ENSGALG00000000833	252.55	201.9	53.41	166.31
Locus_46841	0	0.04	0	2.18
ENSGALG00000007038	0	0.04	0	0
ENSGALG00000024335	1.1	3.32	4.39	0.88
Locus_64742	1.69	0.31	0.08	0.85
ENSGALG00000023501	5.54	2.58	3.23	3.48
Locus_19306	0	0.18	0	0.18
ENSGALG00000004998	20.84	32.86	36.3	18.37
ENSGALG00000015278	0.02	11.74	4.51	0.15
ENSGALG00000003924	42.93	14.9	16.27	40.82
ENSGALG00000005521	32.8	33.77	29.14	42.73
ENSGALG00000008421	31.63	53.15	36.77	20.04
Locus_105172	0	0.17	0.28	0.65
ENSGALG00000004709	26.34	54.47	21.28	51.84
Locus_47151	1.31	0.73	1.1	4.74
Locus_104869	0	0.22	0.06	0.48
ENSGALG00000004383	20.57	18.24	17.41	35.66
ENSGALG00000012357	10.94	29.14	40.12	0.35
ENSGALG00000017706	13.45	18.72	8.51	19.94
ENSGALG00000016794	12.11	9.49	5.09	19.46
Locus_64508	0	1.24	0	4.3
ENSGALG00000014076	32.45	22.58	6.78	24.33
Locus_84535	0	0.02	0	0.03
ENSGALG00000003375	1.15	7.44	13.98	0.81
ENSGALG00000004684	26.79	33.16	12.65	42.76
ENSGALG00000012260	0.02	0.18	0.32	1.88
ENSGALG00000003478	0	0	0	0
Locus_98565	0	0	0	0.16
ENSGALG00000021865	1.39	4.12	4.26	1.69
Locus_104789	0.27	0.06	0	1.43
ENSGALG00000015170	13.01	5.33	2.53	15.07
ENSGALG00000003087	278.32	83.81	29.85	77
ENSGALG00000001118	0	0	0	0
ENSGALG00000013865	16.09	27.37	24.56	5.06
ENSGALG00000004074	10.04	0	0	0
ENSGALG00000011489	1.5	1.2	3.84	2.03
ENSGALG00000003514	0	2.96	0.38	0.15
ENSGALG00000002521	5.46	6.22	11.16	3.01
ENSGALG00000013174	11.12	10.81	6.94	11.09
ENSGALG00000003026	136.6	25.73	15.48	4.82
Locus_65367	0.31	0.69	0.17	4.12
ENSGALG00000003833	90.26	1.19	2.19	0.6
ENSGALG00000009802	13.09	16.12	22.59	33.51
ENSGALG00000009739	7.93	17.63	11	0.99
ENSGALG00000011695	5.95	19.07	6.31	8.49
ENSGALG00000000308	2.49	3.75	28.28	8.97
Locus_5098	0	0.11	0.27	0
ENSGALG00000011144	0	1.29	1.66	0.26
ENSGALG00000022425	0	0	0	0
ENSGALG00000001750	87.48	38.29	40.32	52.47
blastnHuman.Locus_157887	0	0	0	0.2
ENSGALG00000001019	69.92	41.89	17.43	44.57
ENSGALG00000012351	16.99	14.34	5.84	15.35
ENSGALG00000007512	51.18	70.6	26.47	570.56
ENSGALG00000001869	5.54	0.01	0	0.08
ENSGALG00000012192	37.89	13.53	10.77	12.87
Locus_117396	0	0	0	1.16
ENSGALG00000010214	12.08	29.14	13.45	102
Locus_50103	0	0.03	0	0.87
Locus_29462	0	0	0	0.47
ENSGALG00000000907	131.94	115.74	105.77	90.92
ENSGALG00000014873	243.86	46.8	34.59	63.24
ENSGALG00000007503	0	7.61	8.39	0.6
ENSGALG00000008866	3.58	6.72	2.8	15.54
ENSGALG00000010032	0.05	2.3	0.25	1.15
Locus_21070	0.59	0.87	0.11	0.25
ENSGALG00000015453	0.38	0.07	0.05	1.96
Locus_49152	2.35	0.66	0.7	0.44
CUFF.120636	0	0.15	0	2.78
ENSGALG00000005476	0.16	0.2	0.19	1.58
Locus_97252	0.43	0	0	4.61
ENSGALG00000012530	3.37	2.42	4.14	7.78
Locus_118349	0	0	0	1.02
CUFF.29277	0.22	0.32	0.15	0.04
ENSGALG00000009554	171.51	32.96	16.91	23.61
ENSGALG00000017387	14.41	24.71	34.82	11.38
ENSGALG00000014450	52.98	95.62	38.24	272.8
ENSGALG00000004101	0.26	0	0	0
ENSGALG00000013081	18.51	0.06	0.42	8.17
ENSGALG00000001966	31.36	0.97	2.73	11.03
ENSGALG00000024125	0.63	0.56	1.03	0.27
ENSGALG00000008950	3.14	8.87	4.88	4.15
ENSGALG00000012233	27.26	33.13	24.06	145.95
ENSGALG00000006295	0	0.43	1.9	2.55
ENSGALG00000010974	0	0.11	0.05	0.11
Locus_128148	0.82	0.27	0.11	0.26
ENSGALG00000007197	11.24	215.85	79.6	25.69
ENSGALG00000010470	16.55	0.87	0.15	1.73
ENSGALG00000005398	165.49	64.4	64.07	21.68
ENSGALG00000012658	22.79	49.1	29.63	9.46
ENSGALG00000015701	8.86	31.66	20.09	61.28
ENSGALG00000017130	6.56	13.72	7.52	31.06
Locus_97960	1.25	0.65	0.34	0.36
ENSGALG00000001630	8.45	11.09	14.4	20.88
ENSGALG00000004837	75.92	45.45	37.39	53.64
CUFF.26738	0.51	0	0.03	3.59
ENSGALG00000022855	1.04	0.79	3.91	1.53
ENSGALG00000010635	0.35	0.46	0.18	3.11
ENSGALG00000012480	72.86	217.97	62.55	283.45
CUFF.98824	0	0	0	1.09
ENSGALG00000008059	17.77	34.55	12.22	62.41
Locus_66134	0	3.05	0.44	0
Locus_47755	0	0	0	1.32
ENSGALG00000000729	14.99	14.44	12.89	25.39
ENSGALG00000001556	344.59	269.94	148.76	336.04
ENSGALG00000023091	0	0	0	0
ENSGALG00000018373	10346.97	1578.31	4222.26	2113.68
ENSGALG00000011131	12.52	17.79	7.53	2.87
ENSGALG00000005805	40.93	7.73	9.35	4.49
ENSGALG00000004614	7.35	3.55	17.16	0.66
ENSGALG00000005063	0	0.06	0	0
ENSGALG00000012391	14.37	0.06	0.02	1.13
ENSGALG00000016039	25.37	52.23	30.38	54.3
ENSGALG00000011608	17.37	11.12	10.07	11.53
Locus_50357	0	0	1.61	0
Locus_119221	0.23	0.1	1.01	0
ENSGALG00000011327	12.58	23.71	14.25	27.47
Locus_127133	0	0	0	0.2
ENSGALG00000002384	4.11	6.2	7.35	11.36
ENSGALG00000003559	4.75	8.28	6.36	12.71
ENSGALG00000007766	13.77	41.42	14.47	7.87
ENSGALG00000003348	19.36	8.21	25.2	9.84
ENSGALG00000016680	0.56	0	0	0.02
Locus_28095	0	0.12	0.29	0.34
ENSGALG00000003778	27.2	7.24	10.13	9.97
ENSGALG00000002897	7.28	0.4	0.81	3.79
ENSGALG00000016467	29.27	72.2	14.07	379.85
ENSGALG00000010705	71.43	8.1	5.52	11.14
Locus_63947	0.22	1.23	1.55	0
ENSGALG00000002731	15.19	38.63	11	375
CUFF.34776	1.2	0.22	0.33	0.35
ENSGALG00000005628	0.64	0.98	0.95	0.15
ENSGALG00000007639	14.78	4.67	0.29	16.01
Locus_98137	0	0	0	0.78
ENSGALG00000001971	86.59	30.94	11.05	282.84
ENSGALG00000004323	18.65	23.92	9.64	65.09
ENSGALG00000007990	32.98	12.98	9.98	39.53
ENSGALG00000019702	58.65	11.28	19.65	14.61
ENSGALG00000023521	13.07	38.53	16.59	0.66
ENSGALG00000009633	8.16	5.15	6.95	11.06
ENSGALG00000010431	2.14	3.13	7.83	1.21
ENSGALG00000015938	22.36	25.88	30.81	6.43
ENSGALG00000005853	16.87	0.03	0.08	1.25
ENSGALG00000004925	0	0	0	0
ENSGALG00000022510	0	0	0	0
ENSGALG00000021842	0.29	1.68	0.98	2.81
ENSGALG00000001492	73.84	16.66	24.92	49.62
ENSGALG00000003734	12.33	15.67	16.26	17.95
ENSGALG00000004903	14.96	0.07	0.59	0.5
ENSGALG00000022242	0.21	0.16	0.04	0.03
ENSGALG00000014286	17.21	31.85	22.31	51.9
ENSGALG00000020775	35.61	51.72	11.64	38.78
ENSGALG00000021653	33.52	44.73	26.8	151.98
Locus_49631	0	0	0	0.8
Locus_102326	0	0	0.08	0.06
Locus_118134	0.97	0	0	0.44
Locus_28086	0.14	0	0	4.24
ENSGALG00000012248	10.16	2.37	1.01	3.41
ENSGALG00000013507	216.91	101.72	76.13	170.87
ENSGALG00000002312	14.73	0.45	0.33	0.51
ENSGALG00000003807	17.68	11.49	24.32	20.05
CUFF.33872	0	0	0	1.2
Locus_126948	0	0	0	0.72
ENSGALG00000020505	10.5	0.02	0.05	0.04
ENSGALG00000002422	0.89	54.3	24.58	5.73
ENSGALG00000013804	34.17	27.76	26.54	11.1
ENSGALG00000011955	0.51	1.9	11.15	1.68
ENSGALG00000005886	50.68	10.59	3.75	2.59
ENSGALG00000001479	11.58	7.14	15.06	16.9
ENSGALG00000012583	8.69	3.69	13.94	7.97
Locus_98177	0	0	0	0.21
ENSGALG00000014213	9.87	4.89	7.46	7.59
ENSGALG00000004648	64.91	37.65	43.74	145.02
ENSGALG00000002143	20.32	36.26	14.68	57.88
ENSGALG00000007771	6.05	4.85	11.54	2.84
Locus_50401	0.73	0.65	0.08	0.5
ENSGALG00000010624	14.95	9.1	13.58	43.57
ENSGALG00000013512	20.39	18.35	31.82	32.46
ENSGALG00000005292	0.53	0.66	0.04	0.74
ENSGALG00000022940	0.96	0.08	0.47	0.09
Locus_126722	0	0	0	1.78
ENSGALG00000000761	2	1.67	7.68	0.33
Locus_28667	0	0	0	0.9
ENSGALG00000000055	26.74	29.18	89.77	15.62
ENSGALG00000000680	1.41	0.85	1.44	0.27
ENSGALG00000007927	2.99	0.01	0.04	2.79
ENSGALG00000013092	71.96	50.82	33.89	106.25
ENSGALG00000014166	7.24	22.3	49.71	4.97
ENSGALG00000024486	91.33	8	12.37	16.86
Locus_63959	0.36	1.19	4.18	0.08
ENSGALG00000001364	395.89	298.24	93.22	510.78
ENSGALG00000002759	58.41	38.79	16.43	26.92
ENSGALG00000009196	0	0	0	0
ENSGALG00000015802	15.64	10.02	21.77	30.18
ENSGALG00000020458	0	0	0	0.01
ENSGALG00000006236	0.34	0.2	0.31	4.77
ENSGALG00000006470	2.9	10.29	1.59	230.96
ENSGALG00000006916	50.34	24.67	12.57	23.04
ENSGALG00000005621	814.14	0.01	0.03	6.97
ENSGALG00000017001	0	0.4	2.08	0.19
ENSGALG00000017393	1.97	4.51	8.11	0.48
ENSGALG00000000112	18.42	0	0.05	6.13
Locus_46619	1.91	2.15	4.58	1.11
Locus_87556	0	0	0	0.75
ENSGALG00000016981	3.8	0.09	0.22	1173.18
ENSGALG00000008332	0.13	1.77	0.61	0.42
ENSGALG00000021341	0.03	0.03	0	10.52
Locus_28090	1.35	0.16	0.56	1.39
blastnOpossum.Locus_90236	0	0	0	0
Locus_18800	0	0.04	0.03	3.71
ENSGALG00000010244	32.14	41.28	47.2	20.28
Locus_5594	0	0	0	1.07
ENSGALG00000020992	6	2.36	3.07	1.26
ENSGALG00000005688	0.53	6.85	14.75	0.96
ENSGALG00000003644	0.67	1.97	2.64	0.75
ENSGALG00000016485	58.66	11.89	33.1	9.14
blastnHuman.ENSG00000235047	0	0	0	0
ENSGALG00000014995	3.21	95.25	62.01	73.63
CUFF.40237	0	0	0	0.53
ENSGALG00000008601	0.06	0.65	0.47	0.17
ENSGALG00000005938	7.06	1.57	5.48	39.44
ENSGALG00000008831	32.91	9.93	8.8	5.55
ENSGALG00000008714	103.4	15.96	10.66	41.14
ENSGALG00000016293	0.27	0	0.07	1.42
ENSGALG00000006858	8.35	9.71	15.24	16.15
ENSGALG00000023757	53.39	83.64	60.51	145.26
ENSGALG00000015302	14.04	5.45	10.18	3.89
ENSGALG00000015607	11.91	15.62	6.41	17.58
ENSGALG00000008198	4.68	6.34	7.37	8.76
ENSGALG00000022304	6.58	11.33	10.78	1.51
ENSGALG00000011506	15.99	24.99	23.96	84.45
blastnHuman.ENSG00000228592	0	0	0	0
ENSGALG00000010200	16.94	5.08	2.69	0.41
ENSGALG00000005368	23.4	21.81	5.12	76.91
Locus_126971	0	0	0	2.41
Locus_77048	0	0.02	0	0.39
ENSGALG00000008856	6.21	0.89	0.75	4.43
CUFF.168234	0.2	0	0	0.14
CUFF.53254	0	0.1	0	0.37
ENSGALG00000006014	278.39	5.12	5.91	1.51
ENSGALG00000016851	14.73	5.63	2.99	8.53
ENSGALG00000019175	0	0	0	0.66
ENSGALG00000002002	107.25	71.13	49.12	92.4
blastnMouse.ENSMUSG00000092061	0	0	0	0
ENSGALG00000002942	22.55	31.4	16.76	126.17
ENSGALG00000000562	7.7	18.16	149.21	1.56
Locus_50214	0	0	0.09	0.34
Locus_80257	0	0.97	0.6	0.57
ENSGALG00000016040	22.44	48.69	22.83	17.99
ENSGALG00000015591	7.5	13.83	5.76	21.43
Locus_88370	0	0	0	0
ENSGALG00000023774	0.11	0.44	0.18	0.24
ENSGALG00000004860	100.52	22.75	17.09	1.33
ENSGALG00000022273	0.4	0	0	0
Locus_21529	0	0	0	4.73
ENSGALG00000006205	55	35.4	32.91	52.28
ENSGALG00000023374	4.15	4.88	12.22	3.08
ENSGALG00000001238	49.82	56.37	21.15	63.26
ENSGALG00000012137	195.64	177.21	32.7	199.6
ENSGALG00000006782	33.39	29.6	21.71	32.42
ENSGALG00000022345	0	0	0	0
ENSGALG00000006482	0.53	0.48	0.26	0.55
blastnHuman.ENSG00000236109	0	0	0	0
ENSGALG00000000433	50.85	2.97	10.11	15.9
ENSGALG00000015891	97.19	428.55	73.94	1283.15
ENSGALG00000021611	32.18	29.81	17.47	21.67
ENSGALG00000022048	0	0	0	0
ENSGALG00000008181	142.62	19.6	8.27	12.07
Locus_127960	0	0	0	0.1
ENSGALG00000012439	6.81	11.83	12.19	10.71
ENSGALG00000020416	0	0	0	0
ENSGALG00000016390	25.37	25.24	13.22	37.69
ENSGALG00000004485	0	0	0	0
ENSGALG00000012377	1.01	12.14	0.96	1.64
ENSGALG00000006818	15.38	14.2	7.11	9.97
ENSGALG00000001339	0	0	0	0
ENSGALG00000013436	3.15	1.94	2.36	1.49
Locus_97370	0.1	0.09	0.03	7.67
ENSGALG00000003533	17.57	28.75	35.53	20.37
ENSGALG00000012301	71.34	40.74	22.82	54.2
ENSGALG00000020003	22.3	10.71	8.84	14.54
ENSGALG00000005031	14.16	8.54	4.14	0.62
ENSGALG00000006728	2.33	0.46	0.39	32.9
ENSGALG00000014724	44.08	37.93	10.55	163.42
ENSGALG00000017317	2.01	22.13	23.32	39.15
Locus_28061	0	0.02	0	2.09
ENSGALG00000016887	73.77	103.69	40.64	610.58
Locus_118909	1.06	0	0	0
CUFF.45852	0	0	0	1.31
ENSGALG00000013967	2.68	22.06	7.21	15.63
ENSGALG00000003672	27.17	14.46	14.1	33.53
ENSGALG00000002869	0.03	0.39	0.92	0.47
ENSGALG00000000748	4.29	20.95	14.6	41.62
CUFF.84633	95.61	1.3	0.62	13.27
Locus_87910	0	0	0	0.94
ENSGALG00000004424	0.08	2.68	4.29	0.94
CUFF.72590	0	0	0	0.5
ENSGALG00000016382	2.17	3.35	3.8	2.78
ENSGALG00000009163	2.73	132.78	172.56	7.32
ENSGALG00000021019	0.09	0.04	1.7	7.5
ENSGALG00000014957	78.4	63.18	68.19	17.07
ENSGALG00000016865	12.05	21.03	10.53	27.1
Locus_127796	0	0.98	0.81	0
blastnGorilla.Locus_196861	0	0	0	0
Locus_102506	0	0	0	2.06
ENSGALG00000004626	394.65	388.29	207.05	248.87
ENSGALG00000016351	22.99	13.88	13.21	3.03
ENSGALG00000014734	3.33	1.92	1.5	3.21
ENSGALG00000002964	5.82	14.13	11.84	24.05
ENSGALG00000003228	35.53	78.4	36.85	94.88
ENSGALG00000004599	2.76	4.69	3.07	0.87
CUFF.124917	5.22	2.99	4.51	18
ENSGALG00000006307	17.76	14.34	11.83	95.18
ENSGALG00000024324	28.04	8.65	8.2	47.81
ENSGALG00000008844	11.33	25.28	27.96	9.61
ENSGALG00000002338	0.22	0.42	0.23	22.04
ENSGALG00000000777	11.29	16.21	18.17	31.57
ENSGALG00000021465	17.78	8.15	5.84	7.38
Locus_48424	0.11	2.64	1.4	0.1
Locus_19796	0	0	0	0.21
ENSGALG00000015670	0.34	3.4	2.46	0.04
Locus_49811	0	0.33	0	1.68
ENSGALG00000006636	0	0.01	0	0.87
ENSGALG00000007394	5.64	9.31	4.99	0.87
ENSGALG00000005978	0.02	0	0	0.09
ENSGALG00000002874	37.89	31.83	15.28	42.41
ENSGALG00000014988	1.98	0.34	1.8	0.75
ENSGALG00000010061	4.11	21.05	11.89	4.34
CUFF.144928	0	0.05	0.06	0.05
ENSGALG00000008984	162.14	51.33	23.16	18.16
CUFF.210098	0	0.07	0	0.18
ENSGALG00000014501	2.3	1.76	2.71	9.08
ENSGALG00000003485	5.53	8.31	24.33	5.1
ENSGALG00000014616	38.82	12.84	370.14	8.11
ENSGALG00000013036	347.4	31.63	32.84	114.87
Locus_50227	0	0	0	1.13
ENSGALG00000024401	3.31	0.12	0.03	0.15
ENSGALG00000000324	2.5	6.52	7.27	4.04
ENSGALG00000005483	16.06	4.72	12.22	8.11
Locus_97788	0.33	0.15	0	2.66
Locus_65907	0.31	0.07	0.85	0
ENSGALG00000017194	2.43	2.16	1.91	7.59
Locus_98649	0	0	0	0.2
ENSGALG00000003495	18.1	17	29.32	11.94
ENSGALG00000010717	0	0.11	0.03	32.28
ENSGALG00000016271	324.35	73.34	71.68	28.59
ENSGALG00000019832	5.68	10.85	26.78	2.33
ENSGALG00000019231	1.56	1.68	2.47	0.76
Locus_27923	0	0	0	3.14
ENSGALG00000007948	73.38	1.86	0.27	2.1
Locus_99601	0	0	0	0.87
ENSGALG00000016429	24.91	23.69	5.7	249.19
ENSGALG00000016442	2.63	2.27	1.56	58.17
ENSGALG00000016622	22.53	12.34	6.69	2.51
ENSGALG00000022387	0	0	0	0
ENSGALG00000024220	0	0	0	0
ENSGALG00000004200	17.71	17.62	16.37	14.74
ENSGALG00000017333	12.68	16.7	12.51	18.96
ENSGALG00000001325	0	0.01	0	4.07
ENSGALG00000016413	34.57	50.07	28.86	15.62
ENSGALG00000016590	0.66	2.47	5	0.09
Locus_80128	0.08	1.44	0.08	0.1
blastnOpossum.Locus_320695	0	0.11	0	1.33
Locus_118378	0.19	0.22	0	0.33
ENSGALG00000003585	0.4	0	0	0.11
ENSGALG00000013557	5.21	8.06	8.79	3.4
blastnMouse.Locus_71054	0	0	0	0
ENSGALG00000004438	4.73	22.43	27.42	3.63
CUFF.59693	0	0.02	0	0.92
Locus_98690	0	1.76	1.38	0.06
ENSGALG00000023882	0.88	2.65	24.83	0.27
Locus_50084	0	0	0	2.76
Locus_48913	0	0.08	0	1.09
Locus_110826	0	0.12	0	0
ENSGALG00000015545	1.65	0.45	0.57	1.24
ENSGALG00000011332	3.72	8.62	7.94	6.85
Locus_127278	0	0	0	0.05
ENSGALG00000005402	0.13	0.63	1.69	6.12
ENSGALG00000015186	0.71	5.55	6.14	5.97
ENSGALG00000004443	9.24	5.47	0	6.13
ENSGALG00000005599	0.78	0.1	0.03	0
ENSGALG00000024416	10.37	11.79	26.85	7.84
CUFF.112350	6.46	0.88	6.77	1.25
ENSGALG00000011493	87.96	23.84	6.67	14.84
ENSGALG00000020498	0	0.02	0.05	0
ENSGALG00000000805	0	0	0	1.01
ENSGALG00000009476	7.2	19.68	19.93	4.42
ENSGALG00000004842	39.18	11.66	13.11	23.55
ENSGALG00000008084	128.01	45.3	34.96	149.19
ENSGALG00000003820	154.66	68.63	92.14	33.93
Locus_97538	0.07	0	0	5.88
ENSGALG00000008021	18.07	23.49	49.31	51.18
ENSGALG00000007041	3.45	4.74	3.72	8.24
ENSGALG00000017073	0.48	4.53	1.71	15.79
ENSGALG00000002615	8.11	15.85	17.98	8.17
ENSGALG00000014168	17.91	8.05	4.56	20.38
ENSGALG00000008613	42.96	26	43.23	36.05
Locus_49604	0	0	0	3.78
ENSGALG00000006352	0.82	1.34	31.38	0.22
Locus_87455	0.22	4.17	0.84	0.56
ENSGALG00000007759	84.61	2.36	7.6	18.87
ENSGALG00000007226	8.07	2.68	0.29	1.68
ENSGALG00000009626	2.39	23	31.06	27.39
ENSGALG00000001862	0.49	3.18	1.16	15.33
Locus_87606	0	0	0	0.11
Locus_99739	2.09	0	0	0
ENSGALG00000010158	18.3	17.86	9.45	25.37
ENSGALG00000015430	12.31	7.73	11.82	3.99
ENSGALG00000008419	62.34	107.92	61.05	248.51
Locus_117838	0.2	0	0.34	0.09
CUFF.210696	0	0	0	0.18
ENSGALG00000003354	4.99	0.05	0.1	0.04
ENSGALG00000013995	0	0	0	0
ENSGALG00000006691	40.37	38.79	150.13	23.79
ENSGALG00000017021	2.69	0.68	0.01	7.78
ENSGALG00000001845	11.64	11.47	9.95	93.88
ENSGALG00000007803	0.21	0.03	0.04	0.02
ENSGALG00000006382	5	13.16	5.72	4.42
ENSGALG00000023977	0	0	0	0
Locus_18976	0	0	0	2.96
ENSGALG00000003155	2.48	4.9	5.31	13.5
ENSGALG00000003391	26.86	26.35	18.05	42.61
Locus_65843	0.14	0.39	1.72	0.36
ENSGALG00000007076	20.17	8.05	8.29	4.54
ENSGALG00000010074	22.77	42.36	17.63	129.94
ENSGALG00000008749	19.33	25.33	24.22	15.09
ENSGALG00000008064	99.4	29.52	19.35	270.21
ENSGALG00000021022	0.93	61.37	4.69	0.97
ENSGALG00000007311	0	0.35	1.74	0.82
ENSGALG00000024065	57.7	20.32	38.59	6.09
ENSGALG00000012092	9.12	11.42	3	6.83
ENSGALG00000015258	18.28	16.36	22.54	24.87
CUFF.222172	0	0	0	0.45
ENSGALG00000000788	0	0	0	0.18
ENSGALG00000009356	36.47	40.83	9.39	147.44
CUFF.10700	0	0.14	0	0
Locus_49843	0	0.3	0.55	0
CUFF.55360	0.41	0	0	0.26
Locus_118359	0.73	0	0	5.23
Locus_27836	0	0	0	3.06
ENSGALG00000017177	14.09	15.21	7.7	34.25
Locus_29129	0	0	0	1.45
ENSGALG00000008808	55.18	64.07	36.82	193.79
Locus_128036	0	0	0.08	0.26
ENSGALG00000005135	110.37	43.49	89.75	47.63
ENSGALG00000010324	16.01	18.22	9.77	18.78
ENSGALG00000012813	134.51	235.83	49.67	126
Locus_126485	2.28	0.07	0.09	0.35
ENSGALG00000014912	0	0.15	0.66	0.07
Locus_29013	0	0.19	0.11	4.44
ENSGALG00000000742	1.15	4.67	9.64	16.35
Locus_46828	0	0	0	2.82
ENSGALG00000023150	0	0.1	0	0
Locus_83875	0	0	0	1.07
CUFF.44231	0	0	0	0.25
