Chromosome Name	Gene Start (bp)	Gene End (bp)	Ensembl Gene ID	Associated Gene Name
3	58440499	58447794	ENSPTRG00000030221	PDE12
1	53662922	53669337	ENSPTRG00000000752	C1H1ORF123
4	67844075	68411704	ENSPTRG00000016092	LPHN3
17	16050230	16055396	ENSPTRG00000009158	KRT33A
11	63919898	63938020	ENSPTRG00000003905	SART1
9	96989781	97046947	ENSPTRG00000021176	TBC1D2
3	58457090	58482945	ENSPTRG00000015051	ARF4
20	42230736	42232526	ENSPTRG00000013540	SLPI
2A	49460111	49531727	ENSPTRG00000011912	
1	53675661	53687169	ENSPTRG00000000753	MAGOH
20	42271673	42289497	ENSPTRG00000013541	MATN4
4	72852544	72933018	ENSPTRG00000016090	IGFBP7
17	16092186	16093734	ENSPTRG00000041929	KRTAP16-1
7	103147236	103152570	ENSPTRG00000039836	
10	73432165	73627970	ENSPTRG00000002652	KAT6B
7	103155246	103169430	ENSPTRG00000040633	
1	53694395	53777167	ENSPTRG00000000754	LRP8
7	103162103	103169933	ENSPTRG00000028440	
16	65704736	65717670	ENSPTRG00000008192	BEAN1
7	103175785	103181323	ENSPTRG00000022966	POLR2J2
16	65719956	65720562	ENSPTRG00000042300	
4	72932940	72986007	ENSPTRG00000016089	POLR2B
16	65743850	65786982	ENSPTRG00000008193	TK2
7	104220670	104280623	ENSPTRG00000019543	FAM185A
3	58511651	58579711	ENSPTRG00000015052	DENND6A
5	149323614	149478740	ENSPTRG00000017389	HTR4
8	122628716	122793678	ENSPTRG00000034198	FER1L6
12	40241341	40246439	ENSPTRG00000012950	TUBA1B
9	97082369	97505551	ENSPTRG00000021177	GABBR2
2A	49743707	49937427	ENSPTRG00000011914	FSHR
7	104286815	104550230	ENSPTRG00000019544	FBXL13
9	97530363	97589190	ENSPTRG00000021178	ANKS6
14	55095753	55278908	ENSPTRG00000006379	PELI2
2B	183326621	183546487	ENSPTRG00000012693	CCDC141
3	58645013	58819511	ENSPTRG00000015053	SLMAP
14	55554016	55625054	ENSPTRG00000006380	TMEM260
1	53909577	53917683	ENSPTRG00000000755	DMRTB1
20	42288022	42301293	ENSPTRG00000013542	RBPJL
2A	54512123	54633149	ENSPTRG00000011916	ASB3
19	13000844	13004949	ENSPTRG00000010536	C19ORF43
1	53958095	54194709	ENSPTRG00000000756	GLIS1
17	16133772	16134296	ENSPTRG00000009154	
9	97605348	97648490	ENSPTRG00000021180	GALNT12
17	16144543	16145622	ENSPTRG00000009156	KRTAP9-3
19	13008047	13019029	ENSPTRG00000010537	ASNA1
17	16151084	16151578	ENSPTRG00000034222	
17	16164624	16165403	ENSPTRG00000022647	KRTAP9-1
17	16167933	16177368	ENSPTRG00000023612	
19	13024204	13030051	ENSPTRG00000010538	BEST2
4	72987903	73001544	ENSPTRG00000016088	NOA1
17	16187019	16187636	ENSPTRG00000030941	KRTAP4-3
9	97744586	97874640	ENSPTRG00000029189	COL15A1
15	48903709	48942142	ENSPTRG00000007077	SCG3
11	63956496	63958288	ENSPTRG00000042604	EIF1AD
8	122987909	123045664	ENSPTRG00000020565	TMEM65
17	16194753	16195478	ENSPTRG00000040118	KRTAP4-2
11	63969962	63971463	ENSPTRG00000003908	CST6
8	123145222	123159102	ENSPTRG00000020567	RNF139
7	104386125	104419172	ENSPTRG00000019545	LRRC17
5	149846656	149905373	ENSPTRG00000017392	SH3TC2
8	123212743	123223635	ENSPTRG00000020569	NDUFB9
17	16207471	16208136	ENSPTRG00000030940	KRTAP4-5
11	63974735	63984757	ENSPTRG00000003909	CATSPER
17	16217952	16218620	ENSPTRG00000030939	KRTAP4-6
4	73019969	73059556	ENSPTRG00000016087	REST
1	54227834	54299149	ENSPTRG00000000757	TMEM48
17	16234682	16235287	ENSPTRG00000041902	
7	104550802	104575207	ENSPTRG00000019546	ARMC10
10	73632852	73653404	ENSPTRG00000002653	DUPD1
19	13034863	13045800	ENSPTRG00000010539	HOOK2
20	42308787	42331968	ENSPTRG00000013543	SDC4
17	16240520	16241772	ENSPTRG00000030937	
16	65789131	65803188	ENSPTRG00000031191	CKLF
10	73688831	73703585	ENSPTRG00000002655	DUSP13
8	123224445	123401187	ENSPTRG00000020570	MTSS1
17	16253167	16253754	ENSPTRG00000040477	
2B	183598264	183760584	ENSPTRG00000012695	SESTD1
4	73153871	73166132	ENSPTRG00000016086	SPINK2
17	16256940	16257657	ENSPTRG00000033707	KRTAP4-16P
17	16261071	16261721	ENSPTRG00000030935	
17	16306757	16307248	ENSPTRG00000009149	
2A	54613519	54621258	ENSPTRG00000011917	CHAC2
11	64000737	64004095	ENSPTRG00000003911	GAL3ST3
17	16320539	16321072	ENSPTRG00000039138	
20	42346607	42352414	ENSPTRG00000032508	SYS1
4	73302728	73336379	ENSPTRG00000016084	HOPX
17	16327084	16335291	ENSPTRG00000009145	KRTAP1-5
7	104575342	104626839	ENSPTRG00000019547	NAPEPLD
2A	54633071	54665651	ENSPTRG00000011918	ERLEC1
5	149983927	150103681	ENSPTRG00000017393	ABLIM3
11	64011011	64028042	ENSPTRG00000003912	SF3B2
19	13066867	13071688	ENSPTRG00000010541	PRDX2
9	97909849	97958840	ENSPTRG00000021182	TGFBR1
17	16376253	16382643	ENSPTRG00000030928	KRT40
3	58901813	59065212	ENSPTRG00000015054	FLNB
15	48945332	48960992	ENSPTRG00000007078	LYSMD2
16	65803348	65816013	ENSPTRG00000008195	CMTM1
4	73461727	73481535	ENSPTRG00000023347	ARL9
20	42357072	42361584	ENSPTRG00000013545	TP53TG5
7	104794456	104809391	ENSPTRG00000019551	PMPCB
15	48990521	49043430	ENSPTRG00000007079	TMOD2
12	40242260	40243091	ENSPTRG00000032505	
4	73525734	73550966	ENSPTRG00000016081	PAICS
14	55779995	55789757	ENSPTRG00000006381	OTX2
17	16393627	16402165	ENSPTRG00000023017	KRT39
10	73706022	73772348	ENSPTRG00000002656	SAMD8
12	40263928	40277939	ENSPTRG00000004899	LMBR1L
20	42389264	42394243	ENSPTRG00000013544	DBNDD2
16	65816488	65824945	ENSPTRG00000008197	CMTM2
8	123649741	123655818	ENSPTRG00000020571	ZNF572
9	98020392	98026270	ENSPTRG00000021183	ALG2
10	73833959	73836309	ENSPTRG00000002658	COMTD1
2B	183940840	184060511	ENSPTRG00000012696	ZNF385B
17	16423519	16438297	ENSPTRG00000009137	KRT23
14	56024454	56025042	ENSPTRG00000041687	
8	123675760	123699757	ENSPTRG00000020572	SQLE
16	65843342	65849394	ENSPTRG00000008198	CMTM3
14	56197282	56263548	ENSPTRG00000023297	EXOC5
9	98026584	98034898	ENSPTRG00000021184	SEC61B
20	42400352	42410510	ENSPTRG00000013547	PIGT
16	65850269	65933600	ENSPTRG00000008199	CMTM4
2B	184444787	184506950	ENSPTRG00000012698	CWC22
9	98630154	98668696	ENSPTRG00000021186	NR4A3
15	49056724	49140069	ENSPTRG00000007080	TMOD3
10	73998695	74001926	ENSPTRG00000029870	ZNF503
16	65961386	65990135	ENSPTRG00000008200	DYNC1LI2
19	13076227	13083260	ENSPTRG00000010542	RNASEH2A
3	59087053	59105374	ENSPTRG00000015055	DNASE1L3
10	74004210	74008636	ENSPTRG00000041558	
9	98712689	98776863	ENSPTRG00000021187	STX17
10	74032782	75166061	ENSPTRG00000002660	C10H10orf11
4	73551471	73592605	ENSPTRG00000016080	PPAT
10	76339603	76343600	ENSPTRG00000039047	ZNF532
8	123701745	123769264	ENSPTRG00000020573	KIAA0196
11	64026537	64028617	ENSPTRG00000041762	
11	64029484	64204795	ENSPTRG00000003913	PACS1
15	49165958	49199626	ENSPTRG00000007081	LEO1
6	33613827	33621848	ENSPTRG00000018034	RXRB
10	76400088	76543895	ENSPTRG00000002663	DLG5
16	65993501	66039437	ENSPTRG00000008201	CCDC79
3	59150833	59186108	ENSPTRG00000015056	ABHD6
3	59202730	59210272	ENSPTRG00000015057	RPP14
1	54311822	54350970	ENSPTRG00000000759	YIPF1
19	13095234	13105712	ENSPTRG00000010543	RTBDN
3	59225676	59319398	ENSPTRG00000015058	PXK
12	40307144	40312465	ENSPTRG00000004897	RHEBL1
14	56263537	56285001	ENSPTRG00000006384	AP5M1
9	98785781	98907009	ENSPTRG00000021188	ERP44
2A	54700187	54706985	ENSPTRG00000039388	GPR75
2A	54711030	54817695	ENSPTRG00000011920	PSME4
4	73600710	73652909	ENSPTRG00000016079	AASDH
19	13108850	13144520	ENSPTRG00000010545	MAST1
7	104809496	104841830	ENSPTRG00000019552	DNAJC2
17	16479047	16488408	ENSPTRG00000009135	KRT20
15	49247982	49296463	ENSPTRG00000020224	MAPK6
12	40321833	40354885	ENSPTRG00000004896	KMT2D
1	54331887	54332945	ENSPTRG00000005405	
14	56383841	56406001	ENSPTRG00000006385	NAA30
1	54354586	54371539	ENSPTRG00000000761	DIO1
17	16497084	16503133	ENSPTRG00000009134	KRT12
16	66040699	66069804	ENSPTRG00000024077	NAE1
6	33622439	33625116	ENSPTRG00000018035	SLC39A7
15	49325832	49326284	ENSPTRG00000003397	
15	49340685	49343812	ENSPTRG00000007083	BCL2L10
15	49353432	49418944	ENSPTRG00000007084	GNB5
17	16529514	16530288	ENSPTRG00000009133	
17	16542302	16546769	ENSPTRG00000009132	KRT10
6	33625795	33627985	ENSPTRG00000018036	HSD17B8
2B	185994990	186075510	ENSPTRG00000012700	ITGA4
5	150115064	150186589	ENSPTRG00000017394	AFAP1L1
14	56464213	56486918	ENSPTRG00000006386	C14orf105
17	16564951	16572719	ENSPTRG00000009131	KRT28
19	13145626	13151380	ENSPTRG00000010546	DNASE2
11	64217792	64227956	ENSPTRG00000003914	KLC2
10	76483897	76485088	ENSPTRG00000029868	
10	76596509	76648403	ENSPTRG00000002664	POLR3A
1	54382033	54407163	ENSPTRG00000000762	HSPB11
20	42455094	42467734	ENSPTRG00000013549	WFDC2
14	56576738	56609533	ENSPTRG00000006387	SLC35F4
17	16582343	16588063	ENSPTRG00000009130	KRT27
19	13154426	13157213	ENSPTRG00000010547	KLF1
6	33629658	33634264	ENSPTRG00000018037	RING1
14	57020763	57308735	ENSPTRG00000006388	C14ORF37
15	49428588	49534226	ENSPTRG00000007085	MYO5C
9	98907190	99110072	ENSPTRG00000021189	INVS
8	123769286	124048814	ENSPTRG00000020574	NSMCE2
19	13161569	13170616	ENSPTRG00000010548	GCDH
17	16592704	16598620	ENSPTRG00000030927	KRT26
1	54408494	54431983	ENSPTRG00000000763	LRRC42
20	42498281	42501438	ENSPTRG00000013550	SPINT3
4	73660668	73822827	ENSPTRG00000016078	KIAA1211
20	42525840	42535749	ENSPTRG00000013552	
7	104844480	104866291	ENSPTRG00000019553	PSMC2
8	124111816	124121162	ENSPTRG00000020576	TRIB1
8	125231559	125237583	ENSPTRG00000020578	FAM84B
8	126417531	126422896	ENSPTRG00000020581	MYC
12	40356762	40374177	ENSPTRG00000004895	PRKAG1
17	16611143	16618381	ENSPTRG00000009129	KRT25
14	57217820	57251392	ENSPTRG00000006389	ACTR10
8	128411889	128441243	ENSPTRG00000020584	GSDMC
20	42540052	42569954	ENSPTRG00000013553	WFDC8
6	33671771	33693856	ENSPTRG00000018038	VPS52
8	128501606	128602527	ENSPTRG00000020585	FAM49B
4	73971570	74044580	ENSPTRG00000016077	CEP135
3	59321882	59328120	ENSPTRG00000015059	PDHB
17	16662668	16668376	ENSPTRG00000009128	KRT24
2B	186074491	186195343	ENSPTRG00000012701	CERKL
20	42599214	42622671	ENSPTRG00000013554	WFDC9
15	49545412	49773139	ENSPTRG00000023562	MYO5A
4	74091805	74143283	ENSPTRG00000023159	EXOC1
10	76653177	76657383	ENSPTRG00000002666	RPS24
20	42621149	42622599	ENSPTRG00000013555	WFDC10A
11	64228682	64237570	ENSPTRG00000003915	RAB1B
5	150190204	150199325	ENSPTRG00000017396	GRPEL2
20	42638540	42640413	ENSPTRG00000013557	WFDC11
8	128716490	129070857	ENSPTRG00000020587	ASAP1
1	54438982	54453001	ENSPTRG00000018253	HNRNPA3
1	54486784	54496035	ENSPTRG00000030591	LDLRAD1
20	42673039	42701246	ENSPTRG00000013558	WFDC10B
17	16701503	16711034	ENSPTRG00000034332	
5	150202744	150214391	ENSPTRG00000017397	PCYOX1L
20	42697632	42705024	ENSPTRG00000013559	WFDC13
20	42718593	42722096	ENSPTRG00000013560	SPINT4
7	104871129	104942711	ENSPTRG00000019554	SLC26A5
17	16718131	16738996	ENSPTRG00000022902	SMARCE1
20	42768671	42786351	ENSPTRG00000013562	WFDC3
1	54509543	54531211	ENSPTRG00000000764	TMEM59
5	150218998	150223878	ENSPTRG00000017399	IL17B
12	40377199	40381359	ENSPTRG00000004894	DDN
9	99110994	99162930	ENSPTRG00000021192	TEX10
20	42794783	42805325	ENSPTRG00000013563	DNTTIP1
12	40393861	40398028	ENSPTRG00000004893	WNT1
5	150339966	150396419	ENSPTRG00000017401	CSNK1A1
11	64238320	64244296	ENSPTRG00000003916	CNIH2
10	77829578	77946279	ENSPTRG00000002668	ZMIZ1
20	42808889	42812836	ENSPTRG00000013564	UBE2C
12	40404582	40411477	ENSPTRG00000004892	WNT10B
19	13169434	13192793	ENSPTRG00000010549	SYCE2
11	64244665	64249251	ENSPTRG00000003917	YIF1A
19	13196014	13207592	ENSPTRG00000010550	FARSA
12	40419491	40440833	ENSPTRG00000004891	ARF3
20	42819429	42824340	ENSPTRG00000030540	TNNC2
8	129457603	129720012	ENSPTRG00000020589	ADCY8
16	66083203	66093317	ENSPTRG00000008203	CA7
12	40451472	40455070	ENSPTRG00000004890	FKBP11
1	54532095	54577813	ENSPTRG00000000765	TCEANC2
4	74375399	74412318	ENSPTRG00000016074	NMU
17	16801477	16812378	ENSPTRG00000009125	CCR7
20	42831058	42838367	ENSPTRG00000013566	SNX21
5	150426749	150480743	ENSPTRG00000017402	ARHGEF37
17	16875338	16894203	ENSPTRG00000009124	TNS4
6	33693993	33698431	ENSPTRG00000018039	
9	99256979	99266039	ENSPTRG00000038720	TMEFF1
1	54582529	54582920	ENSPTRG00000033684	
16	66118633	66126609	ENSPTRG00000008204	PDP2
9	99290225	99397537	ENSPTRG00000021194	TMEFF1
1	54620969	54634356	ENSPTRG00000034216	CDCP2
10	77979434	77987291	ENSPTRG00000002669	PPIF
12	40455455	40472002	ENSPTRG00000004889	CCDC65
16	66148044	66158912	ENSPTRG00000008205	CDH16
1	54652616	54675978	ENSPTRG00000000766	CYB5RL
20	42838748	42855151	ENSPTRG00000013567	ACOT8
17	16914552	16928819	ENSPTRG00000009123	IGFBP4
6	33701028	33711920	ENSPTRG00000018040	WDR46
14	57261743	57289047	ENSPTRG00000006390	PSMA3
4	74415313	74453774	ENSPTRG00000016073	PDCL2
9	99397958	99407779	ENSPTRG00000021195	MURC
9	100003888	100150155	ENSPTRG00000021197	
17	16928426	17121356	ENSPTRG00000009117	WIPF2
4	74463481	74577602	ENSPTRG00000016072	CLOCK
12	40510258	40519241	ENSPTRG00000004888	RND1
2A	54969825	55129051	ENSPTRG00000011921	ACYP2
20	42855323	42876549	ENSPTRG00000013568	ZSWIM3
2B	186212987	186217024	ENSPTRG00000012702	NEUROD1
1	54680422	54698809	ENSPTRG00000000769	MRPL37
8	130585826	130696522	ENSPTRG00000020591	EFR3A
11	64252114	64256895	ENSPTRG00000003918	TMEM151A
5	150579638	150706016	ENSPTRG00000017403	PPARGC1B
2B	186431841	186473030	ENSPTRG00000012703	SSFA2
17	16956123	16986691	ENSPTRG00000009122	TOP2A
3	59392707	59397231	ENSPTRG00000015060	KCTD6
11	64292208	64296573	ENSPTRG00000003919	RIN1
2A	55194253	55224919	ENSPTRG00000011923	C2orf73
20	42880056	42881513	ENSPTRG00000030539	
20	42885290	42886397	ENSPTRG00000013570	SPATA25
3	59400071	59436465	ENSPTRG00000015061	ACOX2
20	42887423	42890055	ENSPTRG00000013571	NEURL2
12	40525351	40547045	ENSPTRG00000004887	DDX23
20	42897078	42909817	ENSPTRG00000013573	PLTP
2A	55320143	55528813	ENSPTRG00000011924	SPTBN1
10	78014328	78079379	ENSPTRG00000002670	ZCCHC24
11	64297713	64305121	ENSPTRG00000003920	BRMS1
9	100197708	100206785	ENSPTRG00000021198	BAAT
1	54709664	54888544	ENSPTRG00000000770	SSBP3
9	100224856	100234393	ENSPTRG00000021199	MRPL50
3	59461207	59474837	ENSPTRG00000015062	FAM107A
10	78222418	78228710	ENSPTRG00000002680	
9	100234622	100245422	ENSPTRG00000021200	ZNF189
17	17011578	17014407	ENSPTRG00000009121	GJD3
17	17018596	17033038	ENSPTRG00000009120	RARA
10	78307856	78322107	ENSPTRG00000002678	TMEM254
9	100256367	100271607	ENSPTRG00000021201	ALDOB
5	150711632	150797388	ENSPTRG00000017404	PDE6A
14	57292319	57293245	ENSPTRG00000041143	
12	40547874	40558478	ENSPTRG00000004886	CACNB3
14	57315587	57390802	ENSPTRG00000006393	ARID4A
6	33712028	33713325	ENSPTRG00000018041	PFDN6
17	17073251	17088676	ENSPTRG00000009119	CDC6
3	59528981	59565812	ENSPTRG00000022801	FAM3D
10	79486503	79490996	ENSPTRG00000002673	SFTPA1
2B	186527928	186674449	ENSPTRG00000012705	PPP1R1C
11	64305383	64307703	ENSPTRG00000003921	B3GNT1
4	74583933	74613892	ENSPTRG00000016071	TMEM165
11	64322559	64331852	ENSPTRG00000003922	SLC29A2
16	66161364	66165272	ENSPTRG00000008207	RRAD
19	13212523	13217908	ENSPTRG00000010551	CALR
3	59642842	59945343	ENSPTRG00000015064	C3orf67
6	33714047	33721860	ENSPTRG00000018042	RGL2
8	130707189	130769293	ENSPTRG00000020592	
1	54717590	54717887	ENSPTRG00000030587	
2B	186691331	187082514	ENSPTRG00000012706	PDE1A
1	55033844	55121460	ENSPTRG00000000771	ACOT11
17	17183214	17197821	ENSPTRG00000009116	RAPGEFL1
5	150813721	150841400	ENSPTRG00000017405	SLC26A2
16	66172189	66174544	ENSPTRG00000008208	FAM96B
4	74637577	74665314	ENSPTRG00000016070	SRD5A3
5	150847140	150854660	ENSPTRG00000017407	TIGD6
19	13220008	13228279	ENSPTRG00000010552	RAD23A
5	150854612	150909092	ENSPTRG00000017408	HMGXB3
2A	55584248	55828725	ENSPTRG00000034390	EML6
16	66174587	66186350	ENSPTRG00000008209	CES2
9	100311032	100312802	ENSPTRG00000021202	TMEM246
4	74889244	74936609	ENSPTRG00000016069	KDR
3	60650713	60917577	ENSPTRG00000015065	FHIT
3	62489267	63227904	ENSPTRG00000015067	PTPRG
9	100366756	100396044	ENSPTRG00000021203	RNF20
10	79548909	79551757	ENSPTRG00000002671	SFTPA2
19	13228820	13231886	ENSPTRG00000010553	GADD45GIP1
7	104970671	105492057	ENSPTRG00000019557	RELN
12	40600480	40609632	ENSPTRG00000004885	ADCY6
19	13241939	13247043	ENSPTRG00000010554	DAND5
2A	55830821	55909374	ENSPTRG00000011926	RTN4
19	13288256	13360056	ENSPTRG00000010555	NFIX
10	79596660	79597395	ENSPTRG00000029858	
10	79615626	79633879	ENSPTRG00000002682	MAT1A
17	17207407	17238752	ENSPTRG00000009115	CASC3
8	130812119	131170674	ENSPTRG00000020594	KCNQ3
12	40612438	40651992	ENSPTRG00000041051	
14	57413199	57425917	ENSPTRG00000024265	TOMM20L
12	40661290	40685749	ENSPTRG00000004883	CCNT1
9	100403162	100575100	ENSPTRG00000023608	GRIN3A
14	57425866	57445450	ENSPTRG00000006394	TIMM9
16	66217916	66232191	ENSPTRG00000008210	CES3
5	150912221	150943261	ENSPTRG00000017409	CSF1R
14	57445584	57567094	ENSPTRG00000006395	KIAA0586
1	55093547	55108843	ENSPTRG00000000772	FAM151A
17	17243630	17257997	ENSPTRG00000009114	MSL1
6	33724185	33736823	ENSPTRG00000018043	TAPBP
15	49795263	49813253	ENSPTRG00000042183	ARPP19
19	13365538	13367126	ENSPTRG00000010556	LYL1
3	63057791	63058195	ENSPTRG00000038955	
10	79679801	79701241	ENSPTRG00000002683	DYDC1
19	13370864	13383023	ENSPTRG00000010557	TRMT1
15	49825459	49896225	ENSPTRG00000007089	FAM214A
3	63253369	63267992	ENSPTRG00000015070	C3ORF14
12	40696922	40726191	ENSPTRG00000004882	KANSL2
11	64374918	64380604	ENSPTRG00000003923	NPAS4
2B	187277637	187342252	ENSPTRG00000012707	DNAJC10
10	79701288	79712520	ENSPTRG00000002684	DYDC2
5	151024546	151043204	ENSPTRG00000017411	CDX1
9	101425944	101520106	ENSPTRG00000029180	
3	63304789	63308110	ENSPTRG00000015071	FEZF2
1	55140237	55202178	ENSPTRG00000000773	
9	101855765	101866088	ENSPTRG00000022817	CYLC2
10	79745092	79771807	ENSPTRG00000002685	FAM213A
5	151048648	151081256	ENSPTRG00000017413	SLC6A7
6	33736870	33740198	ENSPTRG00000018044	ZBTB22
8	131259088	131361730	ENSPTRG00000020595	LRRC6
3	63334131	63812838	ENSPTRG00000015072	CADPS
9	102948312	102993658	ENSPTRG00000021207	SMC2
16	66301872	66370236	ENSPTRG00000042433	CBFB
6	33741020	33745833	ENSPTRG00000018045	DAXX
16	66322886	66520103	ENSPTRG00000008223	FHOD1
17	17280634	17288989	ENSPTRG00000009113	NR1D1
12	40814294	40815806	ENSPTRG00000004881	LALBA
11	64389338	64393097	ENSPTRG00000003924	MRPL11
12	40858541	40860919	ENSPTRG00000023679	OR8S1
12	40884584	40884972	ENSPTRG00000004879	
12	40915586	40916470	ENSPTRG00000042181	
12	41017822	41028695	ENSPTRG00000004878	ZNF641
8	131397534	131447787	ENSPTRG00000020596	TMEM71
4	75292774	75374630	ENSPTRG00000016067	KIT
10	79792832	79858342	ENSPTRG00000002686	TSPAN14
17	17288391	17305609	ENSPTRG00000009112	THRA
12	41162091	41163030	ENSPTRG00000029704	
12	41204591	41205442	ENSPTRG00000042454	
11	64419143	64429601	ENSPTRG00000003925	PELI3
8	131586026	131833207	ENSPTRG00000020599	TG
17	17327162	17361350	ENSPTRG00000009111	MED24
6	33818441	33836780	ENSPTRG00000018047	KIFC1
5	151081647	151151776	ENSPTRG00000017414	CAMK2A
12	41208058	41217969	ENSPTRG00000004875	ASB8
15	49998404	50033428	ENSPTRG00000007090	ONECUT1
7	105628364	105706550	ENSPTRG00000019561	ORC5
5	151158499	151164825	ENSPTRG00000017415	ARSI
12	41219364	41246799	ENSPTRG00000004874	PFKM
5	151218953	151241120	ENSPTRG00000017416	TCOF1
15	50760206	51017527	ENSPTRG00000007092	WDR72
11	64461691	64487411	ENSPTRG00000003926	
5	151263204	151274432	ENSPTRG00000017417	CD74
2A	56033187	56083009	ENSPTRG00000011927	CLHC1
19	13403222	13406421	ENSPTRG00000010558	NACC1
19	13412517	13419197	ENSPTRG00000010559	STX10
17	17363618	17366071	ENSPTRG00000024346	CSF3
10	79874514	79980957	ENSPTRG00000002687	SH2D4B
16	66380463	66419011	ENSPTRG00000008214	C16ORF70
2A	56093023	56096950	ENSPTRG00000011928	RPS27A
16	66425957	66432442	ENSPTRG00000008215	TRADD
19	13421919	13423727	ENSPTRG00000010560	
10	81213402	82353658	ENSPTRG00000002689	NRG3
8	131730856	131754490	ENSPTRG00000020601	SLA
19	13477412	13779509	ENSPTRG00000010561	CACNA1A
6	33837881	33843330	ENSPTRG00000018049	PHF1
16	66432494	66436193	ENSPTRG00000008216	FBXL8
3	64202693	64544023	ENSPTRG00000015073	SYNPR
17	17384298	17401951	ENSPTRG00000009109	PSMD3
4	75736918	75761643	ENSPTRG00000016066	PDGFRA
11	64480669	64500681	ENSPTRG00000003927	ZDHHC24
16	66436786	66441969	ENSPTRG00000034007	HSF4
2A	56097700	56124969	ENSPTRG00000011929	MTIF2
4	75934013	75935625	ENSPTRG00000016065	GSX2
11	64518755	64523885	ENSPTRG00000003929	CTSF
14	57659875	57670164	ENSPTRG00000006397	DACT1
8	131887524	131926256	ENSPTRG00000020602	WISP1
4	75971606	76025414	ENSPTRG00000016064	CHIC2
2A	56150483	56283942	ENSPTRG00000011931	CCDC88A
3	64582172	64593638	ENSPTRG00000015074	SNTN
14	58227979	58408374	ENSPTRG00000006398	DAAM1
3	64745495	64771065	ENSPTRG00000015075	C3orf49
5	151307598	151313121	ENSPTRG00000017418	RPS14
1	55207785	55234102	ENSPTRG00000041368	TTC4
3	64759891	64789635	ENSPTRG00000015076	THOC7
10	83530758	83544865	ENSPTRG00000002691	GHITM
15	51278141	51895388	ENSPTRG00000007093	UNC13C
4	76440746	76580918	ENSPTRG00000016062	LNX1
7	105826699	106397800	ENSPTRG00000019562	LHFPL3
8	131936400	132001310	ENSPTRG00000020603	NDRG1
16	66447021	66451110	ENSPTRG00000031185	KIAA0895L
6	33843423	33845160	ENSPTRG00000018050	CUTA
16	66454881	66460715	ENSPTRG00000008218	EXOC3L1
5	151372056	151422877	ENSPTRG00000017419	NDST1
7	106164248	106166205	ENSPTRG00000040264	
3	64790905	64929168	ENSPTRG00000015077	ATXN7
7	106504923	106603652	ENSPTRG00000019563	MLL5
9	103380462	103381501	ENSPTRG00000021209	
9	103471661	103472618	ENSPTRG00000021214	
9	103603798	103616202	ENSPTRG00000021217	NIPSNAP3A
4	76581250	76664018	ENSPTRG00000016060	FIP1L1
6	33846941	33880589	ENSPTRG00000033928	SYNGAP1
11	64545025	64557172	ENSPTRG00000003931	CCS
11	64570154	64583511	ENSPTRG00000003932	RBM14
3	64936119	64949261	ENSPTRG00000015078	PSMD6
2B	187397753	187430883	ENSPTRG00000012708	FRZB
14	58505974	58514454	ENSPTRG00000006399	C14ORF149
14	58515212	58535503	ENSPTRG00000006400	JKAMP
16	66462737	66470387	ENSPTRG00000031180	E2F4
1	55248319	55255947	ENSPTRG00000000776	PARS2
9	103620284	103630122	ENSPTRG00000021218	NIPSNAP3B
1	55273080	55294266	ENSPTRG00000000777	TTC22
11	64592697	64600522	ENSPTRG00000003934	RBM4
12	41258070	41321733	ENSPTRG00000004872	SENP1
5	151481716	151517513	ENSPTRG00000017420	SYNPO
17	17404996	17420033	ENSPTRG00000009108	GSDMA
19	14020822	14036630	ENSPTRG00000010562	CCDC130
2B	187486446	187600711	ENSPTRG00000012709	NCKAP1
9	103637132	103785488	ENSPTRG00000021219	ABCA1
