	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
CDH19	1.304008539	0.94334144	0.752650021	0.445376367	2.129163335	0.425460298	0.201591262	1.559423027	1.238985712	0.647009847	1.856948989	0.496041164	0.796664958	1.767882183	0.435452859
PDCD2	1.178511982	0.61737043	1.204117588	1.142293355	0.664583659	1.193122986	1.098898397	0.538217828	1.362883775	1.028620772	0.545323949	1.426055279	1.063605478	0.628114744	1.308279777
SLC6A15	0.461727261	1.475218404	1.063054335	2.912151235	0.032621109	0.055227656	0.906415033	1.216445976	0.877138991	1.190474098	1.08090564	0.728620262	0.767478194	1.146522174	1.085999632
RDH11	0.81994663	1.167707974	1.012345396	1.024828079	1.336767807	0.638404114	1.070536385	1.143736252	0.785727363	1.244128227	1.215594053	0.54027772	1.002394554	1.2637531	0.733852346
PRKACA	1.000061402	1.213595897	0.786342701	0.962131865	1.275177535	0.7626906	1.040290059	1.071084841	0.888625099	1.075254494	1.100541445	0.824204062	0.93225676	1.11602296	0.95172028
LPHN1	0.348956666	0.65463338	1.996409954	1.104927262	0.60131748	1.293755258	0.894187346	0.758735632	1.347077022	0.971712462	0.890110846	1.138176692	0.744280637	0.917122512	1.33859685
ACTN1	1.512787982	0.741286584	0.745925434	0.943730676	1.372241889	0.684027435	0.522555604	0.899911559	1.577532837	0.975663992	0.821033923	1.203302085	0.611781359	0.969528369	1.418690272
ZFYVE26	0.923399345	1.166148597	0.910452058	1.032260978	0.903263203	1.064475819	0.923302233	0.863524236	1.213173531	0.996400482	1.022293707	0.981305811	0.804089537	0.839575456	1.356335008
RPS6KA6	0.535263279	1.172063621	1.2926731	0.771826542	0.867156936	1.361016522	0.863065931	0.976676758	1.160257312	0.875199127	1.100013014	1.02478786	0.449937819	1.126395913	1.423666267
EPN2	0.684551975	1.294861649	1.020586376	0.822111495	1.196669067	0.981219438	0.914358842	1.087180492	0.998460665	1.14519843	1.033460344	0.821341225	1.19412821	1.039609813	0.766261977
PTPN18	1.276233293	0.375959509	1.347807198	0.849337944	0.486003934	1.664658122	1.767179862	0.626915867	0.605904271	1.375290861	0.854238935	0.770470204	1.636504772	0.773916556	0.589578672
LIMS2	1.298389772	0.88402134	0.817588888	1.134150561	1.131802976	0.734046464	0.990682257	0.797785458	1.211532285	1.164744848	0.746082377	1.089172775	1.534515325	0.769740678	0.695743997
ASIC4	1.671393214	1.328606786	0	1.466704223	1.533295777	0	1.822671993	0.939553522	0.237774485	1.223404519	0.818879818	0.957715663	1.016692638	1.014375686	0.968931676
SPEG	0.875291136	1.071634156	1.053074708	1.357857933	1.006851072	0.635290995	0.870389631	0.764222054	1.365388315	0.782222825	0.839681623	1.378095552	0.716474275	0.890409604	1.393116122
LNX1	1.072223846	0.886540953	1.041235201	0.903152504	0.987188543	1.109658953	0.813595304	0.736841532	1.449563164	0.961340084	0.801395593	1.237264323	0.588052884	0.75032631	1.661620805
ALDH3A2	1.379477266	0.568030493	1.05249224	1.132131229	0.607562504	1.260306267	1.191089711	1.014992496	0.793917793	1.113473317	1.200684448	0.685842235	1.033454587	1.238105421	0.728439992
TFRC	1.607977902	0.935138188	0.45688391	1.250374037	0.873199695	0.876426269	1.065582769	1.161400104	0.773017127	0.914727961	1.525501561	0.559770479	0.87024948	1.326404218	0.803346302
SREBF1	1.320587237	0.667928782	1.011483982	1.080021791	0.518003094	1.401975115	0.888034715	0.912535374	1.199429911	0.974799718	1.027527503	0.99767278	1.384278181	0.799365767	0.816356052
TRPC5	0	3	0	0.125252337	0.033346615	2.841401048	0.566624674	0.955436007	1.477939319	1.00403297	0.888941061	1.107025969	0.630258278	0.84011791	1.529623812
AFF4	0.663478556	1.936523686	0.399997757	0.879110896	1.285583068	0.835306036	0.669483263	1.487857302	0.842659435	0.899771927	1.401430811	0.698797262	0.704726289	1.251574009	1.043699702
UBE2D1	0.957575998	1.158958049	0.883465953	0.772154427	1.288208755	0.939636817	0.855137158	1.27717085	0.867691993	0.950560759	1.127181857	0.922257384	0.928816715	1.274282819	0.796900466
MPP5	0.544128682	1.325864796	1.130006523	0.718719345	1.08488796	1.196392695	0.738728226	1.35913029	0.902141484	1.196229094	1.160503935	0.643266972	1.175585934	1.156017077	0.668396989
RHOBTB1	1.681008334	0.925107646	0.393884019	0.453926031	1.040179211	1.505894758	0.523823744	0.747901863	1.728274393	1.175094277	0.788001022	1.036904702	1.019633323	0.954127517	1.02623916
SMC1A	0.576357503	1.346955927	1.07668657	0.893622893	1.030900803	1.075476303	0.634333459	1.036232477	1.329434064	0.85833065	0.937950116	1.203719234	0.73888375	0.714450738	1.546665512
HSD17B10	0.857923132	1.068592537	1.073484332	0.477538686	0.747367301	1.775094013	0.845237054	0.788614976	1.366147971	0.701396326	0.731833215	1.566770459	0.962509006	0.775435781	1.262055213
MARK2	0.983980892	1.022282325	0.993736783	0.985920356	0.9572909	1.056788744	1.023066323	0.985723589	0.991210088	1.057714671	0.905358166	1.036927163	0.905459657	1.003723514	1.090816828
HMMR	0.157840086	0.205698927	2.636460987	1.610779019	0.610179991	0.77904099	0.243527668	0.703259098	2.053213234	0.666159114	0.447149522	1.886691363	0.451401623	0.471716665	2.076881711
CHFR	0.647162242	1.377670694	0.975167064	0.745141102	1.276666163	0.978192735	0.840405595	1.128756939	1.030837466	0.682039481	1.149894294	1.168066225	0.604114827	1.058744643	1.337140531
TRHDE	1.801062394	0.989923734	0.209013872	1.054013534	1.140580002	0.805406464	0.805566027	1.130447026	1.063986947	1.030314333	1.084296384	0.885389283	0.562233166	1.116809504	1.32095733
P4HA2	1.008564826	0.717079332	1.274355842	1.664559258	1.030094381	0.305346361	0.900987087	1.321602619	0.777410294	1.236811405	0.94186951	0.821319085	0.883209316	1.253989461	0.862801223
FCGR2B	0.119697489	0.568728119	2.311574392	0.231798283	0.97169976	1.796501956	0.167765408	0.709647963	2.122586629	0.674542041	0.593819217	1.731638741	0.172048792	1.590167112	1.237784095
NFATC3	0.609501348	1.198843854	1.191654798	0.895630506	1.395956446	0.708413048	1.078661427	1.329355684	0.591982888	1.02389732	1.34737365	0.628729031	1.097481304	1.269810622	0.632708073
TRNT1	0.588249561	1.336182071	1.075568368	0.893970006	1.375417511	0.730612483	0.998690294	1.264162152	0.737147554	1.068122219	1.165814129	0.766063652	0.89735081	1.247257162	0.855392028
ACADVL	1.240515907	0.967890973	0.791593119	0.895847909	1.506542877	0.597609214	1.666344709	0.670244052	0.663411239	1.395534099	0.891367576	0.713098324	1.570795129	0.770416552	0.658788319
STK10	0.993799116	1.11895717	0.887243714	0.991716558	1.326950633	0.681332809	1.454501824	0.735912213	0.809585963	0.873726361	1.062452573	1.063821066	0.75721027	0.979715175	1.263074555
FBXW11	0.686685898	1.324518225	0.988795877	0.829969354	1.199160986	0.97086966	0.839872106	1.309211408	0.850916486	1.014310506	1.235238135	0.75045136	0.870186106	1.143900314	0.98591358
ACAP1	1.634670464	0.543033541	0.822295995	1.407764934	0.843068358	0.749166708	1.958485395	0.855260031	0.186254574	1.805868142	0.452255517	0.74187634	2.138537675	0.563706243	0.297756082
CRMP1	0.814372013	1.146363783	1.039264203	1.870254011	1.073006556	0.056739433	0.93428998	0.83374889	1.231961129	1.121747376	0.761619386	1.116633239	0.787294369	0.868602694	1.344102937
EVC	0.824472352	0.335037692	1.840489957	0.5460847	0.42865088	2.025264419	0.428324944	0.78111975	1.790555306	0.58458562	0.850064915	1.565349465	0.766366265	0.391809281	1.841824454
DERL2	0.629184493	1.598145176	0.772670331	0.950759545	1.296487815	0.75275264	1.04132164	1.07196405	0.88671431	1.205502993	0.999607048	0.794889959	1.095171173	1.055786769	0.849042058
SIDT1	0.617015345	1.364090213	1.018894442	0.805041176	1.115475701	1.079483123	0.583462471	1.29370094	1.122836589	0.921011542	1.190221966	0.888766492	1.07727651	1.185252951	0.737470539
NDE1	0.840427411	1.674573316	0.484999273	0.799496891	1.271149943	0.929353166	0.505875584	1.235422316	1.2587021	0.791929246	1.162484375	1.045586379	1.353370073	0.975589998	0.671039929
MRVI1	1.561631102	0.680298234	0.758070663	1.501066411	0.804008565	0.694925025	0.801006854	1.524826189	0.674166957	1.15521703	1.058385701	0.786397269	1.540829758	0.770960252	0.68820999
TMEM38A	0.454931687	0.740765569	1.804302744	1.773315444	0.358036642	0.868647915	0.974847959	0.833298595	1.191853446	1.176086988	0.83585982	0.988053191	0.803422643	0.906233308	1.290344049
AP1M1	1.047635563	1.074565705	0.877798732	1.024113959	0.934664352	1.041221688	1.102471279	0.915071886	0.982456835	1.248969142	0.784847729	0.966183129	1.022690781	0.940918194	1.036391025
PVR	0.800729875	0.869145337	1.330124788	1.204669369	1.238318463	0.557012168	0.926096693	1.198517458	0.875385849	1.234059364	1.161525049	0.604415588	0.945001728	1.247724338	0.807273934
XRCC1	1.064955255	0.961896855	0.97314789	1.15884742	0.778243401	1.062909179	0.850740971	0.681508292	1.467750738	1.00821222	0.799584754	1.192203026	0.926377765	0.786556883	1.287065351
SCARB1	1.259437115	0.848662794	0.891900091	1.974566257	0.376517579	0.648916165	0.881850868	0.786617073	1.331532059	1.095025379	0.775073103	1.129901518	1.122070432	0.757135936	1.120793632
MCM2	1.374425128	0.773179865	0.852395007	1.770198278	0.685278663	0.544523059	0.732925125	0.854434737	1.412640138	0.722959664	0.851436604	1.425603732	0.588781704	0.822194049	1.589024247
MOV10L1	1.488235416	0.947185126	0.564579458	1.189795262	1.257404909	0.552799829	0.78934004	0.522545255	1.688114705	1.108808987	1.059841406	0.831349608	0.837575785	1.000181471	1.162242744
PANX2	1.369687801	0.832116725	0.798195474	2.102853674	0.212032708	0.685113618	1.092180074	0.649919292	1.257900634	1.13790232	0.814723632	1.047374049	1.080093122	1.040949937	0.878956941
SELO	0.901721183	0.935483108	1.162795709	0.912539656	0.659779915	1.427680428	1.063776156	0.653879444	1.2823444	0.821752499	0.664975232	1.513272269	0.785747436	0.69945451	1.514798055
TP63	0.822892407	1.435950084	0.741157509	0.147856176	1.209248054	1.642895771	0.328435612	0.243908715	2.427655674	0.44932563	0.563461917	1.987212453	1.026893637	0.272119752	1.700986611
ALPK1	1.330454216	0.525411257	1.144134527	1.429401573	0.878479354	0.692119072	1.062502205	1.365222665	0.57227513	1.074274093	1.12004708	0.805678827	1.652848806	0.735966708	0.611184486
LLGL2	0.484363851	0.636625599	1.87901055	0.910392171	0.968907637	1.120700193	1.888167702	0.245585678	0.86624662	1.670439711	0.437718596	0.891841693	2.324883483	0.192254474	0.482862043
PDE8A	0.804252178	1.490980546	0.704767276	0.756832155	1.013851299	1.229316546	0.753083753	1.301912277	0.94500397	1.061358457	1.181284889	0.757356654	1.589136059	0.853999893	0.556864048
CLCN4	0.662765707	1.631327238	0.705907055	0.942593261	1.065612642	0.991794097	0.768829595	0.970968978	1.260201427	1.1122228	1.028260434	0.859516765	0.71488032	1.155853716	1.129265964
NLE1	0.918590543	1.23228197	0.849127487	1.018182978	1.290196777	0.691620246	0.630851362	1.340093142	1.029055495	0.755765259	1.295374596	0.948860145	0.613653073	1.388644031	0.997702896
SDHA	0.989437401	1.409123175	0.601439424	0.741339725	1.529857135	0.72880314	1.092155225	1.124190634	0.78365414	1.237229566	1.023156107	0.739614326	1.084062714	1.042238663	0.873698623
SMARCE1	1.043726562	1.204587105	0.751686333	1.226320034	0.985729678	0.787950288	1.125160358	0.879840603	0.994999039	1.210605191	0.821729465	0.967665344	1.182453802	0.859437897	0.958108301
FNDC8	3	0	0	2.709750839	0.290249161	0	2.878947762	0.121052238	0	2.931448005	0	0.068551995	3	0	0
GSDMB	1.755574775	1.244425225	0	2.815894873	0.184105127	0	2.262466695	0.737533305	0	2.259287953	0.740712047	0	2.244877602	0.755122398	0
KDM5A	0.917571164	1.372592749	0.709836088	1.127296978	1.139793964	0.732909058	0.865700071	1.207209938	0.927089991	0.862603229	1.395823423	0.741573347	0.849439786	1.050062561	1.100497652
ADAM11	1.074514268	0.961331003	0.964154729	2.078660046	0.380403687	0.540936267	1.018164099	1.026219348	0.955616553	1.052758059	0.976992551	0.97024939	0.838417209	1.202944658	0.958638133
PPP2R3A	0.625687551	1.299265609	1.07504684	0.690818965	1.528557437	0.780623598	0.531948647	1.47903432	0.989017033	0.891139557	1.118851994	0.990008449	1.021843246	0.899402845	1.078753908
FERMT2	0.743904029	1.265851686	0.990244284	0.915241397	1.300562734	0.78419587	0.618754245	1.357968509	1.023277245	0.841260975	1.276953196	0.881785829	1.027723816	0.940155307	1.032120877
ABCB11	0	0	3	0	0.780910197	2.219089803	0.924277236	0	2.075722764	2.157281405	0	0.842718595	1.664465059	0	1.335534941
DHRS9	1.100195863	1.144315799	0.755488338	0.79233559	1.97138295	0.23628146	0.460304668	1.784599325	0.755096007	0.891897899	1.665156609	0.442945492	0.685318545	1.888069315	0.42661214
CD5L	0	0	3	0.073556242	2.515025946	0.411417812	0	2.024327772	0.975672228	0	2.563117065	0.436882935	0	2.557778309	0.442221691
PTGS2	2.937111466	0.039489042	0.023399491	0.785351165	2.041735267	0.172913568	1.592333497	0.61403196	0.793634543	1.28881226	0.911275966	0.799911774	1.031124708	1.046606313	0.922268978
IGF2BP2	1.445672257	1.015960483	0.538367259	0.83522348	1.106492259	1.05828426	0.761250669	1.777723759	0.461025572	1.484934004	0.249733461	1.265332536	0	0.894400526	2.105599474
MAP3K13	0.733173729	0.931163133	1.335663138	0.813745413	1.181976728	1.004277859	0.717341716	0.882402355	1.400255929	0.815149634	1.104763434	1.080086933	0.401929773	0.928301908	1.669768319
ST6GAL1	1.513260303	0.966663019	0.520076678	1.157123284	1.251226496	0.59165022	0.296478477	0.351156191	2.352365332	1.454506922	0.706262914	0.839230164	0.943806798	0.549433602	1.5067596
FRY	0.735524036	1.056652409	1.207823555	1.138066969	1.306784952	0.555148079	0.737008533	1.199792607	1.06319886	0.887933618	0.985332897	1.126733485	0.56032139	0.999446375	1.440232236
PICALM	0.911607536	1.253166543	0.835225921	0.999663511	0.980375018	1.019961471	0.767608148	1.207783197	1.024608655	1.005848773	1.137889838	0.856261389	0.978631074	1.035971025	0.985397901
NSF	0.440826388	1.372496924	1.186676688	0.298292343	1.296727656	1.404980001	0.391821043	1.270574218	1.337604739	0.437020098	1.383449295	1.179530606	0.274297677	1.278649124	1.4470532
GLI2	1.092986258	0.771233425	1.135780317	1.479896785	0.940207908	0.579895307	0.723380307	0.784108558	1.492511134	0.65442697	0.735730494	1.609842536	0.621310355	0.4972386	1.881451045
CLASP1	0.759526493	1.414842122	0.825631385	0.974914318	0.970419032	1.05466665	0.93274285	1.374019289	0.693237861	1.122619322	1.28945556	0.587925118	0.870682937	1.192438398	0.936878665
MRPS34	0.865326886	0.87123828	1.263434834	0.713735829	0.869718137	1.416546034	0.773605905	1.046525551	1.179868545	0.659472257	0.877791319	1.462736425	0.679714569	1.063907913	1.256377518
NOTCH3	1.602362773	0.839283875	0.558353353	1.429931699	0.798709273	0.771359029	0.957694735	0.892717677	1.149587588	1.672828912	0.667757023	0.659414065	1.912141302	0.527066064	0.560792635
CLNS1A	1.09538968	0.718236403	1.186373917	1.481519546	0.596322947	0.922157507	1.0399137	0.539472753	1.420613547	1.371766845	0.534090776	1.094142379	1.194163611	0.586697143	1.219139246
PPP2R2C	0.498606929	1.470089772	1.031303299	0.14136167	0.176239649	2.682398681	0.883984649	0.602885131	1.51313022	1.146285724	0.710655631	1.143058645	0.833259651	0.81343349	1.35330686
TEAD2	0.68789458	0.458702735	1.853402685	1.463178506	1.179236525	0.35758497	0.78796441	1.149123466	1.062912124	0.857306487	1.128699685	1.013993829	1.045873797	1.127133315	0.826992888
EED	0.606794991	0.912673281	1.480531727	0.882254882	0.892802565	1.224942554	0.816509579	1.042375865	1.141114556	0.770041807	1.031430427	1.198527766	0.745551512	1.010153744	1.244294745
CDHR2	0.802910086	0.985059488	1.212030426	0.62173377	1.165616911	1.212649319	1.749143435	0.838717449	0.412139115	1.385629082	1.337397476	0.276973442	0.977398638	1.775237389	0.247363973
SNCB	0.797611287	1.29402307	0.908365643	1.256434071	0.996819904	0.746746024	1.003826465	0.741675765	1.254497769	0.995284611	0.784545497	1.220169893	0.920927275	0.942827324	1.136245401
TSG101	0.817964133	1.126521307	1.05551456	1.011609236	1.04706436	0.941326405	1.052040111	1.051408115	0.896551774	1.010143394	1.089618033	0.900238574	0.937305894	1.097430641	0.965263465
C17orf85	0.828023678	1.264998621	0.906977702	1.098073205	0.864431352	1.037495443	0.867029081	1.142113041	0.990857877	1.041248601	1.218466068	0.740285331	1.10733228	1.027095418	0.865572302
ATP2A3	1.49587602	0.631828431	0.872295549	0.630787169	1.149488108	1.219724723	0.648996189	0.949822584	1.401181228	0.853757881	1.225347269	0.920894851	0.546222736	1.470819196	0.982958069
CA12	2.688638318	0.094436122	0.21692556	1.253594748	0.954660974	0.791744279	0.524320207	0.603375319	1.872304473	0.516012492	1.124390832	1.359596676	0.243507373	1.661412341	1.095080285
MGLL	0.892147359	0.94256859	1.165284051	0.6619492	0.833444626	1.504606174	1.256791252	1.082788094	0.660420654	1.131702886	1.086569614	0.7817275	1.361871038	0.909928841	0.728200121
NTN4	0.96872876	0.79567374	1.2355975	0.560602935	1.010249419	1.429147646	0.587550448	1.655383998	0.757065554	1.360958552	0.91586482	0.723176627	1.10523301	0.902591828	0.992175162
BCS1L	0.822989277	1.580243969	0.596766754	0.774208969	1.358367372	0.867423659	0.79173934	1.120683978	1.087576682	0.70398217	1.120062109	1.175955721	0.782980076	1.243132492	0.973887432
NUAK1	1.023909167	1.343804456	0.632286377	0.817860659	1.32459626	0.857543081	0.966020821	0.986751238	1.047227941	1.003876071	1.131154182	0.864969747	0.553790691	0.990934327	1.455274982
DPP8	0.549163348	1.395158152	1.055678499	0.831556633	1.137527728	1.030915638	0.731764343	1.534276929	0.733958728	0.984832135	1.361900198	0.653267668	0.73642068	1.30685073	0.956728591
SLC24A1	1.373191229	1.376989553	0.249819218	1.351244917	1.257881817	0.390873266	1.313377863	1.116625153	0.569996983	1.135786951	1.306374895	0.557838154	1.206830093	1.2718167	0.521353207
ZNF532	1.380659226	0.310236636	1.309104139	1.831718066	0.177614739	0.990667195	1.611544282	0.166046328	1.222409389	1.604755873	0.19439835	1.200845777	1.304135152	0.160535759	1.535329089
SCARF1	0.780697163	0.572081424	1.647221414	0.694224061	0.375589709	1.93018623	1.142058022	0.749089097	1.108852881	1.050776298	1.088121647	0.861102055	1.193624409	1.052572971	0.753802621
LMAN1	0.619000798	1.506515291	0.87448391	1.107021386	0.934596748	0.958381866	0.792654817	1.363815086	0.843530097	0.803800997	1.456976562	0.739222441	0.900229001	1.11963603	0.980134969
PTPLAD1	0.626670124	1.407583402	0.965746475	0.857972699	0.912402592	1.229624708	0.644972914	1.102659258	1.252367827	0.880035059	1.093638659	1.026326282	0.689717897	1.03382006	1.276462044
IPCEF1	0.287810717	1.169185603	1.543003681	0.573095112	1.235916489	1.190988399	0.801950656	1.283758676	0.914290667	1.041103439	1.03904743	0.919849131	0.531663856	0.833812847	1.634523297
ZZEF1	0.574188981	1.292574216	1.133236803	0.729922637	0.937734412	1.332342951	0.790383795	1.101698031	1.107918173	0.818813745	1.023585071	1.157601184	0.693283816	0.925071315	1.381644869
ENO1	1.141051748	1.152773531	0.706174722	1.048848835	1.091965609	0.859185556	0.903282111	1.042824537	1.053893352	0.930817081	1.122701866	0.946481054	1.049044969	1.041196691	0.90975834
SLC12A1	0	0.637577658	2.362422342	0.146275749	1.505488676	1.348235575	2.287089756	0.132946419	0.579963825	2.326356464	0.158247484	0.515396052	2.110871286	0.514513175	0.374615539
MYDGF	1.28496436	1.217502175	0.497533465	1.512236448	1.116247177	0.371516375	1.19768995	1.284413086	0.517896964	1.36837018	1.243260846	0.388368975	1.385561973	1.32403931	0.290398717
ANO8	0.954074288	0.646617744	1.399307968	1.22346411	0.40789329	1.368642599	0.894509258	0.493433845	1.612056897	1.05685628	0.557533558	1.385610162	0.869205623	0.656535336	1.474259041
TUBE1	1.338412209	0.894654702	0.766933088	1.092518674	0.738605454	1.168875872	1.654905322	0.919171538	0.42592314	1.480820498	1.113704454	0.405475049	1.337361784	1.089316289	0.573321927
