	log2_hum-chimp_difference	log2_hum-rhe_monkey_difference	log2_chimp-rhe_monkey_difference
ARVCF	-2.333249334791744	-0.8066228002267428	-1.0792282174796655
TRMT2A		-2.158781211665185	-1.2531220582763365
RANBP1	-0.4651971635244921	-1.4461434843715575	
ZDHHC8	-1.9069981971555012	-4.149881182921125	
KLHL22	-1.0752120181137046		
MED15			-2.4993849659782605
SERPIND1	-2.9114385703628907		
SNAP29	-1.9335544191088694		
CRKL			-1.493451103567152
LZTR1		-1.9739627480031823	-1.3412679583068756
CECR2			-0.6856390244146623
P2RX6	-0.039266097815084056	0.35953230775367107	-1.2867967577344277
SLC7A4	-4.741451197401398		
BCL2L13			-1.568357473547297
DDT		-1.7241195114611805	1.5347174431930506
OSM	1.0112215663976587	-0.10278420157683285	
TBC1D10A	-3.274323964341068		
SUSD2	-0.3955552154068874		
SF3A1			-1.8930306024258678
GGT5	0.15374550910053775	0.4643244847750657	-1.4452939503476987
RNF215	-2.4271855341170983		
SEC14L2		-0.7279516515357033	0.23221896964146457
SPECC1L		-4.635280064718147	-2.176992816261686
PPIL2			-1.615625305405914
UPB1	-2.1559415798920862	-0.8629205223425992	-1.2329325154531403
YPEL1	-0.9304583679537971	-0.20934324899509832	-1.1836402606198246
SNRPD3		-6.254758745927604	-1.538842171934167
PES1		-3.3443911876583345	-1.9918702125604857
MAPK1		-6.168591636441888	-1.3964866127141498
GGT1	-0.9033210770225376		
PPM1F	-4.966188659940283		
SLC35E4			
TOP3B	-4.288358141029757		
CRYBB3			
CYTH4			-1.170734192081661
DGCR14	-3.0323465361572586	-3.7438412349981607	-4.253880806846716
MFNG			-7.613304757755283
CARD10			
SLC25A1			
ADRBK2			-2.464001982248144
PLA2G3	-0.647849574822118		
LGALS2			
GGA1	-0.7166018517988827	-0.1795210346931335	-1.4170895030405537
HIRA	-3.6878474217798227	-2.2275354446457554	-2.083595213526407
SH3BP1	-1.4734303796444665	0.5261139794472525	0.23868916153087488
SEZ6L			
LGALS1	-0.18370979886425037	0.09090321455041751	-1.8129891176569164
HPS4		-2.9522855053166337	-1.4931193696011815
PIK3IP1		-5.043464003565679	-1.7239953078671377
SRRD	-0.41643823381299594	-1.068169050104383	
PATZ1			-2.680870133810558
TRIOBP		-3.0262321308156293	0.1928738416765176
TFIP11	-3.018911590373413		
GCAT	-1.5283495772787625	-1.0766522579846542	-2.136353157377988
CRYBB1			-2.6739923219946173
ANKRD54	-1.4921747459705241		
EIF3L	0.09406656323182469	0.2704505495996386	-2.066065610415669
NHP2L1	-6.200517554178463	-4.738873120234411	-3.013299551944808
MICALL1	-3.576686082078604		
POLR2F	-3.775324327029844		
SOX10			
CCDC134			-1.2849474686844475
DEPDC5	-1.7507372255230855		
PICK1		-0.934154696203481	-0.5902468818204992
TTC28			
SLC16A8		-0.6262918777872454	0.8944879829571091
CENPM			
SEPT3			-1.2755254092692598
SLC5A1		-2.9726762117109917	0.9984603274168704
SLC5A4		-2.06500228380267	0.4410117025583087
KDELR3			
CYP2D6	-2.212587583366848		
DDX17			-4.021363939304719
DMC1		-0.5890552803259658	1.3421120381079241
TCF20			
HSCB	-2.31101666117842		
CBY1	-1.3131967658765171	0.8083554668905347	0.5348444212981274
TOMM22	-5.466824847170397	-1.6103879922416717	-1.304365454330848
RSPH14		-6.152816617390781	-1.7364021782819976
XBP1	-3.4426925610588532		
RTCB	-2.228759524282755	-1.9645361296875736	-2.8071292282531823
JOSD1	-1.7747054253608345		
FBXO7		-2.9731100700823996	-1.6466142260503362
GTPBP1		-2.75719967521627	-1.8986297571438338
POLDIP3		-4.428850821376133	-1.500663776861311
RAB36			-0.31963179252465773
TIMP3			-1.3867288450393125
PPP6R2	-1.983540181149304		
SBF1	-2.937512530875048		
SUN2		-2.011570102277071	-0.033214129520288085
CYB5R3		-3.9384334158241048	-0.2937420467164435
DNAL4	-4.01737124714217		
MIOX			
LMF2		-1.9418907580912477	-1.3783293945014155
RHBDD3	-0.664737330368292	-4.323790017335979	
PACSIN2	-1.554113767009712		
TTLL1	-0.4749626968910341	-1.4105288648037382	
RASL10A			-1.307038436593126
AP1B1			
HMGXB4			-2.648259482816641
TOM1			-3.0038300748833007
NEFH			-5.017043913695968
CHKB	-0.856803100145888	-0.8252479701091148	-3.155721595377468
HMOX1		-3.2496397099894874	-0.08495305317529311
MCAT			
THOC5			
MCM5	-1.2216811635558	0.4490697135213888	0.05154878408992237
APOBEC3H	-1.1850700397266805	-0.4736549557885969	-1.3946585799656612
ARSA	-1.013809934434995	-2.0438051343192782	
TSPO			
RASD2			
TTLL12		-1.7534763648222726	-0.40262511896230496
CBX7			-2.0310249521016552
PDGFB	-4.689500687120903	-1.0645373832034262	-0.8906483348115952
ACR	1.0830966824535773	1.3836569205765408	-0.759476400738948
CABP7	-1.2029351212314965	-6.361091415006255	
RPL3	1.1014787409730977	1.0587475013635845	-4.741702110047212
ZMAT5	-2.4253398465658718	-2.7150184958362424	-3.9184747900496575
RBFOX2			-6.386741772524552
SYNGR1	-3.403738561983984		
TAB1	-3.913555163904375	-5.477359561735156	-4.156184968234387
ASCC2	-5.1593127150850995	-4.984397548982031	-3.2708075151777036
MTMR3			-4.091179371036987
MIEF1			
PNPLA5			0.3578014393820966
PNPLA3			
MYH9	-2.0978242343750715	-1.000169932818404	-1.4487810393680953
CACNA1I	-2.6848320967958275		
SAMM50			-3.1163923560003313
TXN2	1.2347921749232738	1.1770855329218453	-7.017040402232526
FOXRED2	-3.4528717813228056	-1.140598886199937	-1.1132614413206345
GRAP2	-2.6224669245617878		
EIF3D		-3.6455727497513886	-2.036237785044078
TNRC6B			-1.5969694049487064
SGSM3	-2.3707337500861017		
IFT27	-1.4275602406091994		
PVALB	-0.8599152249527464	-3.39105562380078	
KIAA0930			-0.9462236378718727
NCF4			-0.90798734514554
CSF2RB			-0.32883662913599376
SLC25A17	-2.1178341583137543	-1.2237926748708696	-1.7477629328860007
UPK3A			
FAM118A	-1.9437055158954317	-0.6766984062873568	-1.1026901959980022
KCTD17			
ST13	-5.275795152289042		-3.8688425845148062
IL2RB		-3.321928094887362	1.632268215499513
RBX1	-2.0048722733375253		
EP300			-1.8047659688298954
L3MBTL2	-1.7775610538941913	-4.713400908233094	
CHADL	-0.7703213063342172	-1.9641778261966023	
RANGAP1	-0.6895020565331514	-3.9509064666695863	
ZC3H7B			-5.135639491202112
PHF5A	0.4012845378394924	-0.9853255706583423	
ACO2	-4.037658978927548		
POLR3H	-1.7133573483714526		
TRMU	-2.3751079022215076	-2.3388694820050717	-3.2528690614986004
PMM1	-1.1740849180291366	-2.337636388750007	
DESI1		-2.7003408062322114	-1.1564882851147305
CERK			-2.2566364460801323
BRD1	-2.124651218429995	-2.141696583446129	-3.361317066662708
MLC1		-3.495586531945958	-0.7590246431201141
HDAC10	-0.5490870822691226		
KCNK10			
ABHD4			
KHNYN			
FKBP3	-2.093610396591364		
SDR39U1	-1.5483383057486164	-2.8232402821036793	
CTSG	-2.413693809630056	0.7170675643590361	0.6379928520413183
GZMH		-2.0818762880421384	-0.7085118117644956
GZMB	-1.4750755668183282	-0.06663274822362726	-0.5246048155004278
PRMT5			-2.328673610442188
COCH	-1.1750257861085815		
AP4S1		-3.092096055499968	-1.454817925650433
POLE2			-1.3718002384548966
VCPKMT	-0.00765536459804881	-0.8213146201700801	
SOS2		-4.702563360588316	-1.5678491932275747
CDKL1		-6.13391541420058	0.09226120318892388
NIN		-2.097363327349969	-0.22703385507544996
PYGL		-2.5010621830953474	0.6411257785959326
TRIM9	-1.8786053012519623	-4.435382621187732	
PSMC6	-2.3897831226403503	-0.7032192029498654	-0.9340442749650616
GNPNAT1			-3.6759202005922784
DDHD1			-3.61853306710924
CDKN3	-0.08665388094203721	0.247775488278387	-1.5325305670948743
CNIH1	-5.067698742862159	-4.767855614074316	-3.225826198397174
CGRRF1		-2.3104485465752718	-1.6504328989207595
ATP6V1D			
C14orf105		-2.16052633766153	1.004612199991191
PLEK2			
PIGH	-3.532692314058848	-0.9362483738360323	-0.8992049460926222
LRRC74A			-2.3602952418663183
PSMA3	-3.2559674907633838	-1.560096544302891	-1.5801366129878642
VTI1B	-2.6681713498835307	-3.6430588367479046	-5.460003403044286
TIMM9	-2.0521618923482845	0.7239590586965808	0.5951082920738192
GSTZ1			
KIAA0586	-3.8684277531175852	-1.7593752388474808	-1.6130428880543426
TMED8	-2.042020871076329	-5.888142128525943	
SAMD15	-1.1417157774189353	0.8291271177184547	0.5093308796091794
AHSA1	-2.783008812770545	-3.0620753306928674	-3.7476371635507353
DAAM1			-5.733056153673011
ISM2		-3.321928094887362	1.632268215499513
SPTLC2			-9.213166730803291
RIN3	-1.38915455685849		
LGMN			
ALKBH1		-2.50076981614342	-1.1703951100422028
SNW1		-1.5011674596084732	-0.9403298932531869
CHGA			-1.900187172496913
ITPK1	-2.423849830074102	-3.6887327328875847	
DHRS7		-3.7221474507446466	-1.475737210269733
PPM1A			-3.6432106932042982
SIX4			
GALNT16			-0.9868488094922412
ASB2	-2.4597770954839975		
CEP128		-2.857039301579933	-1.8085789746012033
ERH		-1.9097164885930515	-1.3493942737940272
HIF1A			-1.5226235522294915
SUSD6	-1.3042766543767363	-1.3014733215758059	-3.310610200203687
SRSF5	-2.4856922041811136	-1.7153799118142448	-2.145708869270618
SLC10A1			-2.862323787365161
EIF5		-6.724733025378814	-3.183794589734366
SERPINA4	1.632268215499513	1.632268215499513	-3.321928094887362
SLC8A3			
DICER1		-4.9675374297468595	-0.7612305370733555
ZFYVE21		-2.1990964698812125	-1.2331578789396613
MTHFD1		-2.7742088753962038	-1.4248741743966622
ZC3H14		-2.398559249871366	-1.2764346613199737
TELO2	-1.0666222654178796	-1.936472632510126	
PCNX			-2.147778797179942
GSKIP			
VRK1		-1.7566868096210075	-0.5244612880190609
PSMC1		-3.615158912190846	1.3159400207472893
PAPLN			
RPS6KA5		-1.927617198240564	-0.5657124194918847
SMEK1	0.2920390999679426	-2.1752381823587763	
C14orf93	-2.577516073662666	-1.896936616750184	-2.314849026336063
PSMB5	-9.570495082346326		-3.5133918441644525
YY1		-3.350109948209203	-1.941523394015141
ACIN1			-3.1028985635129014
CCNB1IP1	-0.19263791806620748	0.4709813722341465	-0.7106432158656038
TRIP11			-1.0372558605189577
APEX1	-1.0677957790403205	-1.4556582570854613	
PABPN1	-1.6645838156987034	-1.7428204609567326	-3.584680102781109
EFS		-2.214851517971412	0.3894769396261994
ARHGAP5			-1.374774259137802
CINP			-2.0340272522862435
DHRS2		-3.321928094887362	1.632268215499513
SRP54		-2.572458025008316	-1.7211666409161472
CPNE6	1.1020180922844276	1.0944113484413978	-3.4947283263861215
CHD8	-5.625044579552341	-3.231095915213053	-2.4247965873438666
PCK2	-2.134077839520512	-1.338555131863608	-1.9018314255088016
KIAA0391	-2.9397607392007554	-1.023167883851884	-1.114956995454137
DCAF11	-3.3760523951924006	-3.8513863870225227	-3.776679432387543
PSMA6	-2.315992976271465	0.00777734154863399	-0.14467852532486258
NFKBIA		-7.945702871547202	-2.3309582137574165
EMC9		-1.9068967910122827	-0.7936998252852533
PSME2			-0.09873471800959754
BRMS1L			-4.472128542870926
REC8		0.04033500322395451	1.0267590139451397
TM9SF1			
SEC23A		-2.698547403269136	-0.8988293760831126
GMPR2			
PNN		-2.4229474544501306	-1.2377285789113084
RABGGTA	-1.5772314463204473		
NFATC4	-2.4142447662369193	-1.5323603766864735	-1.9539519294010663
PLTP			-2.266283569233413
PCIF1	-2.3147460249175786	-2.811357342832482	-4.592023348974685
GSS	-1.2921618772715373	-1.4545375595836938	-4.144754059224943
MMP9		0.08815556645329306	0.43956340946766614
VSX1	-0.7176830363680727	0.43950358196193123	-0.23775428702538476
TRPC4AP		0.5115828247705764	0.6915303062865387
PYGB			-3.065678541645113
ABHD12			-2.7708820973537747
PROCR		-2.0031563324447936	0.5514352117532265
GINS1			
NINL		0.3656916389033424	0.7851565315162439
CD40			-0.025571277125086347
UQCC1			
ZMYND8			-2.0972345111935176
SGK2	-1.9819418406762828		
IFT52	-3.0132423047202517	-1.7982271769807703	-1.9231957441686127
MYBL2			
HNF4A	-3.321928094887362		
NDRG3	-2.049551706893417	-0.42565572503882027	-0.7299109289380806
SLA2	-0.698746859997355		
C20orf24	-2.4833956561101385		
NFATC2			
RIMS4			-1.7359954995713212
PABPC1L	-0.5101003388899279	-4.789756945518534	
STK4			-2.210207286175416
SALL4	-0.7898563334686364		
ADNP			-5.015004474234337
PFDN4			-4.565451757399416
DOK5			
CSTF1		-1.9799542006739157	-1.2810009856637035
BMP7		-1.599113935766621	-0.2969056454725059
RAE1	-3.1570489012904184	-1.3573516610790404	-1.4028135272533133
TPD52L2		-1.1057644098040067	-0.42678032344056177
DNAJC5			-3.3990980595703566
NELFCD	-2.1007215138388036	-0.9309821141080726	-1.3534334623056499
CTSZ	-2.2040053356676372	0.4321224350521995	0.30121627574214843
PRPF6	-4.200520245062885	-1.2710272197582597	-1.1203731423020449
TUBB1		-0.7187387935836507	-0.3301732525917013
SLMO2		-1.3938171946853875	-0.06266036504619596
HRH3	-2.1543266235766008	-1.2829313672200162	-1.8042909525085034
MTG2			
PSMA7	-2.5018852015571236	-2.4353814346542926	-3.2065125150026943
SLCO4A1			-0.37358432936043723
NTSR1			
MRGBP	-3.510809269804264		
TCFL5			-1.2568871288426582
DIDO1			
GID8			-0.3571661490023075
SLC17A9			-0.04934772307067675
BIRC7	-3.321928094887362		
NKAIN4		-0.1428282408351022	0.7360865960781986
ARFGAP1	-4.109226602317596	-1.6844871838753799	-1.5015625441855966
AVP		-0.39663654808443455	1.2871015615118868
COL20A1			-0.360100948275377
CHRNA4	-0.06309443221300222		
EEF1A2	-1.4975546928376986		
PTK6	1.4324831922318442	1.5358312334819535	-1.7348245695858886
GMEB2	-4.282717461449324		
C20orf27			
SPEF1	-0.014535547835755008	-5.546913321378095	
CDC25B		-1.0098902693534906	-0.5538379443860771
ISM1	-1.140846978741647		
RNF24			
ARFRP1	-3.1271419714561217		
NDUFAF5	-0.5443500137706679	-0.7847580549710503	
SEL1L2		-0.771477284847653	1.3863599691725834
TRIB3	1.3096709709983385	1.4574354672688898	-1.4447820002427942
RASSF2		-1.1049809717553878	-0.3538186547850973
CSNK2A1			
SLC52A3		-0.23874738223301048	1.1734204839605356
ANGPT4		-3.321928094887362	1.632268215499513
RSPO4		-0.9677376988047155	1.4269049173091422
CDS2			-2.0596525577918396
PROKR2			1.1791252591420194
HM13	-2.71606110796419	-2.4455879119962702	-2.928161001010671
SNPH	-5.9348935910847676		
MYLK2	-1.5111912901095184		
SIRPB1		-3.321928094887362	1.632268215499513
SEC23B		-2.219535315363196	-1.3078892378261902
FERMT1	0.09037920355794758	-0.326061770755685	
PDYN			
CCM2L	-1.9841505286681742		
PLCB4			-5.446865382670696
MYL9	-3.0885414455450224	-3.282899939009312	-3.55329041251275
HCK	-2.570695352106965	-1.072796198573012	-1.296638244027666
TM9SF4			-2.160786160409937
CRNKL1	-1.2797651031042276		
POFUT1			
SAMHD1	-0.37243263926539216	-1.4738312649014362	
PAK7			
KIF3B	-2.694684613261271		
MROH8		-2.6274684166402733	-0.5436202382035787
NOP56	-1.8690073261437865	-3.70518699113353	
MANBAL	-2.6359510594620805	-2.311122198170691	-2.8300798593062084
IDH3B	-3.1794376953297294	-1.7243123235189277	-1.7746665355131213
MAPRE1			-3.2325816520470814
JAG1			
CDK5RAP1			
SNTA1		-3.275779455063314	-0.9973351782755135
OXT	0.7412632593119837	1.25448487732314	-0.29657936102191135
TTI1	-2.614192495500821	-4.626955058178997	
E2F1		-0.08990672035992255	0.3019748117675152
RPRD1B			-0.2815976093220512
PXMP4			
CHMP4B	-2.7945516791483858		
BPI	1.632268215499513	1.632268215499513	-3.321928094887362
SLC32A1			
CST3	-1.6976230629968425		
ASIP		-3.321928094887362	1.632268215499513
ACTR5	-2.7765060488921542		
WFDC2	0.43888006635958793	-0.5871445143159413	
AHCY	-2.291903211680305	-0.6731215464987195	-0.9352762789032434
PPP1R16B		-3.975150325240813	-0.7364191137274346
FAM83D		-1.533602422429416	-0.03488224756009066
DHX35		-4.492673045475832	-1.7287031184605963
DNTTIP1	-1.980629407590416	-0.35415926382011464	-0.6689916869511444
MAP1LC3A	-1.759207392536349	-1.6405351636700178	-2.996230166900308
SYNDIG1			
PIGU			
TNNC2	-2.899514065350395		
ACOT8	-1.3725277659760982	-0.6730535790664499	-1.552309326625166
APMAP	-2.090473948088267	-1.544402840438961	-2.2651084758712594
CELF4	-1.2960841974566726	-3.0020277354166733	
ZNF516			
CDH20			-2.49490604900596
ADNP2			
RBFA			
USP14		-3.35129547303915	-1.2513522991004222
VAPA		-3.597801652652074	-1.706672067380419
METTL4	-1.1108200321456354	-2.9336660139523465	
LPIN2			-3.289375913090899
SMCHD1			-2.906379536913252
MYOM1			-1.4548896391405286
MYL12A	-1.6510018363014236	-2.1009020500802023	-6.088679633676918
CEP76			
ST8SIA5	-2.181332844577843		
CEP192			-2.649775481596983
RNMT			
SMAD7	-3.3027219137159034	-2.3934594822030664	-2.4036541173149857
LIPG			-0.7120072665098528
LAMA1			
RNF125	-3.068466375644113		
ANKRD12		-4.856094044545878	-1.1479026810923743
NOL4	-2.7355950451417472		
POLI			
MIB1			-2.1785761083365403
RBBP8	0.8290659494307192	0.43089537655525134	
RIOK3		-3.4231181912699977	-0.5020800616640722
CSTF2		-2.0637641354573146	-1.1434526910571916
VSIG1	-3.321928094887362		
PSMD10	-1.9514527255580336	-1.5771456825826595	-2.5015362356485786
ATG4A	-2.009152088555746	-1.0113624861902477	-1.5242574585792272
TBL1X		-2.531591193440062	0.13615984225807207
GPR143			
PGRMC1	-2.501870429814284	-3.2128479889293433	-4.997399684761697
POLA1			
MID1		-1.774113496069349	0.5829037323974607
NKAP	-3.339669999637739		
RHOXF1	0.015789977744230993		
NXT2			
ALG13		-4.406173988452871	-1.4694003545395227
PRPS2			-0.5181048986670939
MOSPD1			-1.1430929392812825
AMMECR1			-1.8311343180240247
CHRDL1		-2.811228400970262	-0.4417864295254251
WDR13	-0.5643741300485141	-0.5426844795652632	-3.1812330141693446
SRPX			
GLRA2	-0.30238854773488255		
XIAP		-1.558265195654363	-0.5226474704470656
STAG2			-2.458844843534574
ATP11C		-0.8251880002851311	-0.17511236804442362
MCF2	-1.6820439804693774		
F9	-3.321928094887362		
ABCD1	-6.063291155319446		
CCDC22	-2.945247490209367		
CACNA1F			
SYP	-3.1594894077228894		
PLP2	-2.0244174548236726	-1.1369728800119137	-1.694749503172372
BMX	0.7893854490921917	0.793664401390565	-3.24970204028079
PLS3			
NAA10	-1.4096741038268936	-4.086615185103097	
RENBP	-3.4971661215219214	-1.6884724307065622	-1.6362430143640276
ELF4			-0.7222719752834489
SMARCA1	-5.154055367498212	-1.8906773997741295	-1.5496396132467545
MTMR8	-2.2277118313626	-0.2730602780035602	-0.48587234617331526
ASB9	-3.321928094887362		
ZC3H12B			-1.7326880001738376
RBBP7		-3.2241751366203224	-2.242745985427308
KCND1			
SLC25A14	-2.4806170171655078	-2.0918436774085927	-2.685821342241356
FMR1		-1.4320296916831723	-0.5865025980810044
PIM2		-2.6341133585395724	-1.1982728970665897
SCML2		-1.3496405619835048	-0.20588924047142054
SLC35A2	-4.0741784412001785		
PQBP1	-0.911960765444588	-2.713147776509534	
PCSK1N	-1.043859310543502		
EMD	-1.4370600203391721	-1.0469987710062347	-2.2199098295435795
TAZ		-2.0889317082172583	-1.128069636751908
PGK1	-1.5247249842469646	-2.2242309075373323	
MAGT1			-4.056107870309923
SMS	0.49811570201493044	-2.2220682448108624	
PHEX		-1.1135805860956731	0.09908858425332967
UBL4A			
CD99L2		-3.1761409870627633	-0.42088490923996047
EEA1			-0.7833605806047413
RP2			-1.970857059066286
JADE3		-3.1060052942521725	-1.5314249569422442
CDK16			
USP11	-5.728216038097436	-2.215556579882823	-1.7541908731088078
PCYT1B			-3.926189121716474
BRS3		-3.321928094887362	1.632268215499513
HTATSF1	-1.4852660432717562	-2.6409871113498165	
TIMP1	-0.9441698381634752	-0.26289722183238834	-1.2733987690772828
KLHL4		-4.995091986149186	-0.3486342624570987
GABRE	-2.204569104512485		
PCDH11X			
FGD1			
PIN4	-0.3196616304278028	0.2031676039300957	-1.1521138854519528
PORCN			
MAGED2	-3.7520118614042084	-3.4240965951265436	-3.0716784382950535
RBM3		-0.32069747488837447	-0.01132722170335436
KLF8		-1.6327395083137546	-0.13358489760628817
SRPX2	-0.2553039857747764		
SYTL4			-0.843179051649529
ZDHHC15	-1.4973790392082005		
CENPI			0.45104348173763514
DRP2		-12.368757541171535	1.4009361226939432
TAF7L			-2.3689869411673468
PBDC1	-2.4892494489824406	-1.0152460822632339	-1.2631093344684776
GLA	-0.9554432843336415		
ARMCX3			
BEX4	-2.188842261857285	-2.314898569416982	-3.614411945339587
NALCN			
FGF14	-2.789966617012782	-1.2118075001270527	-1.3690801242417232
HTR2A			
NDFIP2			-6.388081353799527
TNFSF13B		-1.0021246007253912	0.6836019425045928
FNDC3A		-3.33707741202643	-0.9348461944040886
CDADC1	-2.0381617643340175	-1.3987715921956767	-2.08449801195773
CAB39L			-0.8567688027693526
KLF5			-1.6685852124336626
STK24		-3.377989290230257	-1.0309914168255234
ACP5		-0.5941768451245643	0.42492451185887437
DNAJC3			
UGGT2	-0.35955191180269847	0.04173323642596897	-1.5148076765926686
ARHGEF7		-3.29760460424878	-1.5875039475604376
FGF9	-1.39153598387757	-1.6031797526686822	-4.381064150676297
SGCG	-0.9896855476269578	-4.450804208086277	
PARP4			
SUPT20H	-6.11216522856465		
KPNA3			-1.560844745984139
FLT1		-2.8674510185165945	-0.33969560317823616
